1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1141464--set
1141464--set,114146487695--public
11--ClassDeclaration,115276--log1
11--ClassDeclaration,1169622--FieldDeclaration
1169622--FieldDeclaration,116962261319--set
116962261319--set,11696226131972683--static
116962261319--set,11696226131977831--final
1169622--FieldDeclaration,116962233706--BasicType
116962233706--BasicType,11696223370667799--int
1169622--FieldDeclaration,116962296567--VariableDeclarator
116962296567--VariableDeclarator,11696229656717795--max
116962296567--VariableDeclarator,11696229656742361--Literal
11696229656742361--Literal,1169622965674236173421--10000
11--ClassDeclaration,1166118--MethodDeclaration
1166118--MethodDeclaration,116611823160--set
116611823160--set,11661182316034439--static
1166118--MethodDeclaration,116611872321--update
1166118--MethodDeclaration,11661183725--FormalParameter
11661183725--FormalParameter,116611837259754--BasicType
116611837259754--BasicType,11661183725975426116--int
11661183725--FormalParameter,1166118372570242--arr
1166118--MethodDeclaration,116611830087--FormalParameter
116611830087--FormalParameter,11661183008717095--BasicType
11661183008717095--BasicType,116611830087170957588--int
116611830087--FormalParameter,11661183008730626--l
1166118--MethodDeclaration,116611860832--StatementExpression
116611860832--StatementExpression,11661186083268908--Assignment
11661186083268908--Assignment,1166118608326890858685--MemberReference
1166118608326890858685--MemberReference,116611860832689085868562674--ArraySelector
116611860832689085868562674--ArraySelector,11661186083268908586856267417506--MemberReference
11661186083268908586856267417506--MemberReference,1166118608326890858685626741750618783--l
1166118608326890858685--MemberReference,116611860832689085868544528--arr
11661186083268908--Assignment,1166118608326890850553--MemberReference
1166118608326890850553--MemberReference,116611860832689085055320710--ArraySelector
116611860832689085055320710--ArraySelector,11661186083268908505532071092456--BinaryOperation
11661186083268908505532071092456--BinaryOperation,1166118608326890850553207109245656610---
11661186083268908505532071092456--BinaryOperation,1166118608326890850553207109245629024--MemberReference
1166118608326890850553207109245629024--MemberReference,116611860832689085055320710924562902473788--l
11661186083268908505532071092456--BinaryOperation,1166118608326890850553207109245647269--Literal
1166118608326890850553207109245647269--Literal,116611860832689085055320710924564726988861--1
1166118608326890850553--MemberReference,11661186083268908505538551--arr
11661186083268908--Assignment,1166118608326890875220--+=
11--ClassDeclaration,1133768--MethodDeclaration
1133768--MethodDeclaration,113376896105--set
113376896105--set,11337689610543174--static
1133768--MethodDeclaration,113376826609--record_func
1133768--MethodDeclaration,113376856824--FormalParameter
113376856824--FormalParameter,11337685682482343--BasicType
11337685682482343--BasicType,1133768568248234378797--int
113376856824--FormalParameter,11337685682477984--block_size
1133768--MethodDeclaration,113376816074--FormalParameter
113376816074--FormalParameter,1133768160747566--BasicType
1133768160747566--BasicType,113376816074756677632--int
113376816074--FormalParameter,11337681607496766--block
1133768--MethodDeclaration,113376851765--FormalParameter
113376851765--FormalParameter,11337685176520498--BasicType
11337685176520498--BasicType,1133768517652049825550--int
113376851765--FormalParameter,1133768517656329--record
1133768--MethodDeclaration,11337684523--FormalParameter
11337684523--FormalParameter,1133768452321759--BasicType
1133768452321759--BasicType,113376845232175992587--int
11337684523--FormalParameter,1133768452355932--l
1133768--MethodDeclaration,113376873055--FormalParameter
113376873055--FormalParameter,11337687305589555--BasicType
11337687305589555--BasicType,113376873055895552282--int
113376873055--FormalParameter,11337687305529642--r
1133768--MethodDeclaration,113376854464--FormalParameter
113376854464--FormalParameter,11337685446477749--BasicType
11337685446477749--BasicType,1133768544647774926058--int
113376854464--FormalParameter,11337685446435823--value
1133768--MethodDeclaration,113376864423--WhileStatement
113376864423--WhileStatement,11337686442396348--BinaryOperation
11337686442396348--BinaryOperation,113376864423963485454--&&
11337686442396348--BinaryOperation,1133768644239634894614--BinaryOperation
1133768644239634894614--BinaryOperation,113376864423963489461488910--&&
1133768644239634894614--BinaryOperation,113376864423963489461438676--BinaryOperation
113376864423963489461438676--BinaryOperation,11337686442396348946143867660878--<
113376864423963489461438676--BinaryOperation,11337686442396348946143867612901--MemberReference
11337686442396348946143867612901--MemberReference,113376864423963489461438676129019084--l
113376864423963489461438676--BinaryOperation,11337686442396348946143867629221--MemberReference
11337686442396348946143867629221--MemberReference,1133768644239634894614386762922195082--r
1133768644239634894614--BinaryOperation,113376864423963489461464677--BinaryOperation
113376864423963489461464677--BinaryOperation,11337686442396348946146467723290--!=
113376864423963489461464677--BinaryOperation,1133768644239634894614646774713--BinaryOperation
1133768644239634894614646774713--BinaryOperation,113376864423963489461464677471370505--%
1133768644239634894614646774713--BinaryOperation,113376864423963489461464677471326079--MemberReference
113376864423963489461464677471326079--MemberReference,11337686442396348946146467747132607957766--l
1133768644239634894614646774713--BinaryOperation,113376864423963489461464677471319115--MemberReference
113376864423963489461464677471319115--MemberReference,11337686442396348946146467747131911548842--block_size
113376864423963489461464677--BinaryOperation,11337686442396348946146467731534--Literal
11337686442396348946146467731534--Literal,1133768644239634894614646773153442748--0
11337686442396348--BinaryOperation,1133768644239634858010--BinaryOperation
1133768644239634858010--BinaryOperation,113376864423963485801079519--!=
1133768644239634858010--BinaryOperation,113376864423963485801059947--MemberReference
113376864423963485801059947--MemberReference,11337686442396348580105994795105--l
1133768644239634858010--BinaryOperation,113376864423963485801047227--Literal
113376864423963485801047227--Literal,11337686442396348580104722779123--0
113376864423--WhileStatement,11337686442389252--BlockStatement
11337686442389252--BlockStatement,1133768644238925286404--StatementExpression
1133768644238925286404--StatementExpression,113376864423892528640416819--Assignment
113376864423892528640416819--Assignment,11337686442389252864041681938911--MemberReference
11337686442389252864041681938911--MemberReference,1133768644238925286404168193891185401--ArraySelector
1133768644238925286404168193891185401--ArraySelector,113376864423892528640416819389118540176421--MemberReference
113376864423892528640416819389118540176421--MemberReference,11337686442389252864041681938911854017642119844--l
11337686442389252864041681938911--MemberReference,1133768644238925286404168193891175389--record
113376864423892528640416819--Assignment,11337686442389252864041681980398--MemberReference
11337686442389252864041681980398--MemberReference,1133768644238925286404168198039891864--value
113376864423892528640416819--Assignment,11337686442389252864041681965458--+=
11337686442389252--BlockStatement,113376864423892528302--StatementExpression
113376864423892528302--StatementExpression,1133768644238925283029595--MemberReference
1133768644238925283029595--MemberReference,113376864423892528302959547303--++
1133768644238925283029595--MemberReference,113376864423892528302959519771--l
1133768--MethodDeclaration,113376855378--WhileStatement
113376855378--WhileStatement,11337685537884858--BinaryOperation
11337685537884858--BinaryOperation,1133768553788485859649--<=
11337685537884858--BinaryOperation,1133768553788485819976--BinaryOperation
1133768553788485819976--BinaryOperation,113376855378848581997618872--+
1133768553788485819976--BinaryOperation,113376855378848581997684729--MemberReference
113376855378848581997684729--MemberReference,11337685537884858199768472961359--l
1133768553788485819976--BinaryOperation,113376855378848581997622555--MemberReference
113376855378848581997622555--MemberReference,11337685537884858199762255532587--block_size
11337685537884858--BinaryOperation,1133768553788485886029--BinaryOperation
1133768553788485886029--BinaryOperation,11337685537884858860295288--+
1133768553788485886029--BinaryOperation,113376855378848588602956905--MemberReference
113376855378848588602956905--MemberReference,11337685537884858860295690587110--r
1133768553788485886029--BinaryOperation,113376855378848588602976058--Literal
113376855378848588602976058--Literal,11337685537884858860297605829588--1
113376855378--WhileStatement,11337685537872990--BlockStatement
11337685537872990--BlockStatement,1133768553787299028579--StatementExpression
1133768553787299028579--StatementExpression,11337685537872990285799534--Assignment
11337685537872990285799534--Assignment,113376855378729902857995346028--MemberReference
113376855378729902857995346028--MemberReference,11337685537872990285799534602813497--ArraySelector
11337685537872990285799534602813497--ArraySelector,1133768553787299028579953460281349733798--BinaryOperation
1133768553787299028579953460281349733798--BinaryOperation,113376855378729902857995346028134973379887480--/
1133768553787299028579953460281349733798--BinaryOperation,113376855378729902857995346028134973379872708--MemberReference
113376855378729902857995346028134973379872708--MemberReference,11337685537872990285799534602813497337987270823184--l
1133768553787299028579953460281349733798--BinaryOperation,113376855378729902857995346028134973379886189--MemberReference
113376855378729902857995346028134973379886189--MemberReference,11337685537872990285799534602813497337988618994761--block_size
113376855378729902857995346028--MemberReference,11337685537872990285799534602822419--block
11337685537872990285799534--Assignment,1133768553787299028579953414992--MemberReference
1133768553787299028579953414992--MemberReference,113376855378729902857995341499250991--value
11337685537872990285799534--Assignment,1133768553787299028579953426174--+=
11337685537872990--BlockStatement,1133768553787299042066--StatementExpression
1133768553787299042066--StatementExpression,11337685537872990420663303--Assignment
11337685537872990420663303--Assignment,1133768553787299042066330363545--MemberReference
1133768553787299042066330363545--MemberReference,113376855378729904206633036354594671--l
11337685537872990420663303--Assignment,1133768553787299042066330358562--MemberReference
1133768553787299042066330358562--MemberReference,113376855378729904206633035856244109--block_size
11337685537872990420663303--Assignment,1133768553787299042066330317555--+=
1133768--MethodDeclaration,113376898058--WhileStatement
113376898058--WhileStatement,1133768980587824--BinaryOperation
1133768980587824--BinaryOperation,113376898058782471721--<=
1133768980587824--BinaryOperation,113376898058782463459--MemberReference
113376898058782463459--MemberReference,11337689805878246345967459--l
1133768980587824--BinaryOperation,113376898058782461860--MemberReference
113376898058782461860--MemberReference,11337689805878246186072147--r
113376898058--WhileStatement,11337689805874367--BlockStatement
11337689805874367--BlockStatement,113376898058743677352--StatementExpression
113376898058743677352--StatementExpression,11337689805874367735238809--Assignment
11337689805874367735238809--Assignment,1133768980587436773523880978936--MemberReference
1133768980587436773523880978936--MemberReference,113376898058743677352388097893697990--ArraySelector
113376898058743677352388097893697990--ArraySelector,11337689805874367735238809789369799087687--MemberReference
11337689805874367735238809789369799087687--MemberReference,1133768980587436773523880978936979908768771119--l
1133768980587436773523880978936--MemberReference,113376898058743677352388097893629304--record
11337689805874367735238809--Assignment,1133768980587436773523880932834--MemberReference
1133768980587436773523880932834--MemberReference,113376898058743677352388093283474818--value
11337689805874367735238809--Assignment,1133768980587436773523880937266--+=
11337689805874367--BlockStatement,1133768980587436741476--StatementExpression
1133768980587436741476--StatementExpression,113376898058743674147680507--MemberReference
113376898058743674147680507--MemberReference,11337689805874367414768050722365--++
113376898058743674147680507--MemberReference,11337689805874367414768050713525--l
11--ClassDeclaration,1194119--MethodDeclaration
1194119--MethodDeclaration,119411975394--set
119411975394--set,11941197539463732--static
1194119--MethodDeclaration,119411930349--print
1194119--MethodDeclaration,119411995670--FormalParameter
119411995670--FormalParameter,11941199567043387--BasicType
11941199567043387--BasicType,119411995670433879686--int
119411995670--FormalParameter,11941199567094811--arr
1194119--MethodDeclaration,119411994409--FormalParameter
119411994409--FormalParameter,11941199440968859--BasicType
11941199440968859--BasicType,1194119944096885960343--int
119411994409--FormalParameter,11941199440944390--n
1194119--MethodDeclaration,119411989789--ForStatement
119411989789--ForStatement,119411989789484--ForControl
119411989789484--ForControl,11941198978948449069--VariableDeclaration
11941198978948449069--VariableDeclaration,1194119897894844906931205--BasicType
1194119897894844906931205--BasicType,119411989789484490693120551596--int
11941198978948449069--VariableDeclaration,1194119897894844906941139--VariableDeclarator
1194119897894844906941139--VariableDeclarator,119411989789484490694113961179--i
1194119897894844906941139--VariableDeclarator,119411989789484490694113965723--Literal
119411989789484490694113965723--Literal,11941198978948449069411396572350999--0
119411989789484--ForControl,11941198978948425060--BinaryOperation
11941198978948425060--BinaryOperation,1194119897894842506077466--<
11941198978948425060--BinaryOperation,1194119897894842506086215--MemberReference
