1--CompilationUnit,11--Import
11--Import,1131662--java.io
11--Import,1173902--bool
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,1286997--log9
12--ClassDeclaration,1291607--MethodDeclaration
1291607--MethodDeclaration,129160763347--BasicType
129160763347--BasicType,12916076334713678--int
1291607--MethodDeclaration,129160738681--findSmallestMissinginSortedArray
1291607--MethodDeclaration,129160786778--FormalParameter
129160786778--FormalParameter,12916078677812103--BasicType
12916078677812103--BasicType,1291607867781210312466--int
129160786778--FormalParameter,1291607867783066--arr
1291607--MethodDeclaration,129160758815--IfStatement
129160758815--IfStatement,12916075881581809--BinaryOperation
12916075881581809--BinaryOperation,1291607588158180946799--!=
12916075881581809--BinaryOperation,1291607588158180937862--MemberReference
1291607588158180937862--MemberReference,129160758815818093786281742--ArraySelector
129160758815818093786281742--ArraySelector,12916075881581809378628174262948--Literal
12916075881581809378628174262948--Literal,1291607588158180937862817426294832546--0
1291607588158180937862--MemberReference,129160758815818093786211694--arr
12916075881581809--BinaryOperation,1291607588158180982600--Literal
1291607588158180982600--Literal,129160758815818098260062155--0
129160758815--IfStatement,12916075881524280--ReturnStatement
12916075881524280--ReturnStatement,1291607588152428037900--Literal
1291607588152428037900--Literal,129160758815242803790058741--0
1291607--MethodDeclaration,129160725313--IfStatement
129160725313--IfStatement,12916072531330187--BinaryOperation
12916072531330187--BinaryOperation,1291607253133018755167--==
12916072531330187--BinaryOperation,1291607253133018747816--MemberReference
1291607253133018747816--MemberReference,129160725313301874781646548--ArraySelector
129160725313301874781646548--ArraySelector,12916072531330187478164654827606--BinaryOperation
12916072531330187478164654827606--BinaryOperation,1291607253133018747816465482760624327---
12916072531330187478164654827606--BinaryOperation,1291607253133018747816465482760660619--MemberReference
1291607253133018747816465482760660619--MemberReference,129160725313301874781646548276066061935239--arr
1291607253133018747816465482760660619--MemberReference,129160725313301874781646548276066061925208--length
12916072531330187478164654827606--BinaryOperation,12916072531330187478164654827606998--Literal
12916072531330187478164654827606998--Literal,1291607253133018747816465482760699820596--1
1291607253133018747816--MemberReference,129160725313301874781618014--arr
12916072531330187--BinaryOperation,1291607253133018767828--BinaryOperation
1291607253133018767828--BinaryOperation,129160725313301876782825893---
1291607253133018767828--BinaryOperation,12916072531330187678284776--MemberReference
12916072531330187678284776--MemberReference,1291607253133018767828477665662--arr
12916072531330187678284776--MemberReference,1291607253133018767828477687878--length
1291607253133018767828--BinaryOperation,129160725313301876782889174--Literal
129160725313301876782889174--Literal,12916072531330187678288917499578--1
129160725313--IfStatement,12916072531326493--ReturnStatement
12916072531326493--ReturnStatement,1291607253132649330155--MemberReference
1291607253132649330155--MemberReference,129160725313264933015572251--arr
1291607253132649330155--MemberReference,129160725313264933015537427--length
1291607--MethodDeclaration,129160762458--LocalVariableDeclaration
129160762458--LocalVariableDeclaration,12916076245838380--BasicType
12916076245838380--BasicType,1291607624583838076806--int
129160762458--LocalVariableDeclaration,12916076245840759--VariableDeclarator
12916076245840759--VariableDeclarator,1291607624584075925979--first
12916076245840759--VariableDeclarator,1291607624584075932679--MemberReference
1291607624584075932679--MemberReference,129160762458407593267933469--ArraySelector
129160762458407593267933469--ArraySelector,12916076245840759326793346988125--Literal
12916076245840759326793346988125--Literal,1291607624584075932679334698812543405--0
1291607624584075932679--MemberReference,12916076245840759326797773--arr
1291607--MethodDeclaration,129160797153--ReturnStatement
129160797153--ReturnStatement,12916079715326989--MethodInvocation
12916079715326989--MethodInvocation,1291607971532698913094--MemberReference
1291607971532698913094--MemberReference,129160797153269891309414984--arr
12916079715326989--MethodInvocation,1291607971532698991073--Literal
1291607971532698991073--Literal,129160797153269899107378119--0
12916079715326989--MethodInvocation,1291607971532698971618--BinaryOperation
1291607971532698971618--BinaryOperation,129160797153269897161826061---
1291607971532698971618--BinaryOperation,129160797153269897161833601--MemberReference
129160797153269897161833601--MemberReference,12916079715326989716183360131586--arr
129160797153269897161833601--MemberReference,12916079715326989716183360195536--length
1291607971532698971618--BinaryOperation,129160797153269897161879409--Literal
129160797153269897161879409--Literal,12916079715326989716187940978575--1
12916079715326989--MethodInvocation,1291607971532698953251--MemberReference
1291607971532698953251--MemberReference,129160797153269895325185825--first
12916079715326989--MethodInvocation,1291607971532698946920--findFirstMissing
12--ClassDeclaration,1216705--MethodDeclaration
1216705--MethodDeclaration,121670557988--BasicType
121670557988--BasicType,12167055798896838--int
1216705--MethodDeclaration,121670541930--findFirstMissing
1216705--MethodDeclaration,121670565662--FormalParameter
121670565662--FormalParameter,12167056566236279--BasicType
12167056566236279--BasicType,1216705656623627982848--int
121670565662--FormalParameter,12167056566274642--arr
1216705--MethodDeclaration,121670579513--FormalParameter
121670579513--FormalParameter,12167057951392860--BasicType
12167057951392860--BasicType,1216705795139286061237--int
121670579513--FormalParameter,12167057951385520--start
1216705--MethodDeclaration,121670588453--FormalParameter
121670588453--FormalParameter,12167058845375716--BasicType
12167058845375716--BasicType,1216705884537571627579--int
121670588453--FormalParameter,12167058845394699--end
1216705--MethodDeclaration,121670588252--FormalParameter
121670588252--FormalParameter,12167058825211334--BasicType
12167058825211334--BasicType,1216705882521133442931--int
121670588252--FormalParameter,12167058825245996--first
1216705--MethodDeclaration,121670519445--IfStatement
121670519445--IfStatement,12167051944542307--BinaryOperation
