1--CompilationUnit,11--Import
11--Import,1129783--java.io
11--Import,1119456--bool
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,1288909--log10
12--ClassDeclaration,1262531--MethodDeclaration
1262531--MethodDeclaration,126253131151--set
126253131151--set,12625313115162824--static
1262531--MethodDeclaration,126253122202--BasicType
126253122202--BasicType,12625312220239926--int
1262531--MethodDeclaration,126253116574--numberOfDigit
1262531--MethodDeclaration,126253116628--FormalParameter
126253116628--FormalParameter,1262531166282170--BasicType
1262531166282170--BasicType,126253116628217054079--int
126253116628--FormalParameter,12625311662817336--N
1262531--MethodDeclaration,126253155843--LocalVariableDeclaration
126253155843--LocalVariableDeclaration,12625315584387837--BasicType
12625315584387837--BasicType,1262531558438783719975--int
126253155843--LocalVariableDeclaration,1262531558435236--VariableDeclarator
1262531558435236--VariableDeclarator,126253155843523640118--digit
1262531558435236--VariableDeclarator,126253155843523695405--Literal
126253155843523695405--Literal,126253155843523695405110--0
1262531--MethodDeclaration,126253139377--WhileStatement
126253139377--WhileStatement,12625313937797162--BinaryOperation
12625313937797162--BinaryOperation,1262531393779716298742-->
12625313937797162--BinaryOperation,1262531393779716221966--MemberReference
1262531393779716221966--MemberReference,126253139377971622196687958--N
12625313937797162--BinaryOperation,1262531393779716254888--Literal
1262531393779716254888--Literal,126253139377971625488886299--0
126253139377--WhileStatement,1262531393771996--BlockStatement
1262531393771996--BlockStatement,126253139377199681537--StatementExpression
126253139377199681537--StatementExpression,12625313937719968153761571--MemberReference
12625313937719968153761571--MemberReference,1262531393771996815376157189538--++
12625313937719968153761571--MemberReference,1262531393771996815376157171635--digit
1262531393771996--BlockStatement,126253139377199694802--StatementExpression
126253139377199694802--StatementExpression,12625313937719969480216677--Assignment
12625313937719969480216677--Assignment,1262531393771996948021667710205--MemberReference
1262531393771996948021667710205--MemberReference,126253139377199694802166771020554559--N
12625313937719969480216677--Assignment,1262531393771996948021667744316--Literal
1262531393771996948021667744316--Literal,126253139377199694802166774431673231--10
12625313937719969480216677--Assignment,1262531393771996948021667777165--/=
1262531--MethodDeclaration,126253177258--ReturnStatement
126253177258--ReturnStatement,12625317725866529--MemberReference
12625317725866529--MemberReference,1262531772586652961269--digit
12--ClassDeclaration,1268556--MethodDeclaration
1268556--MethodDeclaration,126855662838--set
126855662838--set,12685566283814145--static
1268556--MethodDeclaration,12685563967--rotateNumberByK
1268556--MethodDeclaration,126855625802--FormalParameter
126855625802--FormalParameter,12685562580245164--BasicType
12685562580245164--BasicType,1268556258024516424493--int
126855625802--FormalParameter,12685562580270873--N
