1--CompilationUnit,11--Import
11--Import,1116239--java.io
11--Import,1194745--bool
1--CompilationUnit,12--Import
12--Import,1251166--java.util
12--Import,1267121--bool
1--CompilationUnit,13--ClassDeclaration
13--ClassDeclaration,1354585--log2
13--ClassDeclaration,1362519--MethodDeclaration
1362519--MethodDeclaration,136251954765--set
136251954765--set,1362519547655561--static
1362519--MethodDeclaration,136251957493--updateBIT
1362519--MethodDeclaration,136251941673--FormalParameter
136251941673--FormalParameter,13625194167390168--BasicType
13625194167390168--BasicType,136251941673901682216--int
136251941673--FormalParameter,13625194167388102--BITree
1362519--MethodDeclaration,136251988278--FormalParameter
136251988278--FormalParameter,1362519882786325--BasicType
1362519882786325--BasicType,136251988278632538317--int
136251988278--FormalParameter,13625198827843627--n
1362519--MethodDeclaration,136251994444--FormalParameter
136251994444--FormalParameter,13625199444430359--BasicType
13625199444430359--BasicType,1362519944443035986047--int
136251994444--FormalParameter,13625199444448635--index
1362519--MethodDeclaration,136251948515--FormalParameter
136251948515--FormalParameter,13625194851538687--BasicType
13625194851538687--BasicType,1362519485153868755334--int
136251948515--FormalParameter,13625194851567950--val
1362519--MethodDeclaration,13625196144--StatementExpression
13625196144--StatementExpression,1362519614468187--Assignment
1362519614468187--Assignment,136251961446818781492--MemberReference
136251961446818781492--MemberReference,13625196144681878149256568--index
1362519614468187--Assignment,136251961446818784783--BinaryOperation
136251961446818784783--BinaryOperation,13625196144681878478391256--+
136251961446818784783--BinaryOperation,13625196144681878478333390--MemberReference
13625196144681878478333390--MemberReference,1362519614468187847833339099465--index
136251961446818784783--BinaryOperation,13625196144681878478342726--Literal
13625196144681878478342726--Literal,1362519614468187847834272618607--1
1362519614468187--Assignment,136251961446818788623--=
1362519--MethodDeclaration,136251982416--WhileStatement
136251982416--WhileStatement,1362519824161667--BinaryOperation
1362519824161667--BinaryOperation,136251982416166725344--<=
1362519824161667--BinaryOperation,136251982416166734888--MemberReference
136251982416166734888--MemberReference,13625198241616673488868636--index
1362519824161667--BinaryOperation,136251982416166761535--MemberReference
136251982416166761535--MemberReference,13625198241616676153599416--n
136251982416--WhileStatement,13625198241638006--BlockStatement
13625198241638006--BlockStatement,1362519824163800666335--StatementExpression
1362519824163800666335--StatementExpression,136251982416380066633580795--Assignment
136251982416380066633580795--Assignment,13625198241638006663358079588750--MemberReference
13625198241638006663358079588750--MemberReference,1362519824163800666335807958875020141--ArraySelector
1362519824163800666335807958875020141--ArraySelector,136251982416380066633580795887502014133623--MemberReference
136251982416380066633580795887502014133623--MemberReference,13625198241638006663358079588750201413362332056--index
13625198241638006663358079588750--MemberReference,1362519824163800666335807958875059111--BITree
136251982416380066633580795--Assignment,13625198241638006663358079564326--BinaryOperation
13625198241638006663358079564326--BinaryOperation,1362519824163800666335807956432677899--+
13625198241638006663358079564326--BinaryOperation,13625198241638006663358079564326329--MemberReference
13625198241638006663358079564326329--MemberReference,1362519824163800666335807956432632954453--val
13625198241638006663358079564326--BinaryOperation,1362519824163800666335807956432640554--MemberReference
1362519824163800666335807956432640554--MemberReference,136251982416380066633580795643264055475380--ArraySelector
136251982416380066633580795643264055475380--ArraySelector,13625198241638006663358079564326405547538076400--MemberReference
13625198241638006663358079564326405547538076400--MemberReference,1362519824163800666335807956432640554753807640083078--index
1362519824163800666335807956432640554--MemberReference,136251982416380066633580795643264055426372--BITree
136251982416380066633580795--Assignment,13625198241638006663358079554904--=
13625198241638006--BlockStatement,1362519824163800632985--StatementExpression
1362519824163800632985--StatementExpression,136251982416380063298524031--Assignment
136251982416380063298524031--Assignment,13625198241638006329852403156266--MemberReference
13625198241638006329852403156266--MemberReference,1362519824163800632985240315626614830--index
136251982416380063298524031--Assignment,13625198241638006329852403177000--BinaryOperation
13625198241638006329852403177000--BinaryOperation,1362519824163800632985240317700046238--+
13625198241638006329852403177000--BinaryOperation,1362519824163800632985240317700088214--MemberReference
1362519824163800632985240317700088214--MemberReference,136251982416380063298524031770008821446730--index
13625198241638006329852403177000--BinaryOperation,1362519824163800632985240317700074712--BinaryOperation
1362519824163800632985240317700074712--BinaryOperation,136251982416380063298524031770007471253403--&
1362519824163800632985240317700074712--BinaryOperation,136251982416380063298524031770007471219432--MemberReference
136251982416380063298524031770007471219432--MemberReference,13625198241638006329852403177000747121943280089--index
1362519824163800632985240317700074712--BinaryOperation,136251982416380063298524031770007471297102--MemberReference
136251982416380063298524031770007471297102--MemberReference,13625198241638006329852403177000747129710285244--index
136251982416380063298524031--Assignment,13625198241638006329852403166018--=
1362519--MethodDeclaration,136251991353--ReturnStatement
13--ClassDeclaration,1335641--MethodDeclaration
1335641--MethodDeclaration,133564176026--set
133564176026--set,13356417602617790--static
1335641--MethodDeclaration,133564187252--BasicType
133564187252--BasicType,13356418725240644--int
1335641--MethodDeclaration,133564179126--constructBITree
1335641--MethodDeclaration,133564148973--FormalParameter
133564148973--FormalParameter,13356414897370811--BasicType
13356414897370811--BasicType,1335641489737081143600--int
133564148973--FormalParameter,13356414897339520--n
1335641--MethodDeclaration,13356418780--LocalVariableDeclaration
13356418780--LocalVariableDeclaration,1335641878077124--BasicType
1335641878077124--BasicType,13356418780771242147--int
13356418780--LocalVariableDeclaration,1335641878031930--VariableDeclarator
1335641878031930--VariableDeclarator,133564187803193021350--BITree
1335641878031930--VariableDeclarator,133564187803193021934--ArrayCreator
133564187803193021934--ArrayCreator,13356418780319302193414976--BasicType
13356418780319302193414976--BasicType,1335641878031930219341497688839--int
133564187803193021934--ArrayCreator,13356418780319302193469126--BinaryOperation
13356418780319302193469126--BinaryOperation,1335641878031930219346912611074--+
13356418780319302193469126--BinaryOperation,1335641878031930219346912637425--MemberReference
1335641878031930219346912637425--MemberReference,133564187803193021934691263742548144--n
13356418780319302193469126--BinaryOperation,1335641878031930219346912640517--Literal
1335641878031930219346912640517--Literal,13356418780319302193469126405171937--1
1335641--MethodDeclaration,133564181036--ForStatement
133564181036--ForStatement,13356418103640940--ForControl
13356418103640940--ForControl,1335641810364094058671--VariableDeclaration
1335641810364094058671--VariableDeclaration,13356418103640940586711521--BasicType
13356418103640940586711521--BasicType,1335641810364094058671152147137--int
1335641810364094058671--VariableDeclaration,13356418103640940586712593--VariableDeclarator
13356418103640940586712593--VariableDeclarator,1335641810364094058671259388234--i
13356418103640940586712593--VariableDeclarator,1335641810364094058671259365133--Literal
1335641810364094058671259365133--Literal,133564181036409405867125936513354171--1
13356418103640940--ForControl,1335641810364094043025--BinaryOperation
1335641810364094043025--BinaryOperation,133564181036409404302556866--<=
1335641810364094043025--BinaryOperation,133564181036409404302585704--MemberReference
133564181036409404302585704--MemberReference,13356418103640940430258570492075--i
1335641810364094043025--BinaryOperation,133564181036409404302557914--MemberReference
133564181036409404302557914--MemberReference,1335641810364094043025579143511--n
13356418103640940--ForControl,1335641810364094063444--MemberReference
1335641810364094063444--MemberReference,133564181036409406344427322--++
1335641810364094063444--MemberReference,133564181036409406344412828--i
133564181036--ForStatement,13356418103667883--StatementExpression
13356418103667883--StatementExpression,1335641810366788334703--Assignment
1335641810366788334703--Assignment,133564181036678833470382367--MemberReference
133564181036678833470382367--MemberReference,13356418103667883347038236787252--ArraySelector
13356418103667883347038236787252--ArraySelector,1335641810366788334703823678725276698--MemberReference
1335641810366788334703823678725276698--MemberReference,133564181036678833470382367872527669812185--i
133564181036678833470382367--MemberReference,1335641810366788334703823678764--BITree
1335641810366788334703--Assignment,133564181036678833470335056--Literal
133564181036678833470335056--Literal,1335641810366788334703350567156--0
1335641810366788334703--Assignment,133564181036678833470397460--=
1335641--MethodDeclaration,133564126615--ReturnStatement
133564126615--ReturnStatement,13356412661555662--MemberReference
13356412661555662--MemberReference,1335641266155566299990--BITree
13--ClassDeclaration,1366839--MethodDeclaration
1366839--MethodDeclaration,136683958908--set
136683958908--set,1366839589083858--static
1366839--MethodDeclaration,136683982973--BasicType
136683982973--BasicType,13668398297360638--int
1366839--MethodDeclaration,136683928149--getSum
1366839--MethodDeclaration,136683947263--FormalParameter
136683947263--FormalParameter,13668394726366279--BasicType
13668394726366279--BasicType,1366839472636627982485--int
136683947263--FormalParameter,13668394726360087--BITree
1366839--MethodDeclaration,136683990469--FormalParameter
136683990469--FormalParameter,13668399046949946--BasicType
13668399046949946--BasicType,1366839904694994663424--int
136683990469--FormalParameter,13668399046962512--index
1366839--MethodDeclaration,136683984322--LocalVariableDeclaration
136683984322--LocalVariableDeclaration,13668398432236621--BasicType
13668398432236621--BasicType,1366839843223662115889--int
136683984322--LocalVariableDeclaration,13668398432247636--VariableDeclarator
13668398432247636--VariableDeclarator,1366839843224763656729--sum
13668398432247636--VariableDeclarator,1366839843224763686518--Literal
1366839843224763686518--Literal,136683984322476368651833478--0
1366839--MethodDeclaration,136683918571--StatementExpression
136683918571--StatementExpression,13668391857188000--Assignment
13668391857188000--Assignment,136683918571880006612--MemberReference
136683918571880006612--MemberReference,13668391857188000661221732--index
13668391857188000--Assignment,136683918571880006050--BinaryOperation
136683918571880006050--BinaryOperation,13668391857188000605041177--+
136683918571880006050--BinaryOperation,13668391857188000605097869--MemberReference
13668391857188000605097869--MemberReference,1366839185718800060509786935021--index
136683918571880006050--BinaryOperation,13668391857188000605079412--Literal
13668391857188000605079412--Literal,1366839185718800060507941261885--1
13668391857188000--Assignment,1366839185718800073763--=
1366839--MethodDeclaration,136683988759--WhileStatement
136683988759--WhileStatement,1366839887599057--BinaryOperation
1366839887599057--BinaryOperation,136683988759905726582-->
1366839887599057--BinaryOperation,136683988759905724273--MemberReference
136683988759905724273--MemberReference,1366839887599057242735773--index
1366839887599057--BinaryOperation,136683988759905733316--Literal
136683988759905733316--Literal,13668398875990573331614287--0
136683988759--WhileStatement,13668398875950319--BlockStatement
13668398875950319--BlockStatement,1366839887595031915693--StatementExpression
1366839887595031915693--StatementExpression,13668398875950319156935031--Assignment
13668398875950319156935031--Assignment,1366839887595031915693503177897--MemberReference
1366839887595031915693503177897--MemberReference,136683988759503191569350317789787903--sum
13668398875950319156935031--Assignment,136683988759503191569350311894--BinaryOperation
136683988759503191569350311894--BinaryOperation,13668398875950319156935031189454075--+
136683988759503191569350311894--BinaryOperation,13668398875950319156935031189477232--MemberReference
13668398875950319156935031189477232--MemberReference,1366839887595031915693503118947723255760--sum
136683988759503191569350311894--BinaryOperation,13668398875950319156935031189444553--MemberReference
13668398875950319156935031189444553--MemberReference,1366839887595031915693503118944455392862--ArraySelector
1366839887595031915693503118944455392862--ArraySelector,136683988759503191569350311894445539286299365--MemberReference
136683988759503191569350311894445539286299365--MemberReference,13668398875950319156935031189444553928629936589706--index
13668398875950319156935031189444553--MemberReference,1366839887595031915693503118944455327749--BITree
13668398875950319156935031--Assignment,136683988759503191569350313340--=
13668398875950319--BlockStatement,1366839887595031991743--StatementExpression
1366839887595031991743--StatementExpression,13668398875950319917438434--Assignment
13668398875950319917438434--Assignment,136683988759503199174384346184--MemberReference
136683988759503199174384346184--MemberReference,13668398875950319917438434618467446--index
13668398875950319917438434--Assignment,1366839887595031991743843498116--BinaryOperation
1366839887595031991743843498116--BinaryOperation,136683988759503199174384349811679327--&
1366839887595031991743843498116--BinaryOperation,136683988759503199174384349811668272--MemberReference
136683988759503199174384349811668272--MemberReference,13668398875950319917438434981166827297107--index
1366839887595031991743843498116--BinaryOperation,136683988759503199174384349811659216--MemberReference
136683988759503199174384349811659216--MemberReference,13668398875950319917438434981165921662221--index
13668398875950319917438434--Assignment,1366839887595031991743843453869---=
1366839--MethodDeclaration,136683919175--ReturnStatement
136683919175--ReturnStatement,13668391917519661--MemberReference
13668391917519661--MemberReference,1366839191751966114828--sum
13--ClassDeclaration,1321392--MethodDeclaration
1321392--MethodDeclaration,132139245073--set
132139245073--set,13213924507390693--static
1321392--MethodDeclaration,132139280349--update
1321392--MethodDeclaration,13213928242--FormalParameter
13213928242--FormalParameter,1321392824248514--BasicType
1321392824248514--BasicType,132139282424851444349--int
13213928242--FormalParameter,132139282421807--BITree
1321392--MethodDeclaration,132139253380--FormalParameter
132139253380--FormalParameter,13213925338066348--BasicType
13213925338066348--BasicType,1321392533806634852253--int
132139253380--FormalParameter,13213925338062768--l
1321392--MethodDeclaration,132139252131--FormalParameter
132139252131--FormalParameter,13213925213195599--BasicType
13213925213195599--BasicType,1321392521319559936107--int
132139252131--FormalParameter,13213925213177621--r
1321392--MethodDeclaration,132139295513--FormalParameter
132139295513--FormalParameter,13213929551317628--BasicType
13213929551317628--BasicType,1321392955131762858756--int
