1--CompilationUnit,11--Import
11--Import,1132276--java.io
11--Import,1192984--bool
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,1212912--log6
12--ClassDeclaration,1280072--MethodDeclaration
1280072--MethodDeclaration,128007238270--set
128007238270--set,12800723827017371--static
1280072--MethodDeclaration,128007252006--BasicType
128007252006--BasicType,12800725200617710--int
1280072--MethodDeclaration,128007213252--countRotations
1280072--MethodDeclaration,128007286723--FormalParameter
128007286723--FormalParameter,12800728672340381--BasicType
12800728672340381--BasicType,1280072867234038197264--int
128007286723--FormalParameter,12800728672336886--arr
1280072--MethodDeclaration,128007279288--FormalParameter
128007279288--FormalParameter,12800727928889234--BasicType
12800727928889234--BasicType,1280072792888923449558--int
128007279288--FormalParameter,1280072792887759--n
1280072--MethodDeclaration,128007292423--LocalVariableDeclaration
128007292423--LocalVariableDeclaration,12800729242356199--BasicType
12800729242356199--BasicType,1280072924235619975051--int
128007292423--LocalVariableDeclaration,12800729242360499--VariableDeclarator
12800729242360499--VariableDeclarator,1280072924236049971063--low
12800729242360499--VariableDeclarator,1280072924236049973439--Literal
1280072924236049973439--Literal,128007292423604997343988115--0
128007292423--LocalVariableDeclaration,12800729242367920--VariableDeclarator
12800729242367920--VariableDeclarator,1280072924236792029579--high
12800729242367920--VariableDeclarator,1280072924236792087482--BinaryOperation
1280072924236792087482--BinaryOperation,128007292423679208748237232---
1280072924236792087482--BinaryOperation,128007292423679208748264343--MemberReference
128007292423679208748264343--MemberReference,12800729242367920874826434394406--n
1280072924236792087482--BinaryOperation,128007292423679208748298687--Literal
128007292423679208748298687--Literal,12800729242367920874829868739038--1
1280072--MethodDeclaration,128007243266--WhileStatement
128007243266--WhileStatement,1280072432666989--BinaryOperation
1280072432666989--BinaryOperation,12800724326669891836--<=
1280072432666989--BinaryOperation,128007243266698990834--MemberReference
128007243266698990834--MemberReference,12800724326669899083458515--low
1280072432666989--BinaryOperation,128007243266698966225--MemberReference
128007243266698966225--MemberReference,12800724326669896622585883--high
128007243266--WhileStatement,12800724326652704--BlockStatement
12800724326652704--BlockStatement,1280072432665270476563--LocalVariableDeclaration
1280072432665270476563--LocalVariableDeclaration,128007243266527047656394033--BasicType
128007243266527047656394033--BasicType,1280072432665270476563940334566--int
1280072432665270476563--LocalVariableDeclaration,128007243266527047656356843--VariableDeclarator
128007243266527047656356843--VariableDeclarator,12800724326652704765635684336640--mid
128007243266527047656356843--VariableDeclarator,1280072432665270476563568436661--BinaryOperation
1280072432665270476563568436661--BinaryOperation,128007243266527047656356843666177061--+
1280072432665270476563568436661--BinaryOperation,128007243266527047656356843666135100--MemberReference
128007243266527047656356843666135100--MemberReference,12800724326652704765635684366613510038643--low
1280072432665270476563568436661--BinaryOperation,128007243266527047656356843666194274--BinaryOperation
128007243266527047656356843666194274--BinaryOperation,12800724326652704765635684366619427422895--/
128007243266527047656356843666194274--BinaryOperation,12800724326652704765635684366619427497337--BinaryOperation
12800724326652704765635684366619427497337--BinaryOperation,1280072432665270476563568436661942749733723749---
12800724326652704765635684366619427497337--BinaryOperation,1280072432665270476563568436661942749733760722--MemberReference
1280072432665270476563568436661942749733760722--MemberReference,128007243266527047656356843666194274973376072272240--high
12800724326652704765635684366619427497337--BinaryOperation,128007243266527047656356843666194274973379421--MemberReference
128007243266527047656356843666194274973379421--MemberReference,12800724326652704765635684366619427497337942140014--low
128007243266527047656356843666194274--BinaryOperation,12800724326652704765635684366619427440550--Literal
12800724326652704765635684366619427440550--Literal,1280072432665270476563568436661942744055098693--2
12800724326652704--BlockStatement,1280072432665270420120--LocalVariableDeclaration
1280072432665270420120--LocalVariableDeclaration,128007243266527042012089506--BasicType
128007243266527042012089506--BasicType,1280072432665270420120895063278--int
1280072432665270420120--LocalVariableDeclaration,128007243266527042012088701--VariableDeclarator
128007243266527042012088701--VariableDeclarator,12800724326652704201208870125456--prev
128007243266527042012088701--VariableDeclarator,12800724326652704201208870127871--BinaryOperation
12800724326652704201208870127871--BinaryOperation,1280072432665270420120887012787197424--%
12800724326652704201208870127871--BinaryOperation,1280072432665270420120887012787139702--BinaryOperation
1280072432665270420120887012787139702--BinaryOperation,128007243266527042012088701278713970225799--+
1280072432665270420120887012787139702--BinaryOperation,128007243266527042012088701278713970218514--BinaryOperation
128007243266527042012088701278713970218514--BinaryOperation,12800724326652704201208870127871397021851412366---
128007243266527042012088701278713970218514--BinaryOperation,1280072432665270420120887012787139702185144007--MemberReference
1280072432665270420120887012787139702185144007--MemberReference,128007243266527042012088701278713970218514400743649--mid
128007243266527042012088701278713970218514--BinaryOperation,12800724326652704201208870127871397021851437974--Literal
12800724326652704201208870127871397021851437974--Literal,1280072432665270420120887012787139702185143797445176--1
1280072432665270420120887012787139702--BinaryOperation,128007243266527042012088701278713970267380--MemberReference
128007243266527042012088701278713970267380--MemberReference,12800724326652704201208870127871397026738010837--n
12800724326652704201208870127871--BinaryOperation,1280072432665270420120887012787131439--MemberReference
1280072432665270420120887012787131439--MemberReference,128007243266527042012088701278713143942376--n
12800724326652704--BlockStatement,1280072432665270497479--LocalVariableDeclaration
1280072432665270497479--LocalVariableDeclaration,128007243266527049747992842--BasicType
128007243266527049747992842--BasicType,12800724326652704974799284280192--int
1280072432665270497479--LocalVariableDeclaration,128007243266527049747966938--VariableDeclarator
128007243266527049747966938--VariableDeclarator,12800724326652704974796693817842--next
128007243266527049747966938--VariableDeclarator,12800724326652704974796693817794--BinaryOperation
12800724326652704974796693817794--BinaryOperation,1280072432665270497479669381779483504--%
12800724326652704974796693817794--BinaryOperation,1280072432665270497479669381779446254--BinaryOperation
1280072432665270497479669381779446254--BinaryOperation,128007243266527049747966938177944625428848--+
1280072432665270497479669381779446254--BinaryOperation,128007243266527049747966938177944625474030--MemberReference
128007243266527049747966938177944625474030--MemberReference,12800724326652704974796693817794462547403059158--mid
1280072432665270497479669381779446254--BinaryOperation,128007243266527049747966938177944625422637--Literal
128007243266527049747966938177944625422637--Literal,12800724326652704974796693817794462542263756603--1
12800724326652704974796693817794--BinaryOperation,1280072432665270497479669381779441973--MemberReference
1280072432665270497479669381779441973--MemberReference,12800724326652704974796693817794419737752--n
12800724326652704--BlockStatement,1280072432665270496742--IfStatement
1280072432665270496742--IfStatement,128007243266527049674256478--BinaryOperation
128007243266527049674256478--BinaryOperation,12800724326652704967425647828193--&&
128007243266527049674256478--BinaryOperation,12800724326652704967425647892022--BinaryOperation
12800724326652704967425647892022--BinaryOperation,1280072432665270496742564789202210612--<=
12800724326652704967425647892022--BinaryOperation,1280072432665270496742564789202280358--MemberReference
1280072432665270496742564789202280358--MemberReference,128007243266527049674256478920228035884455--ArraySelector
128007243266527049674256478920228035884455--ArraySelector,12800724326652704967425647892022803588445575555--MemberReference
12800724326652704967425647892022803588445575555--MemberReference,1280072432665270496742564789202280358844557555526668--mid
1280072432665270496742564789202280358--MemberReference,128007243266527049674256478920228035837654--arr
12800724326652704967425647892022--BinaryOperation,1280072432665270496742564789202246977--MemberReference
1280072432665270496742564789202246977--MemberReference,128007243266527049674256478920224697739104--ArraySelector
128007243266527049674256478920224697739104--ArraySelector,12800724326652704967425647892022469773910494285--MemberReference
12800724326652704967425647892022469773910494285--MemberReference,1280072432665270496742564789202246977391049428534729--prev
1280072432665270496742564789202246977--MemberReference,128007243266527049674256478920224697763309--arr
128007243266527049674256478--BinaryOperation,12800724326652704967425647867728--BinaryOperation
12800724326652704967425647867728--BinaryOperation,1280072432665270496742564786772856717--<=
12800724326652704967425647867728--BinaryOperation,1280072432665270496742564786772891188--MemberReference
1280072432665270496742564786772891188--MemberReference,128007243266527049674256478677289118872885--ArraySelector
128007243266527049674256478677289118872885--ArraySelector,12800724326652704967425647867728911887288564469--MemberReference
12800724326652704967425647867728911887288564469--MemberReference,1280072432665270496742564786772891188728856446913064--mid
1280072432665270496742564786772891188--MemberReference,12800724326652704967425647867728911889282--arr
12800724326652704967425647867728--BinaryOperation,1280072432665270496742564786772839365--MemberReference
1280072432665270496742564786772839365--MemberReference,128007243266527049674256478677283936511543--ArraySelector
128007243266527049674256478677283936511543--ArraySelector,12800724326652704967425647867728393651154349218--MemberReference
12800724326652704967425647867728393651154349218--MemberReference,1280072432665270496742564786772839365115434921840908--next
1280072432665270496742564786772839365--MemberReference,128007243266527049674256478677283936576839--arr
1280072432665270496742--IfStatement,128007243266527049674254331--ReturnStatement
128007243266527049674254331--ReturnStatement,12800724326652704967425433157325--MemberReference
12800724326652704967425433157325--MemberReference,128007243266527049674254331573255374--mid
1280072432665270496742--IfStatement,128007243266527049674285073--IfStatement
128007243266527049674285073--IfStatement,12800724326652704967428507317919--BinaryOperation
12800724326652704967428507317919--BinaryOperation,1280072432665270496742850731791913710--<=
12800724326652704967428507317919--BinaryOperation,128007243266527049674285073179196707--MemberReference
128007243266527049674285073179196707--MemberReference,12800724326652704967428507317919670765205--ArraySelector
12800724326652704967428507317919670765205--ArraySelector,1280072432665270496742850731791967076520573048--MemberReference
1280072432665270496742850731791967076520573048--MemberReference,128007243266527049674285073179196707652057304837884--mid
128007243266527049674285073179196707--MemberReference,1280072432665270496742850731791967077005--arr
12800724326652704967428507317919--BinaryOperation,128007243266527049674285073179191794--MemberReference
128007243266527049674285073179191794--MemberReference,1280072432665270496742850731791917946278--ArraySelector
1280072432665270496742850731791917946278--ArraySelector,128007243266527049674285073179191794627829774--MemberReference
128007243266527049674285073179191794627829774--MemberReference,12800724326652704967428507317919179462782977426491--high
128007243266527049674285073179191794--MemberReference,12800724326652704967428507317919179427736--arr
128007243266527049674285073--IfStatement,12800724326652704967428507327119--StatementExpression
12800724326652704967428507327119--StatementExpression,1280072432665270496742850732711914780--Assignment
1280072432665270496742850732711914780--Assignment,128007243266527049674285073271191478051776--MemberReference
128007243266527049674285073271191478051776--MemberReference,12800724326652704967428507327119147805177641476--high
1280072432665270496742850732711914780--Assignment,12800724326652704967428507327119147806753--BinaryOperation
12800724326652704967428507327119147806753--BinaryOperation,128007243266527049674285073271191478067539642---
12800724326652704967428507327119147806753--BinaryOperation,1280072432665270496742850732711914780675374100--MemberReference
1280072432665270496742850732711914780675374100--MemberReference,128007243266527049674285073271191478067537410081325--mid
12800724326652704967428507327119147806753--BinaryOperation,128007243266527049674285073271191478067532933--Literal
128007243266527049674285073271191478067532933--Literal,12800724326652704967428507327119147806753293348486--1
1280072432665270496742850732711914780--Assignment,128007243266527049674285073271191478019159--=
128007243266527049674285073--IfStatement,128007243266527049674285073884--IfStatement
128007243266527049674285073884--IfStatement,12800724326652704967428507388466756--BinaryOperation
12800724326652704967428507388466756--BinaryOperation,1280072432665270496742850738846675648900-->=
12800724326652704967428507388466756--BinaryOperation,1280072432665270496742850738846675621107--MemberReference
1280072432665270496742850738846675621107--MemberReference,128007243266527049674285073884667562110711288--ArraySelector
128007243266527049674285073884667562110711288--ArraySelector,128007243266527049674285073884667562110711288990--MemberReference
128007243266527049674285073884667562110711288990--MemberReference,12800724326652704967428507388466756211071128899079569--mid
1280072432665270496742850738846675621107--MemberReference,128007243266527049674285073884667562110759341--arr
12800724326652704967428507388466756--BinaryOperation,1280072432665270496742850738846675681512--MemberReference
1280072432665270496742850738846675681512--MemberReference,128007243266527049674285073884667568151247890--ArraySelector
