1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1112126--log8
11--ClassDeclaration,1137843--MethodDeclaration
1137843--MethodDeclaration,113784343176--BasicType
113784343176--BasicType,11378434317692812--int
1137843--MethodDeclaration,11378439263--findFirstMissing
1137843--MethodDeclaration,1137843969--FormalParameter
1137843969--FormalParameter,113784396999494--BasicType
113784396999494--BasicType,11378439699949438845--int
1137843969--FormalParameter,113784396919124--array
1137843--MethodDeclaration,113784395528--FormalParameter
113784395528--FormalParameter,1137843955285060--BasicType
1137843955285060--BasicType,113784395528506093093--int
113784395528--FormalParameter,11378439552879532--start
1137843--MethodDeclaration,113784357009--FormalParameter
113784357009--FormalParameter,1137843570098545--BasicType
1137843570098545--BasicType,113784357009854571944--int
113784357009--FormalParameter,1137843570091170--end
1137843--MethodDeclaration,113784323825--IfStatement
113784323825--IfStatement,11378432382550365--BinaryOperation
11378432382550365--BinaryOperation,1137843238255036594295-->
11378432382550365--BinaryOperation,1137843238255036538264--MemberReference
1137843238255036538264--MemberReference,113784323825503653826478029--start
11378432382550365--BinaryOperation,1137843238255036533203--MemberReference
1137843238255036533203--MemberReference,11378432382550365332032549--end
113784323825--IfStatement,11378432382514200--ReturnStatement
11378432382514200--ReturnStatement,113784323825142008488--BinaryOperation
113784323825142008488--BinaryOperation,11378432382514200848848167--+
113784323825142008488--BinaryOperation,11378432382514200848850559--MemberReference
11378432382514200848850559--MemberReference,1137843238251420084885055972720--end
113784323825142008488--BinaryOperation,11378432382514200848888372--Literal
11378432382514200848888372--Literal,1137843238251420084888837253222--1
1137843--MethodDeclaration,113784337480--IfStatement
113784337480--IfStatement,11378433748098223--BinaryOperation
11378433748098223--BinaryOperation,1137843374809822370786--!=
11378433748098223--BinaryOperation,1137843374809822366350--MemberReference
1137843374809822366350--MemberReference,113784337480982236635035800--start
11378433748098223--BinaryOperation,1137843374809822324086--MemberReference
1137843374809822324086--MemberReference,113784337480982232408663421--ArraySelector
113784337480982232408663421--ArraySelector,11378433748098223240866342115474--MemberReference
11378433748098223240866342115474--MemberReference,1137843374809822324086634211547465841--start
1137843374809822324086--MemberReference,113784337480982232408612883--array
113784337480--IfStatement,11378433748081718--ReturnStatement
11378433748081718--ReturnStatement,113784337480817182035--MemberReference
113784337480817182035--MemberReference,11378433748081718203591518--start
1137843--MethodDeclaration,113784325180--LocalVariableDeclaration
113784325180--LocalVariableDeclaration,11378432518045583--BasicType
11378432518045583--BasicType,1137843251804558327227--int
113784325180--LocalVariableDeclaration,11378432518056233--VariableDeclarator
11378432518056233--VariableDeclarator,113784325180562339139--mid
11378432518056233--VariableDeclarator,1137843251805623380027--BinaryOperation
1137843251805623380027--BinaryOperation,113784325180562338002761127--/
1137843251805623380027--BinaryOperation,113784325180562338002714032--BinaryOperation
113784325180562338002714032--BinaryOperation,11378432518056233800271403242258--+
113784325180562338002714032--BinaryOperation,11378432518056233800271403218986--MemberReference
11378432518056233800271403218986--MemberReference,1137843251805623380027140321898668667--start
113784325180562338002714032--BinaryOperation,11378432518056233800271403216796--MemberReference
11378432518056233800271403216796--MemberReference,1137843251805623380027140321679612490--end
1137843251805623380027--BinaryOperation,113784325180562338002780233--Literal
113784325180562338002780233--Literal,11378432518056233800278023391807--2
1137843--MethodDeclaration,113784394787--IfStatement
113784394787--IfStatement,113784394787847--BinaryOperation
113784394787847--BinaryOperation,11378439478784784649--==
113784394787847--BinaryOperation,11378439478784797882--MemberReference
11378439478784797882--MemberReference,1137843947878479788277831--ArraySelector
1137843947878479788277831--ArraySelector,113784394787847978827783127310--MemberReference
113784394787847978827783127310--MemberReference,11378439478784797882778312731066551--mid
11378439478784797882--MemberReference,1137843947878479788282121--array
113784394787847--BinaryOperation,11378439478784769390--MemberReference
11378439478784769390--MemberReference,1137843947878476939080489--mid
113784394787--IfStatement,11378439478776850--ReturnStatement
11378439478776850--ReturnStatement,1137843947877685043746--MethodInvocation
1137843947877685043746--MethodInvocation,113784394787768504374617321--MemberReference
113784394787768504374617321--MemberReference,11378439478776850437461732125204--array
1137843947877685043746--MethodInvocation,113784394787768504374667281--BinaryOperation
113784394787768504374667281--BinaryOperation,11378439478776850437466728172682--+
113784394787768504374667281--BinaryOperation,11378439478776850437466728154205--MemberReference
11378439478776850437466728154205--MemberReference,1137843947877685043746672815420562040--mid
113784394787768504374667281--BinaryOperation,11378439478776850437466728123461--Literal
11378439478776850437466728123461--Literal,1137843947877685043746672812346158219--1
1137843947877685043746--MethodInvocation,113784394787768504374656066--MemberReference
113784394787768504374656066--MemberReference,11378439478776850437465606669255--end
1137843947877685043746--MethodInvocation,113784394787768504374648914--findFirstMissing
1137843--MethodDeclaration,113784399419--ReturnStatement
113784399419--ReturnStatement,11378439941988425--MethodInvocation
11378439941988425--MethodInvocation,1137843994198842596865--MemberReference
1137843994198842596865--MemberReference,113784399419884259686519219--array
11378439941988425--MethodInvocation,1137843994198842519044--MemberReference
1137843994198842519044--MemberReference,113784399419884251904412632--start
11378439941988425--MethodInvocation,113784399419884253051--MemberReference
113784399419884253051--MemberReference,11378439941988425305181149--mid
11378439941988425--MethodInvocation,113784399419884259741--findFirstMissing
11--ClassDeclaration,1160604--MethodDeclaration
1160604--MethodDeclaration,116060436720--set
116060436720--set,11606043672064191--public
116060436720--set,11606043672081767--static
1160604--MethodDeclaration,116060448076--main
1160604--MethodDeclaration,116060470603--FormalParameter
116060470603--FormalParameter,11606047060314293--ReferenceType
11606047060314293--ReferenceType,1160604706031429364160--String
116060470603--FormalParameter,11606047060380736--args
1160604--MethodDeclaration,116060470641--LocalVariableDeclaration
116060470641--LocalVariableDeclaration,11606047064153423--ReferenceType
11606047064153423--ReferenceType,116060470641534234071--SmallestMissing
116060470641--LocalVariableDeclaration,11606047064173751--VariableDeclarator
11606047064173751--VariableDeclarator,1160604706417375158699--small
11606047064173751--VariableDeclarator,1160604706417375190237--ClassCreator
1160604706417375190237--ClassCreator,116060470641737519023798405--ReferenceType
116060470641737519023798405--ReferenceType,11606047064173751902379840580935--SmallestMissing
1160604--MethodDeclaration,116060414393--LocalVariableDeclaration
116060414393--LocalVariableDeclaration,1160604143936240--BasicType
1160604143936240--BasicType,116060414393624049430--int
116060414393--LocalVariableDeclaration,11606041439328371--VariableDeclarator
11606041439328371--VariableDeclarator,1160604143932837189882--arr
11606041439328371--VariableDeclarator,1160604143932837176007--ArrayInitializer
1160604143932837176007--ArrayInitializer,11606041439328371760078029--Literal
11606041439328371760078029--Literal,1160604143932837176007802969466--0
1160604143932837176007--ArrayInitializer,116060414393283717600765412--Literal
116060414393283717600765412--Literal,11606041439328371760076541283031--1
1160604143932837176007--ArrayInitializer,11606041439328371760077225--Literal
11606041439328371760077225--Literal,1160604143932837176007722595484--2
1160604143932837176007--ArrayInitializer,116060414393283717600725796--Literal
116060414393283717600725796--Literal,11606041439328371760072579622451--3
1160604143932837176007--ArrayInitializer,116060414393283717600735838--Literal
116060414393283717600735838--Literal,11606041439328371760073583822403--4
1160604143932837176007--ArrayInitializer,116060414393283717600712167--Literal
116060414393283717600712167--Literal,11606041439328371760071216762902--5
1160604143932837176007--ArrayInitializer,116060414393283717600720005--Literal
116060414393283717600720005--Literal,11606041439328371760072000553006--6
1160604143932837176007--ArrayInitializer,116060414393283717600748973--Literal
116060414393283717600748973--Literal,11606041439328371760074897381737--7
1160604143932837176007--ArrayInitializer,116060414393283717600798345--Literal
116060414393283717600798345--Literal,11606041439328371760079834521606--10
1160604--MethodDeclaration,116060479979--LocalVariableDeclaration
116060479979--LocalVariableDeclaration,11606047997944104--BasicType
11606047997944104--BasicType,11606047997944104842--int
116060479979--LocalVariableDeclaration,11606047997938706--VariableDeclarator
11606047997938706--VariableDeclarator,1160604799793870676909--n
11606047997938706--VariableDeclarator,1160604799793870629153--MemberReference
1160604799793870629153--MemberReference,116060479979387062915313649--arr
1160604799793870629153--MemberReference,116060479979387062915326131--length
1160604--MethodDeclaration,116060488628--StatementExpression
116060488628--StatementExpression,11606048862831768--MethodInvocation
11606048862831768--MethodInvocation,1160604886283176846811--System.out
11606048862831768--MethodInvocation,1160604886283176883764--BinaryOperation
1160604886283176883764--BinaryOperation,11606048862831768837641298--+
1160604886283176883764--BinaryOperation,116060488628317688376441299--Literal
116060488628317688376441299--Literal,11606048862831768837644129997609--"First Missing element is : "
1160604886283176883764--BinaryOperation,116060488628317688376499368--MethodInvocation
116060488628317688376499368--MethodInvocation,11606048862831768837649936861280--small
116060488628317688376499368--MethodInvocation,11606048862831768837649936863190--MemberReference
11606048862831768837649936863190--MemberReference,1160604886283176883764993686319071108--arr
116060488628317688376499368--MethodInvocation,11606048862831768837649936876234--Literal
11606048862831768837649936876234--Literal,1160604886283176883764993687623414191--0
116060488628317688376499368--MethodInvocation,11606048862831768837649936874645--BinaryOperation
11606048862831768837649936874645--BinaryOperation,1160604886283176883764993687464575867---
11606048862831768837649936874645--BinaryOperation,1160604886283176883764993687464544213--MemberReference
1160604886283176883764993687464544213--MemberReference,116060488628317688376499368746454421332665--n
11606048862831768837649936874645--BinaryOperation,1160604886283176883764993687464511519--Literal
1160604886283176883764993687464511519--Literal,116060488628317688376499368746451151938143--1
116060488628317688376499368--MethodInvocation,11606048862831768837649936877635--findFirstMissing
11606048862831768--MethodInvocation,1160604886283176813128--println
