1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1169189--ON3_5
11--ClassDeclaration,1149873--MethodDeclaration
1149873--MethodDeclaration,114987330962--BasicType
114987330962--BasicType,11498733096217126--boolean
1149873--MethodDeclaration,114987322--find3Numbers
1149873--MethodDeclaration,114987320283--FormalParameter
114987320283--FormalParameter,11498732028338394--BasicType
11498732028338394--BasicType,1149873202833839430710--int
114987320283--FormalParameter,11498732028359217--A
1149873--MethodDeclaration,114987358031--FormalParameter
114987358031--FormalParameter,11498735803154756--BasicType
11498735803154756--BasicType,1149873580315475663241--int
114987358031--FormalParameter,11498735803158697--arr_size
1149873--MethodDeclaration,114987332518--FormalParameter
114987332518--FormalParameter,11498733251835203--BasicType
11498733251835203--BasicType,1149873325183520334107--int
114987332518--FormalParameter,11498733251884825--sum
1149873--MethodDeclaration,114987382384--LocalVariableDeclaration
114987382384--LocalVariableDeclaration,11498738238457786--BasicType
11498738238457786--BasicType,1149873823845778651803--int
114987382384--LocalVariableDeclaration,11498738238421340--VariableDeclarator
11498738238421340--VariableDeclarator,1149873823842134079160--l
114987382384--LocalVariableDeclaration,11498738238420030--VariableDeclarator
11498738238420030--VariableDeclarator,1149873823842003035197--r
1149873--MethodDeclaration,114987327884--ForStatement
114987327884--ForStatement,11498732788414828--ForControl
11498732788414828--ForControl,1149873278841482833298--VariableDeclaration
1149873278841482833298--VariableDeclaration,114987327884148283329824819--BasicType
114987327884148283329824819--BasicType,11498732788414828332982481982672--int
1149873278841482833298--VariableDeclaration,114987327884148283329872118--VariableDeclarator
114987327884148283329872118--VariableDeclarator,11498732788414828332987211896639--i
114987327884148283329872118--VariableDeclarator,11498732788414828332987211850407--Literal
11498732788414828332987211850407--Literal,1149873278841482833298721185040792881--0
11498732788414828--ForControl,114987327884148285392--BinaryOperation
114987327884148285392--BinaryOperation,11498732788414828539297052--<
114987327884148285392--BinaryOperation,11498732788414828539256660--MemberReference
11498732788414828539256660--MemberReference,1149873278841482853925666097829--i
114987327884148285392--BinaryOperation,1149873278841482853926984--BinaryOperation
1149873278841482853926984--BinaryOperation,114987327884148285392698418568---
1149873278841482853926984--BinaryOperation,114987327884148285392698432728--MemberReference
114987327884148285392698432728--MemberReference,11498732788414828539269843272813577--arr_size
1149873278841482853926984--BinaryOperation,114987327884148285392698473621--Literal
114987327884148285392698473621--Literal,11498732788414828539269847362141934--2
11498732788414828--ForControl,1149873278841482893087--MemberReference
1149873278841482893087--MemberReference,114987327884148289308769255--++
1149873278841482893087--MemberReference,114987327884148289308722029--i
114987327884--ForStatement,11498732788470759--BlockStatement
11498732788470759--BlockStatement,1149873278847075997844--ForStatement
1149873278847075997844--ForStatement,11498732788470759978447513--ForControl
11498732788470759978447513--ForControl,1149873278847075997844751329310--VariableDeclaration
1149873278847075997844751329310--VariableDeclaration,114987327884707599784475132931098330--BasicType
114987327884707599784475132931098330--BasicType,11498732788470759978447513293109833097375--int
1149873278847075997844751329310--VariableDeclaration,114987327884707599784475132931034683--VariableDeclarator
114987327884707599784475132931034683--VariableDeclarator,11498732788470759978447513293103468379614--j
114987327884707599784475132931034683--VariableDeclarator,11498732788470759978447513293103468373101--BinaryOperation
11498732788470759978447513293103468373101--BinaryOperation,1149873278847075997844751329310346837310187179--+
11498732788470759978447513293103468373101--BinaryOperation,1149873278847075997844751329310346837310110903--MemberReference
1149873278847075997844751329310346837310110903--MemberReference,114987327884707599784475132931034683731011090375819--i
11498732788470759978447513293103468373101--BinaryOperation,1149873278847075997844751329310346837310184771--Literal
1149873278847075997844751329310346837310184771--Literal,114987327884707599784475132931034683731018477174888--1
11498732788470759978447513--ForControl,1149873278847075997844751371267--BinaryOperation
1149873278847075997844751371267--BinaryOperation,114987327884707599784475137126773979--<
1149873278847075997844751371267--BinaryOperation,114987327884707599784475137126762134--MemberReference
114987327884707599784475137126762134--MemberReference,11498732788470759978447513712676213459624--j
1149873278847075997844751371267--BinaryOperation,114987327884707599784475137126742224--BinaryOperation
114987327884707599784475137126742224--BinaryOperation,11498732788470759978447513712674222473603---
114987327884707599784475137126742224--BinaryOperation,11498732788470759978447513712674222477778--MemberReference
11498732788470759978447513712674222477778--MemberReference,1149873278847075997844751371267422247777887936--arr_size
114987327884707599784475137126742224--BinaryOperation,11498732788470759978447513712674222492441--Literal
11498732788470759978447513712674222492441--Literal,1149873278847075997844751371267422249244110599--1
11498732788470759978447513--ForControl,1149873278847075997844751386788--MemberReference
1149873278847075997844751386788--MemberReference,114987327884707599784475138678881601--++
1149873278847075997844751386788--MemberReference,11498732788470759978447513867887613--j
1149873278847075997844--ForStatement,114987327884707599784456529--BlockStatement
114987327884707599784456529--BlockStatement,11498732788470759978445652970218--ForStatement
11498732788470759978445652970218--ForStatement,1149873278847075997844565297021827354--ForControl
1149873278847075997844565297021827354--ForControl,114987327884707599784456529702182735428040--VariableDeclaration
114987327884707599784456529702182735428040--VariableDeclaration,11498732788470759978445652970218273542804064421--BasicType
11498732788470759978445652970218273542804064421--BasicType,1149873278847075997844565297021827354280406442174422--int
114987327884707599784456529702182735428040--VariableDeclaration,11498732788470759978445652970218273542804056974--VariableDeclarator
11498732788470759978445652970218273542804056974--VariableDeclarator,1149873278847075997844565297021827354280405697445019--k
11498732788470759978445652970218273542804056974--VariableDeclarator,1149873278847075997844565297021827354280405697439818--BinaryOperation
1149873278847075997844565297021827354280405697439818--BinaryOperation,114987327884707599784456529702182735428040569743981831969--+
1149873278847075997844565297021827354280405697439818--BinaryOperation,114987327884707599784456529702182735428040569743981816963--MemberReference
114987327884707599784456529702182735428040569743981816963--MemberReference,11498732788470759978445652970218273542804056974398181696321006--j
1149873278847075997844565297021827354280405697439818--BinaryOperation,114987327884707599784456529702182735428040569743981870263--Literal
114987327884707599784456529702182735428040569743981870263--Literal,11498732788470759978445652970218273542804056974398187026320782--1
1149873278847075997844565297021827354--ForControl,114987327884707599784456529702182735477836--BinaryOperation
114987327884707599784456529702182735477836--BinaryOperation,11498732788470759978445652970218273547783695195--<
114987327884707599784456529702182735477836--BinaryOperation,11498732788470759978445652970218273547783640530--MemberReference
11498732788470759978445652970218273547783640530--MemberReference,1149873278847075997844565297021827354778364053030196--k
