1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1138526--ON3_7
11--ClassDeclaration,1180038--FieldDeclaration
1180038--FieldDeclaration,118003895498--set
118003895498--set,11800389549844205--static
1180038--FieldDeclaration,11800382939--BasicType
11800382939--BasicType,1180038293913987--int
1180038--FieldDeclaration,118003862159--VariableDeclarator
118003862159--VariableDeclarator,11800386215954181--MAX
118003862159--VariableDeclarator,11800386215985247--Literal
11800386215985247--Literal,1180038621598524735982--1000
11--ClassDeclaration,1129030--MethodDeclaration
1129030--MethodDeclaration,112903046716--set
112903046716--set,11290304671633276--static
1129030--MethodDeclaration,112903086597--BasicType
112903086597--BasicType,11290308659714864--boolean
1129030--MethodDeclaration,112903040116--isPermutedMatrix
1129030--MethodDeclaration,112903062329--FormalParameter
112903062329--FormalParameter,11290306232966314--BasicType
11290306232966314--BasicType,1129030623296631439586--int
112903062329--FormalParameter,11290306232990951--mat
1129030--MethodDeclaration,112903036091--FormalParameter
112903036091--FormalParameter,11290303609126487--BasicType
11290303609126487--BasicType,1129030360912648786474--int
112903036091--FormalParameter,11290303609126092--n
1129030--MethodDeclaration,112903044464--LocalVariableDeclaration
112903044464--LocalVariableDeclaration,1129030444643785--ReferenceType
1129030444643785--ReferenceType,112903044464378543346--String
112903044464--LocalVariableDeclaration,11290304446495384--VariableDeclarator
11290304446495384--VariableDeclarator,1129030444649538479002--str_cat
11290304446495384--VariableDeclarator,1129030444649538449142--Literal
1129030444649538449142--Literal,112903044464953844914273993--""
1129030--MethodDeclaration,112903078799--ForStatement
112903078799--ForStatement,11290307879918726--ForControl
11290307879918726--ForControl,1129030787991872699963--VariableDeclaration
1129030787991872699963--VariableDeclaration,112903078799187269996312889--BasicType
112903078799187269996312889--BasicType,1129030787991872699963128894286--int
1129030787991872699963--VariableDeclaration,112903078799187269996392967--VariableDeclarator
112903078799187269996392967--VariableDeclarator,11290307879918726999639296790400--i
112903078799187269996392967--VariableDeclarator,11290307879918726999639296785685--Literal
11290307879918726999639296785685--Literal,1129030787991872699963929678568513782--0
11290307879918726--ForControl,1129030787991872698618--BinaryOperation
1129030787991872698618--BinaryOperation,112903078799187269861867237--<
1129030787991872698618--BinaryOperation,112903078799187269861852975--MemberReference
112903078799187269861852975--MemberReference,11290307879918726986185297542025--i
1129030787991872698618--BinaryOperation,112903078799187269861884342--MemberReference
112903078799187269861884342--MemberReference,11290307879918726986188434296409--n
11290307879918726--ForControl,1129030787991872672945--MemberReference
1129030787991872672945--MemberReference,112903078799187267294518001--++
1129030787991872672945--MemberReference,112903078799187267294581084--i
112903078799--ForStatement,11290307879947059--BlockStatement
11290307879947059--BlockStatement,1129030787994705990659--StatementExpression
1129030787994705990659--StatementExpression,112903078799470599065988944--Assignment
112903078799470599065988944--Assignment,1129030787994705990659889442968--MemberReference
1129030787994705990659889442968--MemberReference,112903078799470599065988944296864948--str_cat
112903078799470599065988944--Assignment,11290307879947059906598894451884--BinaryOperation
11290307879947059906598894451884--BinaryOperation,1129030787994705990659889445188443314--+
11290307879947059906598894451884--BinaryOperation,1129030787994705990659889445188497353--BinaryOperation
1129030787994705990659889445188497353--BinaryOperation,112903078799470599065988944518849735394052--+
1129030787994705990659889445188497353--BinaryOperation,112903078799470599065988944518849735318566--MemberReference
112903078799470599065988944518849735318566--MemberReference,11290307879947059906598894451884973531856691141--str_cat
1129030787994705990659889445188497353--BinaryOperation,11290307879947059906598894451884973537803--Literal
11290307879947059906598894451884973537803--Literal,112903078799470599065988944518849735378035247--"-"
11290307879947059906598894451884--BinaryOperation,1129030787994705990659889445188450754--MethodInvocation
1129030787994705990659889445188450754--MethodInvocation,112903078799470599065988944518845075490238--String
1129030787994705990659889445188450754--MethodInvocation,112903078799470599065988944518845075481195--MemberReference
112903078799470599065988944518845075481195--MemberReference,11290307879947059906598894451884507548119563065--ArraySelector
11290307879947059906598894451884507548119563065--ArraySelector,1129030787994705990659889445188450754811956306535290--Literal
1129030787994705990659889445188450754811956306535290--Literal,11290307879947059906598894451884507548119563065352909025--0
112903078799470599065988944518845075481195--MemberReference,11290307879947059906598894451884507548119549959--ArraySelector
11290307879947059906598894451884507548119549959--ArraySelector,1129030787994705990659889445188450754811954995963566--MemberReference
1129030787994705990659889445188450754811954995963566--MemberReference,112903078799470599065988944518845075481195499596356697268--i
112903078799470599065988944518845075481195--MemberReference,11290307879947059906598894451884507548119590795--mat
1129030787994705990659889445188450754--MethodInvocation,112903078799470599065988944518845075413267--valueOf
112903078799470599065988944--Assignment,1129030787994705990659889447136--=
1129030--MethodDeclaration,112903068780--StatementExpression
112903068780--StatementExpression,11290306878049125--Assignment
11290306878049125--Assignment,1129030687804912571734--MemberReference
1129030687804912571734--MemberReference,112903068780491257173431073--str_cat
11290306878049125--Assignment,1129030687804912561210--BinaryOperation
1129030687804912561210--BinaryOperation,112903068780491256121029912--+
1129030687804912561210--BinaryOperation,112903068780491256121047219--MemberReference
112903068780491256121047219--MemberReference,11290306878049125612104721933728--str_cat
1129030687804912561210--BinaryOperation,112903068780491256121047760--MemberReference
112903068780491256121047760--MemberReference,1129030687804912561210477604969--str_cat
11290306878049125--Assignment,1129030687804912579129--=
1129030--MethodDeclaration,112903020731--ForStatement
112903020731--ForStatement,11290302073170265--ForControl
11290302073170265--ForControl,1129030207317026580018--VariableDeclaration
1129030207317026580018--VariableDeclaration,112903020731702658001876147--BasicType
112903020731702658001876147--BasicType,1129030207317026580018761474267--int
1129030207317026580018--VariableDeclaration,112903020731702658001887284--VariableDeclarator
112903020731702658001887284--VariableDeclarator,11290302073170265800188728492724--i
112903020731702658001887284--VariableDeclarator,11290302073170265800188728461655--Literal
11290302073170265800188728461655--Literal,1129030207317026580018872846165545321--1
11290302073170265--ForControl,1129030207317026583743--BinaryOperation
1129030207317026583743--BinaryOperation,112903020731702658374328277--<
1129030207317026583743--BinaryOperation,112903020731702658374327921--MemberReference
112903020731702658374327921--MemberReference,11290302073170265837432792166016--i
1129030207317026583743--BinaryOperation,112903020731702658374357453--MemberReference
112903020731702658374357453--MemberReference,11290302073170265837435745373781--n
11290302073170265--ForControl,1129030207317026526860--MemberReference
