1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1135662--ON3_6
11--ClassDeclaration,1169964--MethodDeclaration
1169964--MethodDeclaration,116996434479--set
116996434479--set,1169964344798232--static
1169964--MethodDeclaration,116996454990--findTriplets
1169964--MethodDeclaration,116996493086--FormalParameter
116996493086--FormalParameter,11699649308651894--BasicType
11699649308651894--BasicType,1169964930865189478803--int
116996493086--FormalParameter,11699649308642223--arr
1169964--MethodDeclaration,116996459678--FormalParameter
116996459678--FormalParameter,1169964596785330--BasicType
1169964596785330--BasicType,116996459678533032834--int
116996459678--FormalParameter,1169964596787555--n
1169964--MethodDeclaration,116996441469--LocalVariableDeclaration
116996441469--LocalVariableDeclaration,11699644146951511--BasicType
11699644146951511--BasicType,1169964414695151148921--boolean
116996441469--LocalVariableDeclaration,11699644146934358--VariableDeclarator
11699644146934358--VariableDeclarator,116996441469343582718--found
11699644146934358--VariableDeclarator,1169964414693435892029--Literal
1169964414693435892029--Literal,116996441469343589202921471--false
1169964--MethodDeclaration,116996491506--ForStatement
116996491506--ForStatement,11699649150662807--ForControl
11699649150662807--ForControl,1169964915066280777978--VariableDeclaration
1169964915066280777978--VariableDeclaration,116996491506628077797879810--BasicType
116996491506628077797879810--BasicType,11699649150662807779787981014871--int
1169964915066280777978--VariableDeclaration,116996491506628077797815743--VariableDeclarator
116996491506628077797815743--VariableDeclarator,11699649150662807779781574328207--i
116996491506628077797815743--VariableDeclarator,11699649150662807779781574378663--Literal
11699649150662807779781574378663--Literal,1169964915066280777978157437866328454--0
11699649150662807--ForControl,1169964915066280786096--BinaryOperation
1169964915066280786096--BinaryOperation,116996491506628078609655362--<
1169964915066280786096--BinaryOperation,116996491506628078609651712--MemberReference
116996491506628078609651712--MemberReference,11699649150662807860965171241215--i
1169964915066280786096--BinaryOperation,116996491506628078609624781--BinaryOperation
116996491506628078609624781--BinaryOperation,11699649150662807860962478167730---
116996491506628078609624781--BinaryOperation,1169964915066280786096247813288--MemberReference
1169964915066280786096247813288--MemberReference,116996491506628078609624781328853569--n
116996491506628078609624781--BinaryOperation,11699649150662807860962478179853--Literal
11699649150662807860962478179853--Literal,1169964915066280786096247817985352071--2
11699649150662807--ForControl,1169964915066280791193--MemberReference
1169964915066280791193--MemberReference,116996491506628079119366491--++
1169964915066280791193--MemberReference,116996491506628079119398761--i
116996491506--ForStatement,11699649150664401--BlockStatement
11699649150664401--BlockStatement,116996491506644015337--ForStatement
116996491506644015337--ForStatement,11699649150664401533766508--ForControl
11699649150664401533766508--ForControl,1169964915066440153376650873372--VariableDeclaration
1169964915066440153376650873372--VariableDeclaration,116996491506644015337665087337210903--BasicType
116996491506644015337665087337210903--BasicType,11699649150664401533766508733721090396718--int
1169964915066440153376650873372--VariableDeclaration,116996491506644015337665087337212116--VariableDeclarator
116996491506644015337665087337212116--VariableDeclarator,11699649150664401533766508733721211682419--j
116996491506644015337665087337212116--VariableDeclarator,11699649150664401533766508733721211613660--BinaryOperation
11699649150664401533766508733721211613660--BinaryOperation,1169964915066440153376650873372121161366041181--+
11699649150664401533766508733721211613660--BinaryOperation,1169964915066440153376650873372121161366054632--MemberReference
1169964915066440153376650873372121161366054632--MemberReference,116996491506644015337665087337212116136605463227770--i
11699649150664401533766508733721211613660--BinaryOperation,1169964915066440153376650873372121161366053301--Literal
1169964915066440153376650873372121161366053301--Literal,116996491506644015337665087337212116136605330129041--1
11699649150664401533766508--ForControl,1169964915066440153376650822327--BinaryOperation
1169964915066440153376650822327--BinaryOperation,11699649150664401533766508223276054--<
1169964915066440153376650822327--BinaryOperation,116996491506644015337665082232720707--MemberReference
116996491506644015337665082232720707--MemberReference,11699649150664401533766508223272070796048--j
1169964915066440153376650822327--BinaryOperation,11699649150664401533766508223279558--BinaryOperation
11699649150664401533766508223279558--BinaryOperation,11699649150664401533766508223279558849---
11699649150664401533766508223279558--BinaryOperation,1169964915066440153376650822327955865086--MemberReference
1169964915066440153376650822327955865086--MemberReference,116996491506644015337665082232795586508639702--n
11699649150664401533766508223279558--BinaryOperation,1169964915066440153376650822327955863760--Literal
1169964915066440153376650822327955863760--Literal,116996491506644015337665082232795586376096507--1
11699649150664401533766508--ForControl,1169964915066440153376650847875--MemberReference
1169964915066440153376650847875--MemberReference,11699649150664401533766508478753707--++
1169964915066440153376650847875--MemberReference,116996491506644015337665084787586173--j
116996491506644015337--ForStatement,11699649150664401533781780--BlockStatement
11699649150664401533781780--BlockStatement,1169964915066440153378178028137--ForStatement
1169964915066440153378178028137--ForStatement,116996491506644015337817802813720715--ForControl
116996491506644015337817802813720715--ForControl,11699649150664401533781780281372071598054--VariableDeclaration
11699649150664401533781780281372071598054--VariableDeclaration,1169964915066440153378178028137207159805480654--BasicType
1169964915066440153378178028137207159805480654--BasicType,116996491506644015337817802813720715980548065431955--int
11699649150664401533781780281372071598054--VariableDeclaration,1169964915066440153378178028137207159805475882--VariableDeclarator
1169964915066440153378178028137207159805475882--VariableDeclarator,11699649150664401533781780281372071598054758821106--k
1169964915066440153378178028137207159805475882--VariableDeclarator,116996491506644015337817802813720715980547588288953--BinaryOperation
116996491506644015337817802813720715980547588288953--BinaryOperation,11699649150664401533781780281372071598054758828895354331--+
116996491506644015337817802813720715980547588288953--BinaryOperation,11699649150664401533781780281372071598054758828895355685--MemberReference
11699649150664401533781780281372071598054758828895355685--MemberReference,1169964915066440153378178028137207159805475882889535568599410--j
116996491506644015337817802813720715980547588288953--BinaryOperation,11699649150664401533781780281372071598054758828895397843--Literal
11699649150664401533781780281372071598054758828895397843--Literal,1169964915066440153378178028137207159805475882889539784383333--1
116996491506644015337817802813720715--ForControl,11699649150664401533781780281372071543252--BinaryOperation
11699649150664401533781780281372071543252--BinaryOperation,1169964915066440153378178028137207154325287665--<
11699649150664401533781780281372071543252--BinaryOperation,1169964915066440153378178028137207154325287025--MemberReference
1169964915066440153378178028137207154325287025--MemberReference,116996491506644015337817802813720715432528702588220--k
11699649150664401533781780281372071543252--BinaryOperation,1169964915066440153378178028137207154325271028--MemberReference
1169964915066440153378178028137207154325271028--MemberReference,116996491506644015337817802813720715432527102845957--n
