1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1129872--sq44
11--ClassDeclaration,119260--MethodDeclaration
119260--MethodDeclaration,11926042679--subArraySum
119260--MethodDeclaration,11926071949--FormalParameter
11926071949--FormalParameter,1192607194953768--BasicType
1192607194953768--BasicType,119260719495376823251--int
11926071949--FormalParameter,1192607194913584--arr
119260--MethodDeclaration,11926059159--FormalParameter
11926059159--FormalParameter,1192605915985127--BasicType
1192605915985127--BasicType,119260591598512760872--int
11926059159--FormalParameter,1192605915924081--n
119260--MethodDeclaration,11926076721--FormalParameter
11926076721--FormalParameter,1192607672195582--BasicType
1192607672195582--BasicType,119260767219558240262--int
11926076721--FormalParameter,1192607672146232--sum
119260--MethodDeclaration,11926079019--LocalVariableDeclaration
11926079019--LocalVariableDeclaration,1192607901926959--BasicType
1192607901926959--BasicType,119260790192695984843--int
11926079019--LocalVariableDeclaration,1192607901935423--VariableDeclarator
1192607901935423--VariableDeclarator,119260790193542330484--currentSum
11926079019--LocalVariableDeclaration,1192607901935923--VariableDeclarator
1192607901935923--VariableDeclarator,119260790193592359150--i
11926079019--LocalVariableDeclaration,119260790195958--VariableDeclarator
119260790195958--VariableDeclarator,11926079019595849761--j
119260--MethodDeclaration,11926058842--ForStatement
11926058842--ForStatement,1192605884290115--ForControl
1192605884290115--ForControl,11926058842901157882--Assignment
11926058842901157882--Assignment,1192605884290115788224224--MemberReference
1192605884290115788224224--MemberReference,119260588429011578822422472715--i
11926058842901157882--Assignment,1192605884290115788217426--Literal
1192605884290115788217426--Literal,119260588429011578821742656963--0
11926058842901157882--Assignment,119260588429011578821649--=
1192605884290115--ForControl,119260588429011597850--BinaryOperation
119260588429011597850--BinaryOperation,11926058842901159785035831--<
119260588429011597850--BinaryOperation,11926058842901159785016978--MemberReference
11926058842901159785016978--MemberReference,1192605884290115978501697832748--i
119260588429011597850--BinaryOperation,11926058842901159785098145--MemberReference
11926058842901159785098145--MemberReference,1192605884290115978509814596369--n
1192605884290115--ForControl,119260588429011560737--MemberReference
119260588429011560737--MemberReference,1192605884290115607375939--++
119260588429011560737--MemberReference,11926058842901156073713015--i
11926058842--ForStatement,1192605884252133--BlockStatement
1192605884252133--BlockStatement,119260588425213385965--StatementExpression
119260588425213385965--StatementExpression,1192605884252133859657876--Assignment
1192605884252133859657876--Assignment,119260588425213385965787642645--MemberReference
