1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1121106--sq31
11--ClassDeclaration,112949--FieldDeclaration
112949--FieldDeclaration,11294989401--set
11294989401--set,1129498940115595--static
112949--FieldDeclaration,11294915654--BasicType
11294915654--BasicType,1129491565471730--int
112949--FieldDeclaration,11294942082--VariableDeclarator
11294942082--VariableDeclarator,1129494208243071--arr1
11294942082--VariableDeclarator,1129494208242764--ArrayCreator
1129494208242764--ArrayCreator,112949420824276496129--BasicType
112949420824276496129--BasicType,1129494208242764961299914--int
1129494208242764--ArrayCreator,112949420824276425008--ArrayInitializer
112949420824276425008--ArrayInitializer,11294942082427642500826648--Literal
11294942082427642500826648--Literal,1129494208242764250082664873176--0
112949420824276425008--ArrayInitializer,11294942082427642500856121--Literal
11294942082427642500856121--Literal,1129494208242764250085612182287--1
112949420824276425008--ArrayInitializer,11294942082427642500857339--Literal
11294942082427642500857339--Literal,1129494208242764250085733916213--0
112949420824276425008--ArrayInitializer,11294942082427642500826456--Literal
11294942082427642500826456--Literal,1129494208242764250082645630028--1
112949420824276425008--ArrayInitializer,11294942082427642500891991--Literal
11294942082427642500891991--Literal,1129494208242764250089199127228--1
112949420824276425008--ArrayInitializer,11294942082427642500855474--Literal
11294942082427642500855474--Literal,1129494208242764250085547460439--1
112949420824276425008--ArrayInitializer,11294942082427642500835439--Literal
11294942082427642500835439--Literal,1129494208242764250083543970435--1
11--ClassDeclaration,1146067--FieldDeclaration
1146067--FieldDeclaration,114606757431--set
114606757431--set,11460675743172364--static
1146067--FieldDeclaration,114606765525--BasicType
114606765525--BasicType,11460676552526546--int
1146067--FieldDeclaration,11460672485--VariableDeclarator
11460672485--VariableDeclarator,1146067248527787--arr2
11460672485--VariableDeclarator,1146067248531107--ArrayCreator
1146067248531107--ArrayCreator,114606724853110766510--BasicType
114606724853110766510--BasicType,11460672485311076651012616--int
1146067248531107--ArrayCreator,114606724853110733308--ArrayInitializer
114606724853110733308--ArrayInitializer,11460672485311073330863726--Literal
11460672485311073330863726--Literal,1146067248531107333086372636403--1
114606724853110733308--ArrayInitializer,11460672485311073330848612--Literal
