1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,11960--sq45
11--ClassDeclaration,1181612--MethodDeclaration
1181612--MethodDeclaration,11816128280--BasicType
11816128280--BasicType,1181612828064557--boolean
1181612--MethodDeclaration,118161232074--find3Numbers
1181612--MethodDeclaration,118161256614--FormalParameter
118161256614--FormalParameter,11816125661482948--BasicType
11816125661482948--BasicType,1181612566148294894658--int
118161256614--FormalParameter,11816125661419595--A
1181612--MethodDeclaration,118161261920--FormalParameter
118161261920--FormalParameter,11816126192041199--BasicType
11816126192041199--BasicType,1181612619204119936648--int
118161261920--FormalParameter,11816126192087475--arr_size
1181612--MethodDeclaration,118161267068--FormalParameter
118161267068--FormalParameter,11816126706861712--BasicType
11816126706861712--BasicType,1181612670686171250509--int
118161267068--FormalParameter,11816126706870819--sum
1181612--MethodDeclaration,118161238411--LocalVariableDeclaration
118161238411--LocalVariableDeclaration,11816123841195154--BasicType
11816123841195154--BasicType,1181612384119515456424--int
118161238411--LocalVariableDeclaration,11816123841181190--VariableDeclarator
11816123841181190--VariableDeclarator,1181612384118119098252--l
118161238411--LocalVariableDeclaration,11816123841142416--VariableDeclarator
11816123841142416--VariableDeclarator,1181612384114241652473--r
1181612--MethodDeclaration,118161286617--StatementExpression
118161286617--StatementExpression,11816128661737504--MethodInvocation
11816128661737504--MethodInvocation,1181612866173750459553--MemberReference
1181612866173750459553--MemberReference,118161286617375045955381426--A
11816128661737504--MethodInvocation,1181612866173750439115--Literal
1181612866173750439115--Literal,118161286617375043911567472--0
11816128661737504--MethodInvocation,1181612866173750477100--BinaryOperation
1181612866173750477100--BinaryOperation,118161286617375047710021752---
1181612866173750477100--BinaryOperation,118161286617375047710093167--MemberReference
118161286617375047710093167--MemberReference,11816128661737504771009316726255--arr_size
1181612866173750477100--BinaryOperation,118161286617375047710029627--Literal
118161286617375047710029627--Literal,11816128661737504771002962740461--1
11816128661737504--MethodInvocation,1181612866173750461833--quickSort
1181612--MethodDeclaration,118161238314--ForStatement
118161238314--ForStatement,11816123831439688--ForControl
11816123831439688--ForControl,1181612383143968850252--VariableDeclaration
1181612383143968850252--VariableDeclaration,11816123831439688502521584--BasicType
11816123831439688502521584--BasicType,1181612383143968850252158432232--int
1181612383143968850252--VariableDeclaration,118161238314396885025289915--VariableDeclarator
118161238314396885025289915--VariableDeclarator,11816123831439688502528991524984--i
118161238314396885025289915--VariableDeclarator,11816123831439688502528991562275--Literal
11816123831439688502528991562275--Literal,1181612383143968850252899156227532936--0
11816123831439688--ForControl,1181612383143968833710--BinaryOperation
1181612383143968833710--BinaryOperation,118161238314396883371076752--<
1181612383143968833710--BinaryOperation,118161238314396883371077770--MemberReference
118161238314396883371077770--MemberReference,11816123831439688337107777088866--i
1181612383143968833710--BinaryOperation,118161238314396883371055930--BinaryOperation
118161238314396883371055930--BinaryOperation,11816123831439688337105593026244---
118161238314396883371055930--BinaryOperation,1181612383143968833710559301236--MemberReference
1181612383143968833710559301236--MemberReference,118161238314396883371055930123676183--arr_size
118161238314396883371055930--BinaryOperation,1181612383143968833710559301978--Literal
1181612383143968833710559301978--Literal,118161238314396883371055930197847623--2
11816123831439688--ForControl,118161238314396886926--MemberReference
118161238314396886926--MemberReference,11816123831439688692677363--++
118161238314396886926--MemberReference,11816123831439688692646621--i
118161238314--ForStatement,1181612383141599--BlockStatement
1181612383141599--BlockStatement,118161238314159925304--StatementExpression
118161238314159925304--StatementExpression,11816123831415992530445942--Assignment
11816123831415992530445942--Assignment,1181612383141599253044594289909--MemberReference
1181612383141599253044594289909--MemberReference,118161238314159925304459428990950036--l
11816123831415992530445942--Assignment,1181612383141599253044594268270--BinaryOperation
1181612383141599253044594268270--BinaryOperation,118161238314159925304459426827078998--+
1181612383141599253044594268270--BinaryOperation,118161238314159925304459426827056543--MemberReference
118161238314159925304459426827056543--MemberReference,11816123831415992530445942682705654350343--i
1181612383141599253044594268270--BinaryOperation,118161238314159925304459426827033268--Literal
118161238314159925304459426827033268--Literal,11816123831415992530445942682703326887883--1
11816123831415992530445942--Assignment,1181612383141599253044594290928--=
1181612383141599--BlockStatement,118161238314159967208--StatementExpression
118161238314159967208--StatementExpression,11816123831415996720835706--Assignment
11816123831415996720835706--Assignment,118161238314159967208357061203--MemberReference
118161238314159967208357061203--MemberReference,11816123831415996720835706120391062--r
11816123831415996720835706--Assignment,1181612383141599672083570642746--BinaryOperation
1181612383141599672083570642746--BinaryOperation,118161238314159967208357064274677037---
1181612383141599672083570642746--BinaryOperation,118161238314159967208357064274623699--MemberReference
118161238314159967208357064274623699--MemberReference,11816123831415996720835706427462369996751--arr_size
1181612383141599672083570642746--BinaryOperation,118161238314159967208357064274656249--Literal
118161238314159967208357064274656249--Literal,11816123831415996720835706427465624934718--1
11816123831415996720835706--Assignment,118161238314159967208357063777--=
1181612383141599--BlockStatement,118161238314159920760--WhileStatement
118161238314159920760--WhileStatement,11816123831415992076024716--BinaryOperation
11816123831415992076024716--BinaryOperation,1181612383141599207602471699773--<
11816123831415992076024716--BinaryOperation,1181612383141599207602471622520--MemberReference
1181612383141599207602471622520--MemberReference,11816123831415992076024716225204336--l
11816123831415992076024716--BinaryOperation,1181612383141599207602471678735--MemberReference
1181612383141599207602471678735--MemberReference,118161238314159920760247167873561556--r
118161238314159920760--WhileStatement,11816123831415992076051927--BlockStatement
11816123831415992076051927--BlockStatement,1181612383141599207605192741023--IfStatement
1181612383141599207605192741023--IfStatement,118161238314159920760519274102320374--BinaryOperation
118161238314159920760519274102320374--BinaryOperation,11816123831415992076051927410232037480512--==
118161238314159920760519274102320374--BinaryOperation,1181612383141599207605192741023203745532--BinaryOperation
1181612383141599207605192741023203745532--BinaryOperation,118161238314159920760519274102320374553217590--+
1181612383141599207605192741023203745532--BinaryOperation,118161238314159920760519274102320374553234448--BinaryOperation
118161238314159920760519274102320374553234448--BinaryOperation,11816123831415992076051927410232037455323444861202--+
118161238314159920760519274102320374553234448--BinaryOperation,11816123831415992076051927410232037455323444853644--MemberReference
11816123831415992076051927410232037455323444853644--MemberReference,1181612383141599207605192741023203745532344485364450839--ArraySelector
1181612383141599207605192741023203745532344485364450839--ArraySelector,118161238314159920760519274102320374553234448536445083959552--MemberReference
118161238314159920760519274102320374553234448536445083959552--MemberReference,11816123831415992076051927410232037455323444853644508395955273433--i
11816123831415992076051927410232037455323444853644--MemberReference,1181612383141599207605192741023203745532344485364441555--A
118161238314159920760519274102320374553234448--BinaryOperation,11816123831415992076051927410232037455323444850828--MemberReference
11816123831415992076051927410232037455323444850828--MemberReference,1181612383141599207605192741023203745532344485082843977--ArraySelector
1181612383141599207605192741023203745532344485082843977--ArraySelector,118161238314159920760519274102320374553234448508284397761143--MemberReference
118161238314159920760519274102320374553234448508284397761143--MemberReference,11816123831415992076051927410232037455323444850828439776114388113--l
11816123831415992076051927410232037455323444850828--MemberReference,1181612383141599207605192741023203745532344485082818812--A
1181612383141599207605192741023203745532--BinaryOperation,118161238314159920760519274102320374553283493--MemberReference
118161238314159920760519274102320374553283493--MemberReference,11816123831415992076051927410232037455328349366675--ArraySelector
11816123831415992076051927410232037455328349366675--ArraySelector,1181612383141599207605192741023203745532834936667525058--MemberReference
1181612383141599207605192741023203745532834936667525058--MemberReference,118161238314159920760519274102320374553283493666752505890683--r
118161238314159920760519274102320374553283493--MemberReference,11816123831415992076051927410232037455328349387697--A
118161238314159920760519274102320374--BinaryOperation,11816123831415992076051927410232037490422--MemberReference
11816123831415992076051927410232037490422--MemberReference,118161238314159920760519274102320374904229439--sum
1181612383141599207605192741023--IfStatement,118161238314159920760519274102353621--BlockStatement
118161238314159920760519274102353621--BlockStatement,11816123831415992076051927410235362158582--StatementExpression
11816123831415992076051927410235362158582--StatementExpression,1181612383141599207605192741023536215858226619--MethodInvocation
1181612383141599207605192741023536215858226619--MethodInvocation,118161238314159920760519274102353621585822661954626--System.out
1181612383141599207605192741023536215858226619--MethodInvocation,118161238314159920760519274102353621585822661922459--BinaryOperation
118161238314159920760519274102353621585822661922459--BinaryOperation,11816123831415992076051927410235362158582266192245969013--+
118161238314159920760519274102353621585822661922459--BinaryOperation,11816123831415992076051927410235362158582266192245996283--BinaryOperation
