1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1188583--sq4
11--ClassDeclaration,1159263--FieldDeclaration
1159263--FieldDeclaration,115926394881--set
115926394881--set,11592639488138742--static
1159263--FieldDeclaration,115926368946--BasicType
115926368946--BasicType,11592636894674666--int
1159263--FieldDeclaration,115926344085--VariableDeclarator
115926344085--VariableDeclarator,11592634408582071--arr
115926344085--VariableDeclarator,11592634408589784--ArrayCreator
11592634408589784--ArrayCreator,115926344085897847315--BasicType
115926344085897847315--BasicType,11592634408589784731566644--int
11592634408589784--ArrayCreator,115926344085897842896--Literal
115926344085897842896--Literal,11592634408589784289680580--10000
11--ClassDeclaration,1187999--MethodDeclaration
1187999--MethodDeclaration,118799982779--set
118799982779--set,1187999827799742--public
118799982779--set,11879998277987815--static
1187999--MethodDeclaration,11879997640--reverse
1187999--MethodDeclaration,118799988760--FormalParameter
118799988760--FormalParameter,11879998876021323--BasicType
11879998876021323--BasicType,118799988760213236668--int
118799988760--FormalParameter,11879998876074851--arr
1187999--MethodDeclaration,118799917581--FormalParameter
118799917581--FormalParameter,1187999175817605--BasicType
1187999175817605--BasicType,118799917581760521484--int
118799917581--FormalParameter,11879991758135482--s
1187999--MethodDeclaration,118799935205--FormalParameter
118799935205--FormalParameter,11879993520583361--BasicType
11879993520583361--BasicType,1187999352058336119224--int
118799935205--FormalParameter,11879993520515835--e
1187999--MethodDeclaration,118799954962--WhileStatement
118799954962--WhileStatement,118799954962906--BinaryOperation
118799954962906--BinaryOperation,11879995496290638321--<
118799954962906--BinaryOperation,11879995496290650048--MemberReference
11879995496290650048--MemberReference,1187999549629065004861206--s
118799954962906--BinaryOperation,11879995496290614049--MemberReference
11879995496290614049--MemberReference,1187999549629061404966189--e
118799954962--WhileStatement,11879995496261321--BlockStatement
11879995496261321--BlockStatement,1187999549626132193792--LocalVariableDeclaration
1187999549626132193792--LocalVariableDeclaration,118799954962613219379211219--BasicType
118799954962613219379211219--BasicType,11879995496261321937921121958466--int
1187999549626132193792--LocalVariableDeclaration,118799954962613219379277830--VariableDeclarator
118799954962613219379277830--VariableDeclarator,11879995496261321937927783059953--tem
118799954962613219379277830--VariableDeclarator,11879995496261321937927783087597--MemberReference
11879995496261321937927783087597--MemberReference,118799954962613219379277830875978776--ArraySelector
118799954962613219379277830875978776--ArraySelector,11879995496261321937927783087597877662978--MemberReference
11879995496261321937927783087597877662978--MemberReference,1187999549626132193792778308759787766297872538--s
11879995496261321937927783087597--MemberReference,1187999549626132193792778308759798167--arr
11879995496261321--BlockStatement,1187999549626132147111--StatementExpression
1187999549626132147111--StatementExpression,118799954962613214711168663--Assignment
118799954962613214711168663--Assignment,11879995496261321471116866347909--MemberReference
11879995496261321471116866347909--MemberReference,1187999549626132147111686634790933738--ArraySelector
1187999549626132147111686634790933738--ArraySelector,11879995496261321471116866347909337381544--MemberReference
11879995496261321471116866347909337381544--MemberReference,1187999549626132147111686634790933738154468131--s
11879995496261321471116866347909--MemberReference,1187999549626132147111686634790957130--arr
118799954962613214711168663--Assignment,11879995496261321471116866378606--MemberReference
11879995496261321471116866378606--MemberReference,1187999549626132147111686637860665526--ArraySelector
1187999549626132147111686637860665526--ArraySelector,118799954962613214711168663786066552669813--MemberReference
118799954962613214711168663786066552669813--MemberReference,1187999549626132147111686637860665526698138346--e
11879995496261321471116866378606--MemberReference,1187999549626132147111686637860623751--arr
118799954962613214711168663--Assignment,11879995496261321471116866346631--=
11879995496261321--BlockStatement,1187999549626132162553--StatementExpression
1187999549626132162553--StatementExpression,118799954962613216255310401--Assignment
118799954962613216255310401--Assignment,11879995496261321625531040199296--MemberReference
11879995496261321625531040199296--MemberReference,118799954962613216255310401992962227--ArraySelector
118799954962613216255310401992962227--ArraySelector,11879995496261321625531040199296222771256--MemberReference
11879995496261321625531040199296222771256--MemberReference,1187999549626132162553104019929622277125656875--e
11879995496261321625531040199296--MemberReference,1187999549626132162553104019929651701--arr
118799954962613216255310401--Assignment,11879995496261321625531040151825--MemberReference
11879995496261321625531040151825--MemberReference,1187999549626132162553104015182589989--tem
118799954962613216255310401--Assignment,11879995496261321625531040189218--=
11879995496261321--BlockStatement,1187999549626132124612--StatementExpression
1187999549626132124612--StatementExpression,118799954962613212461232492--Assignment
118799954962613212461232492--Assignment,11879995496261321246123249213955--MemberReference
11879995496261321246123249213955--MemberReference,118799954962613212461232492139558222--s
118799954962613212461232492--Assignment,11879995496261321246123249227919--BinaryOperation
11879995496261321246123249227919--BinaryOperation,1187999549626132124612324922791930928--+
11879995496261321246123249227919--BinaryOperation,1187999549626132124612324922791925732--MemberReference
1187999549626132124612324922791925732--MemberReference,118799954962613212461232492279192573237944--s
11879995496261321246123249227919--BinaryOperation,1187999549626132124612324922791972801--Literal
1187999549626132124612324922791972801--Literal,118799954962613212461232492279197280141450--1
118799954962613212461232492--Assignment,11879995496261321246123249276442--=
11879995496261321--BlockStatement,1187999549626132116587--StatementExpression
1187999549626132116587--StatementExpression,11879995496261321165875907--Assignment
11879995496261321165875907--Assignment,1187999549626132116587590759902--MemberReference
1187999549626132116587590759902--MemberReference,118799954962613211658759075990235614--e
11879995496261321165875907--Assignment,118799954962613211658759073950--BinaryOperation
118799954962613211658759073950--BinaryOperation,11879995496261321165875907395054513---
118799954962613211658759073950--BinaryOperation,11879995496261321165875907395010328--MemberReference
11879995496261321165875907395010328--MemberReference,1187999549626132116587590739501032884487--e
118799954962613211658759073950--BinaryOperation,11879995496261321165875907395010820--Literal
11879995496261321165875907395010820--Literal,1187999549626132116587590739501082086233--1
11879995496261321165875907--Assignment,1187999549626132116587590746285--=
11--ClassDeclaration,1161018--MethodDeclaration
1161018--MethodDeclaration,116101884827--set
116101884827--set,11610188482760430--public
116101884827--set,11610188482724830--static
1161018--MethodDeclaration,116101863471--fun
1161018--MethodDeclaration,116101879690--FormalParameter
116101879690--FormalParameter,11610187969099251--BasicType
11610187969099251--BasicType,1161018796909925146401--int
116101879690--FormalParameter,11610187969042351--arr
1161018--MethodDeclaration,116101867358--FormalParameter
116101867358--FormalParameter,11610186735878133--BasicType
11610186735878133--BasicType,1161018673587813343165--int
116101867358--FormalParameter,11610186735887577--k
1161018--MethodDeclaration,116101869706--LocalVariableDeclaration
116101869706--LocalVariableDeclaration,11610186970615439--BasicType
11610186970615439--BasicType,1161018697061543932530--int
116101869706--LocalVariableDeclaration,11610186970614140--VariableDeclarator
11610186970614140--VariableDeclarator,1161018697061414052912--n
