1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1170740--sq29
11--ClassDeclaration,1127065--MethodDeclaration
1127065--MethodDeclaration,112706584545--set
112706584545--set,11270658454550386--static
1127065--MethodDeclaration,112706544507--BasicType
112706544507--BasicType,11270654450719303--int
1127065--MethodDeclaration,112706578072--smallestSubWithSum
1127065--MethodDeclaration,112706559964--FormalParameter
112706559964--FormalParameter,11270655996464006--BasicType
11270655996464006--BasicType,1127065599646400692540--int
112706559964--FormalParameter,11270655996458078--arr
1127065--MethodDeclaration,112706581119--FormalParameter
112706581119--FormalParameter,11270658111962275--BasicType
11270658111962275--BasicType,1127065811196227522944--int
112706581119--FormalParameter,11270658111932890--n
1127065--MethodDeclaration,112706539163--FormalParameter
112706539163--FormalParameter,11270653916352331--BasicType
11270653916352331--BasicType,1127065391635233154591--int
112706539163--FormalParameter,1127065391639358--x
1127065--MethodDeclaration,112706572986--LocalVariableDeclaration
112706572986--LocalVariableDeclaration,11270657298657613--BasicType
11270657298657613--BasicType,1127065729865761396938--int
112706572986--LocalVariableDeclaration,11270657298616666--VariableDeclarator
11270657298616666--VariableDeclarator,1127065729861666629630--min_len
11270657298616666--VariableDeclarator,1127065729861666672922--BinaryOperation
1127065729861666672922--BinaryOperation,112706572986166667292288597--+
1127065729861666672922--BinaryOperation,112706572986166667292256489--MemberReference
112706572986166667292256489--MemberReference,11270657298616666729225648986142--n
1127065729861666672922--BinaryOperation,112706572986166667292246091--Literal
112706572986166667292246091--Literal,11270657298616666729224609168149--1
1127065--MethodDeclaration,112706581155--ForStatement
112706581155--ForStatement,11270658115578753--ForControl
11270658115578753--ForControl,1127065811557875342946--VariableDeclaration
1127065811557875342946--VariableDeclaration,112706581155787534294623106--BasicType
112706581155787534294623106--BasicType,11270658115578753429462310614936--int
1127065811557875342946--VariableDeclaration,112706581155787534294631132--VariableDeclarator
112706581155787534294631132--VariableDeclarator,11270658115578753429463113241087--start
112706581155787534294631132--VariableDeclarator,11270658115578753429463113284250--Literal
11270658115578753429463113284250--Literal,1127065811557875342946311328425048925--0
11270658115578753--ForControl,1127065811557875371679--BinaryOperation
1127065811557875371679--BinaryOperation,11270658115578753716794374--<
1127065811557875371679--BinaryOperation,112706581155787537167984697--MemberReference
112706581155787537167984697--MemberReference,11270658115578753716798469724797--start
1127065811557875371679--BinaryOperation,112706581155787537167916044--MemberReference
112706581155787537167916044--MemberReference,11270658115578753716791604426562--n
11270658115578753--ForControl,1127065811557875314720--MemberReference
