1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1118003--sq3
11--ClassDeclaration,1145655--MethodDeclaration
1145655--MethodDeclaration,114565571503--set
114565571503--set,11456557150366479--static
1145655--MethodDeclaration,114565576547--rotate
1145655--MethodDeclaration,114565580307--FormalParameter
114565580307--FormalParameter,11456558030756132--BasicType
11456558030756132--BasicType,1145655803075613235749--int
114565580307--FormalParameter,11456558030753455--arr
1145655--MethodDeclaration,114565562403--FormalParameter
114565562403--FormalParameter,11456556240333808--BasicType
11456556240333808--BasicType,1145655624033380816834--int
114565562403--FormalParameter,11456556240316970--N
1145655--MethodDeclaration,114565546576--LocalVariableDeclaration
114565546576--LocalVariableDeclaration,11456554657614820--BasicType
11456554657614820--BasicType,1145655465761482083700--int
114565546576--LocalVariableDeclaration,11456554657635931--VariableDeclarator
11456554657635931--VariableDeclarator,1145655465763593191248--temp
11456554657635931--VariableDeclarator,1145655465763593127827--MemberReference
1145655465763593127827--MemberReference,114565546576359312782759394--ArraySelector
114565546576359312782759394--ArraySelector,11456554657635931278275939490822--Literal
11456554657635931278275939490822--Literal,1145655465763593127827593949082269888--0
1145655465763593127827--MemberReference,114565546576359312782726804--arr
114565546576--LocalVariableDeclaration,11456554657679978--VariableDeclarator
11456554657679978--VariableDeclarator,1145655465767997874911--i
1145655--MethodDeclaration,114565537812--ForStatement
114565537812--ForStatement,11456553781226779--ForControl
11456553781226779--ForControl,1145655378122677929536--Assignment
1145655378122677929536--Assignment,114565537812267792953651386--MemberReference
114565537812267792953651386--MemberReference,1145655378122677929536513864832--i
1145655378122677929536--Assignment,114565537812267792953676395--Literal
114565537812267792953676395--Literal,1145655378122677929536763954643--0
1145655378122677929536--Assignment,114565537812267792953699488--=
11456553781226779--ForControl,1145655378122677942196--BinaryOperation
1145655378122677942196--BinaryOperation,114565537812267794219678506--<
1145655378122677942196--BinaryOperation,114565537812267794219651792--MemberReference
114565537812267794219651792--MemberReference,11456553781226779421965179257488--i
1145655378122677942196--BinaryOperation,114565537812267794219693179--BinaryOperation
114565537812267794219693179--BinaryOperation,11456553781226779421969317916216---
114565537812267794219693179--BinaryOperation,11456553781226779421969317985091--MemberReference
11456553781226779421969317985091--MemberReference,114565537812267794219693179850919625--N
114565537812267794219693179--BinaryOperation,1145655378122677942196931793052--Literal
1145655378122677942196931793052--Literal,114565537812267794219693179305230926--1
11456553781226779--ForControl,1145655378122677998810--MemberReference
1145655378122677998810--MemberReference,114565537812267799881066791--++
1145655378122677998810--MemberReference,114565537812267799881071380--i
114565537812--ForStatement,11456553781264462--StatementExpression
11456553781264462--StatementExpression,1145655378126446219849--Assignment
1145655378126446219849--Assignment,114565537812644621984965315--MemberReference
114565537812644621984965315--MemberReference,1145655378126446219849653159489--ArraySelector
1145655378126446219849653159489--ArraySelector,114565537812644621984965315948914475--MemberReference
114565537812644621984965315948914475--MemberReference,11456553781264462198496531594891447595966--i
114565537812644621984965315--MemberReference,1145655378126446219849653154033--arr
