1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1186053--sq26
11--ClassDeclaration,1113504--MethodDeclaration
1113504--MethodDeclaration,111350438391--set
111350438391--set,11135043839119036--private
111350438391--set,11135043839118977--static
1113504--MethodDeclaration,111350467786--BasicType
111350467786--BasicType,11135046778679452--int
1113504--MethodDeclaration,11135045699--minJumps
1113504--MethodDeclaration,11135047539--FormalParameter
11135047539--FormalParameter,1113504753989484--BasicType
1113504753989484--BasicType,111350475398948460045--int
11135047539--FormalParameter,1113504753984169--arr
1113504--MethodDeclaration,111350439023--FormalParameter
111350439023--FormalParameter,11135043902394109--BasicType
11135043902394109--BasicType,1113504390239410917928--int
111350439023--FormalParameter,11135043902384785--n
1113504--MethodDeclaration,111350450998--LocalVariableDeclaration
111350450998--LocalVariableDeclaration,11135045099847619--BasicType
11135045099847619--BasicType,1113504509984761991025--int
111350450998--LocalVariableDeclaration,11135045099863172--VariableDeclarator
11135045099863172--VariableDeclarator,1113504509986317294933--jumps
11135045099863172--VariableDeclarator,111350450998631728440--ArrayCreator
111350450998631728440--ArrayCreator,11135045099863172844078227--BasicType
11135045099863172844078227--BasicType,1113504509986317284407822761687--int
111350450998631728440--ArrayCreator,11135045099863172844077534--MemberReference
11135045099863172844077534--MemberReference,1113504509986317284407753476869--n
1113504--MethodDeclaration,11135042928--LocalVariableDeclaration
11135042928--LocalVariableDeclaration,1113504292831534--BasicType
1113504292831534--BasicType,111350429283153480294--int
11135042928--LocalVariableDeclaration,1113504292812876--VariableDeclarator
1113504292812876--VariableDeclarator,111350429281287649929--i
11135042928--LocalVariableDeclaration,1113504292888443--VariableDeclarator
1113504292888443--VariableDeclarator,111350429288844361133--j
1113504--MethodDeclaration,111350478912--IfStatement
111350478912--IfStatement,11135047891228293--BinaryOperation
11135047891228293--BinaryOperation,1113504789122829330444--||
11135047891228293--BinaryOperation,1113504789122829386297--BinaryOperation
1113504789122829386297--BinaryOperation,111350478912282938629798557--==
1113504789122829386297--BinaryOperation,111350478912282938629777197--MemberReference
111350478912282938629777197--MemberReference,11135047891228293862977719723868--n
1113504789122829386297--BinaryOperation,111350478912282938629736800--Literal
111350478912282938629736800--Literal,11135047891228293862973680031303--0
11135047891228293--BinaryOperation,1113504789122829316523--BinaryOperation
1113504789122829316523--BinaryOperation,111350478912282931652386690--==
1113504789122829316523--BinaryOperation,111350478912282931652371392--MemberReference
111350478912282931652371392--MemberReference,11135047891228293165237139250757--ArraySelector
11135047891228293165237139250757--ArraySelector,1113504789122829316523713925075729719--Literal
1113504789122829316523713925075729719--Literal,111350478912282931652371392507572971920708--0
111350478912282931652371392--MemberReference,1113504789122829316523713929601--arr
1113504789122829316523--BinaryOperation,11135047891228293165231908--Literal
11135047891228293165231908--Literal,1113504789122829316523190842283--0
111350478912--IfStatement,11135047891268867--ReturnStatement
11135047891268867--ReturnStatement,1113504789126886729324--MemberReference
1113504789126886729324--MemberReference,111350478912688672932424986--Integer
1113504789126886729324--MemberReference,111350478912688672932480159--MAX_VALUE
1113504--MethodDeclaration,111350497918--StatementExpression
111350497918--StatementExpression,11135049791870022--Assignment
11135049791870022--Assignment,1113504979187002263092--MemberReference
1113504979187002263092--MemberReference,111350497918700226309249573--ArraySelector
111350497918700226309249573--ArraySelector,11135049791870022630924957325348--Literal
11135049791870022630924957325348--Literal,111350497918700226309249573253485235--0
1113504979187002263092--MemberReference,111350497918700226309249481--jumps
11135049791870022--Assignment,111350497918700223245--Literal
111350497918700223245--Literal,11135049791870022324514644--0
11135049791870022--Assignment,1113504979187002271803--=
1113504--MethodDeclaration,111350491891--ForStatement
111350491891--ForStatement,11135049189117500--ForControl
