1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1151919--set
1151919--set,115191937693--public
11--ClassDeclaration,1164764--sq40
11--ClassDeclaration,119933--MethodDeclaration
119933--MethodDeclaration,11993370224--set
11993370224--set,1199337022472482--static
119933--MethodDeclaration,11993373039--BasicType
11993373039--BasicType,1199337303963194--int
119933--MethodDeclaration,11993381432--findRepeating
119933--MethodDeclaration,1199335158--FormalParameter
1199335158--FormalParameter,119933515842871--BasicType
119933515842871--BasicType,11993351584287176140--int
1199335158--FormalParameter,119933515858634--arr
119933--MethodDeclaration,11993390190--ForStatement
11993390190--ForStatement,119933901902236--ForControl
119933901902236--ForControl,11993390190223657963--VariableDeclaration
11993390190223657963--VariableDeclaration,1199339019022365796342069--BasicType
1199339019022365796342069--BasicType,119933901902236579634206953574--int
11993390190223657963--VariableDeclaration,1199339019022365796352525--VariableDeclarator
1199339019022365796352525--VariableDeclarator,11993390190223657963525257968--i
1199339019022365796352525--VariableDeclarator,119933901902236579635252532049--Literal
119933901902236579635252532049--Literal,11993390190223657963525253204928416--0
119933901902236--ForControl,11993390190223671560--BinaryOperation
11993390190223671560--BinaryOperation,1199339019022367156099214--<
11993390190223671560--BinaryOperation,11993390190223671560493--MemberReference
11993390190223671560493--MemberReference,1199339019022367156049390529--i
11993390190223671560--BinaryOperation,1199339019022367156075938--MemberReference
1199339019022367156075938--MemberReference,119933901902236715607593820688--arr
1199339019022367156075938--MemberReference,119933901902236715607593861648--length
119933901902236--ForControl,11993390190223629212--MemberReference
11993390190223629212--MemberReference,1199339019022362921239135--++
11993390190223629212--MemberReference,1199339019022362921215211--i
11993390190--ForStatement,1199339019085086--BlockStatement
1199339019085086--BlockStatement,11993390190850863357--ForStatement
11993390190850863357--ForStatement,1199339019085086335787347--ForControl
1199339019085086335787347--ForControl,119933901908508633578734773388--VariableDeclaration
119933901908508633578734773388--VariableDeclaration,11993390190850863357873477338819694--BasicType
11993390190850863357873477338819694--BasicType,1199339019085086335787347733881969418896--int
119933901908508633578734773388--VariableDeclaration,11993390190850863357873477338813445--VariableDeclarator
11993390190850863357873477338813445--VariableDeclarator,1199339019085086335787347733881344542281--j
11993390190850863357873477338813445--VariableDeclarator,1199339019085086335787347733881344536832--BinaryOperation
1199339019085086335787347733881344536832--BinaryOperation,119933901908508633578734773388134453683247854--+
1199339019085086335787347733881344536832--BinaryOperation,119933901908508633578734773388134453683225772--MemberReference
119933901908508633578734773388134453683225772--MemberReference,11993390190850863357873477338813445368322577228752--i
1199339019085086335787347733881344536832--BinaryOperation,119933901908508633578734773388134453683299734--Literal
119933901908508633578734773388134453683299734--Literal,11993390190850863357873477338813445368329973410015--1
1199339019085086335787347--ForControl,11993390190850863357873477318--BinaryOperation
11993390190850863357873477318--BinaryOperation,119933901908508633578734773186906--<
11993390190850863357873477318--BinaryOperation,1199339019085086335787347731821020--MemberReference
1199339019085086335787347731821020--MemberReference,119933901908508633578734773182102066103--j
11993390190850863357873477318--BinaryOperation,119933901908508633578734773185056--MemberReference
119933901908508633578734773185056--MemberReference,11993390190850863357873477318505662109--arr
119933901908508633578734773185056--MemberReference,11993390190850863357873477318505626930--length
1199339019085086335787347--ForControl,11993390190850863357873477357--MemberReference
11993390190850863357873477357--MemberReference,1199339019085086335787347735712486--++
11993390190850863357873477357--MemberReference,1199339019085086335787347735732234--j
11993390190850863357--ForStatement,1199339019085086335710156--BlockStatement
1199339019085086335710156--BlockStatement,119933901908508633571015649449--IfStatement
119933901908508633571015649449--IfStatement,11993390190850863357101564944980573--BinaryOperation
11993390190850863357101564944980573--BinaryOperation,1199339019085086335710156494498057340413--==
11993390190850863357101564944980573--BinaryOperation,1199339019085086335710156494498057316990--MemberReference
1199339019085086335710156494498057316990--MemberReference,119933901908508633571015649449805731699055646--ArraySelector
119933901908508633571015649449805731699055646--ArraySelector,11993390190850863357101564944980573169905564620912--MemberReference
11993390190850863357101564944980573169905564620912--MemberReference,1199339019085086335710156494498057316990556462091251104--i
1199339019085086335710156494498057316990--MemberReference,119933901908508633571015649449805731699091050--arr
11993390190850863357101564944980573--BinaryOperation,1199339019085086335710156494498057377643--MemberReference
1199339019085086335710156494498057377643--MemberReference,119933901908508633571015649449805737764382758--ArraySelector
119933901908508633571015649449805737764382758--ArraySelector,1199339019085086335710156494498057377643827582450--MemberReference
1199339019085086335710156494498057377643827582450--MemberReference,119933901908508633571015649449805737764382758245065396--j
1199339019085086335710156494498057377643--MemberReference,119933901908508633571015649449805737764360901--arr
119933901908508633571015649449--IfStatement,11993390190850863357101564944924305--ReturnStatement
11993390190850863357101564944924305--ReturnStatement,1199339019085086335710156494492430588212--MemberReference
1199339019085086335710156494492430588212--MemberReference,119933901908508633571015649449243058821224248--ArraySelector
119933901908508633571015649449243058821224248--ArraySelector,11993390190850863357101564944924305882122424813899--MemberReference
11993390190850863357101564944924305882122424813899--MemberReference,1199339019085086335710156494492430588212242481389964502--i
1199339019085086335710156494492430588212--MemberReference,11993390190850863357101564944924305882129538--arr
119933--MethodDeclaration,11993310339--ReturnStatement
11993310339--ReturnStatement,119933103396325--Literal
