1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1133176--sq27
11--ClassDeclaration,1125819--MethodDeclaration
1125819--MethodDeclaration,112581929018--set
112581929018--set,11258192901822234--static
1125819--MethodDeclaration,112581935802--BasicType
112581935802--BasicType,1125819358028698--int
1125819--MethodDeclaration,112581951825--minJumps
1125819--MethodDeclaration,112581946626--FormalParameter
112581946626--FormalParameter,11258194662660583--BasicType
11258194662660583--BasicType,1125819466266058384849--int
112581946626--FormalParameter,11258194662677240--arr
1125819--MethodDeclaration,112581930418--FormalParameter
112581930418--FormalParameter,11258193041888991--BasicType
11258193041888991--BasicType,1125819304188899184362--int
112581930418--FormalParameter,11258193041874425--n
1125819--MethodDeclaration,112581927889--LocalVariableDeclaration
112581927889--LocalVariableDeclaration,11258192788983072--BasicType
11258192788983072--BasicType,1125819278898307263547--int
112581927889--LocalVariableDeclaration,11258192788919233--VariableDeclarator
11258192788919233--VariableDeclarator,1125819278891923319556--jumps
11258192788919233--VariableDeclarator,1125819278891923386688--ArrayCreator
1125819278891923386688--ArrayCreator,112581927889192338668891361--BasicType
112581927889192338668891361--BasicType,11258192788919233866889136172802--int
1125819278891923386688--ArrayCreator,112581927889192338668828403--MemberReference
112581927889192338668828403--MemberReference,11258192788919233866882840327741--n
1125819--MethodDeclaration,112581968472--LocalVariableDeclaration
112581968472--LocalVariableDeclaration,11258196847259104--BasicType
11258196847259104--BasicType,1125819684725910486032--int
112581968472--LocalVariableDeclaration,11258196847239020--VariableDeclarator
11258196847239020--VariableDeclarator,1125819684723902066400--min
1125819--MethodDeclaration,11258198262--StatementExpression
11258198262--StatementExpression,1125819826265829--Assignment
1125819826265829--Assignment,112581982626582967506--MemberReference
112581982626582967506--MemberReference,11258198262658296750614104--ArraySelector
11258198262658296750614104--ArraySelector,1125819826265829675061410495666--BinaryOperation
1125819826265829675061410495666--BinaryOperation,112581982626582967506141049566695248---
1125819826265829675061410495666--BinaryOperation,112581982626582967506141049566636762--MemberReference
112581982626582967506141049566636762--MemberReference,11258198262658296750614104956663676273637--n
1125819826265829675061410495666--BinaryOperation,112581982626582967506141049566649203--Literal
112581982626582967506141049566649203--Literal,11258198262658296750614104956664920322912--1
112581982626582967506--MemberReference,11258198262658296750613870--jumps
1125819826265829--Assignment,112581982626582911979--Literal
112581982626582911979--Literal,11258198262658291197922590--0
1125819826265829--Assignment,112581982626582985091--=
1125819--MethodDeclaration,112581966902--ForStatement
112581966902--ForStatement,11258196690291541--ForControl
11258196690291541--ForControl,1125819669029154163653--VariableDeclaration
1125819669029154163653--VariableDeclaration,112581966902915416365330180--BasicType
112581966902915416365330180--BasicType,11258196690291541636533018034512--int
1125819669029154163653--VariableDeclaration,112581966902915416365365767--VariableDeclarator
112581966902915416365365767--VariableDeclarator,11258196690291541636536576718337--i
112581966902915416365365767--VariableDeclarator,11258196690291541636536576792874--BinaryOperation
11258196690291541636536576792874--BinaryOperation,1125819669029154163653657679287425982---
11258196690291541636536576792874--BinaryOperation,1125819669029154163653657679287422997--MemberReference
1125819669029154163653657679287422997--MemberReference,112581966902915416365365767928742299754863--n
11258196690291541636536576792874--BinaryOperation,1125819669029154163653657679287496410--Literal
1125819669029154163653657679287496410--Literal,112581966902915416365365767928749641030352--2
11258196690291541--ForControl,112581966902915412715--BinaryOperation
112581966902915412715--BinaryOperation,11258196690291541271579768-->=
112581966902915412715--BinaryOperation,11258196690291541271515693--MemberReference
11258196690291541271515693--MemberReference,1125819669029154127151569311948--i
112581966902915412715--BinaryOperation,11258196690291541271596737--Literal
11258196690291541271596737--Literal,1125819669029154127159673777834--0
11258196690291541--ForControl,1125819669029154141370--MemberReference
1125819669029154141370--MemberReference,11258196690291541413702084----
1125819669029154141370--MemberReference,112581966902915414137036775--i
112581966902--ForStatement,11258196690236440--BlockStatement
11258196690236440--BlockStatement,112581966902364405146--IfStatement
112581966902364405146--IfStatement,11258196690236440514612040--BinaryOperation
11258196690236440514612040--BinaryOperation,1125819669023644051461204067084--==
11258196690236440514612040--BinaryOperation,1125819669023644051461204094105--MemberReference
1125819669023644051461204094105--MemberReference,112581966902364405146120409410535117--ArraySelector
112581966902364405146120409410535117--ArraySelector,11258196690236440514612040941053511751301--MemberReference
11258196690236440514612040941053511751301--MemberReference,1125819669023644051461204094105351175130174090--i
1125819669023644051461204094105--MemberReference,112581966902364405146120409410560822--arr
11258196690236440514612040--BinaryOperation,1125819669023644051461204065294--Literal
1125819669023644051461204065294--Literal,112581966902364405146120406529416600--0
112581966902364405146--IfStatement,11258196690236440514641631--StatementExpression
11258196690236440514641631--StatementExpression,1125819669023644051464163196608--Assignment
1125819669023644051464163196608--Assignment,112581966902364405146416319660855396--MemberReference
112581966902364405146416319660855396--MemberReference,11258196690236440514641631966085539688704--ArraySelector
11258196690236440514641631966085539688704--ArraySelector,1125819669023644051464163196608553968870464107--MemberReference
1125819669023644051464163196608553968870464107--MemberReference,112581966902364405146416319660855396887046410731012--i
112581966902364405146416319660855396--MemberReference,1125819669023644051464163196608553965815--jumps
1125819669023644051464163196608--Assignment,112581966902364405146416319660845960--MemberReference
112581966902364405146416319660845960--MemberReference,11258196690236440514641631966084596093623--Integer
112581966902364405146416319660845960--MemberReference,11258196690236440514641631966084596057278--MAX_VALUE
1125819669023644051464163196608--Assignment,112581966902364405146416319660840956--=
112581966902364405146--IfStatement,11258196690236440514695419--IfStatement
11258196690236440514695419--IfStatement,1125819669023644051469541933057--BinaryOperation
1125819669023644051469541933057--BinaryOperation,112581966902364405146954193305772670-->=
1125819669023644051469541933057--BinaryOperation,112581966902364405146954193305737208--MemberReference
112581966902364405146954193305737208--MemberReference,11258196690236440514695419330573720874343--ArraySelector
11258196690236440514695419330573720874343--ArraySelector,1125819669023644051469541933057372087434386976--MemberReference
1125819669023644051469541933057372087434386976--MemberReference,112581966902364405146954193305737208743438697688412--i
112581966902364405146954193305737208--MemberReference,11258196690236440514695419330573720888164--arr
