1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1114126--sq25
11--ClassDeclaration,1161207--MethodDeclaration
1161207--MethodDeclaration,116120749139--BasicType
116120749139--BasicType,11612074913924236--int
1161207--MethodDeclaration,11612074029--minDist
1161207--MethodDeclaration,116120740259--FormalParameter
116120740259--FormalParameter,11612074025962950--BasicType
11612074025962950--BasicType,1161207402596295074669--int
116120740259--FormalParameter,11612074025922751--arr
1161207--MethodDeclaration,1161207139--FormalParameter
1161207139--FormalParameter,11612071399811--BasicType
11612071399811--BasicType,1161207139981127763--int
1161207139--FormalParameter,116120713971757--n
1161207--MethodDeclaration,116120715585--FormalParameter
116120715585--FormalParameter,11612071558534677--BasicType
11612071558534677--BasicType,116120715585346775964--int
116120715585--FormalParameter,11612071558559933--x
1161207--MethodDeclaration,116120770062--FormalParameter
116120770062--FormalParameter,11612077006286694--BasicType
11612077006286694--BasicType,116120770062866941674--int
116120770062--FormalParameter,11612077006291083--y
1161207--MethodDeclaration,116120727920--LocalVariableDeclaration
116120727920--LocalVariableDeclaration,11612072792068384--BasicType
11612072792068384--BasicType,1161207279206838447584--int
116120727920--LocalVariableDeclaration,11612072792088701--VariableDeclarator
11612072792088701--VariableDeclarator,1161207279208870111290--i
116120727920--LocalVariableDeclaration,11612072792035041--VariableDeclarator
11612072792035041--VariableDeclarator,1161207279203504153112--j
1161207--MethodDeclaration,116120739879--LocalVariableDeclaration
116120739879--LocalVariableDeclaration,11612073987970828--BasicType
11612073987970828--BasicType,1161207398797082857176--int
116120739879--LocalVariableDeclaration,11612073987913053--VariableDeclarator
11612073987913053--VariableDeclarator,1161207398791305358169--min_dist
11612073987913053--VariableDeclarator,1161207398791305331489--MemberReference
1161207398791305331489--MemberReference,116120739879130533148948578--Integer
1161207398791305331489--MemberReference,116120739879130533148945908--MAX_VALUE
1161207--MethodDeclaration,116120745825--ForStatement
116120745825--ForStatement,11612074582510951--ForControl
11612074582510951--ForControl,116120745825109519229--Assignment
116120745825109519229--Assignment,11612074582510951922917341--MemberReference
11612074582510951922917341--MemberReference,1161207458251095192291734111738--i
116120745825109519229--Assignment,11612074582510951922912761--Literal
11612074582510951922912761--Literal,1161207458251095192291276169872--0
116120745825109519229--Assignment,11612074582510951922935104--=
11612074582510951--ForControl,1161207458251095146206--BinaryOperation
1161207458251095146206--BinaryOperation,116120745825109514620614534--<
1161207458251095146206--BinaryOperation,116120745825109514620695669--MemberReference
116120745825109514620695669--MemberReference,11612074582510951462069566962490--i
1161207458251095146206--BinaryOperation,116120745825109514620649287--MemberReference
116120745825109514620649287--MemberReference,11612074582510951462064928774295--n
11612074582510951--ForControl,116120745825109511960--MemberReference
116120745825109511960--MemberReference,11612074582510951196079872--++
116120745825109511960--MemberReference,11612074582510951196029916--i
116120745825--ForStatement,11612074582546551--BlockStatement
11612074582546551--BlockStatement,1161207458254655119408--ForStatement
1161207458254655119408--ForStatement,116120745825465511940815915--ForControl
116120745825465511940815915--ForControl,11612074582546551194081591537353--Assignment
11612074582546551194081591537353--Assignment,1161207458254655119408159153735322356--MemberReference
1161207458254655119408159153735322356--MemberReference,116120745825465511940815915373532235617616--j
11612074582546551194081591537353--Assignment,1161207458254655119408159153735362345--BinaryOperation
1161207458254655119408159153735362345--BinaryOperation,116120745825465511940815915373536234555943--+
1161207458254655119408159153735362345--BinaryOperation,116120745825465511940815915373536234551979--MemberReference
116120745825465511940815915373536234551979--MemberReference,11612074582546551194081591537353623455197958996--i
1161207458254655119408159153735362345--BinaryOperation,116120745825465511940815915373536234559331--Literal
116120745825465511940815915373536234559331--Literal,11612074582546551194081591537353623455933130741--1
11612074582546551194081591537353--Assignment,1161207458254655119408159153735386094--=
116120745825465511940815915--ForControl,11612074582546551194081591528113--BinaryOperation
11612074582546551194081591528113--BinaryOperation,1161207458254655119408159152811342136--<
11612074582546551194081591528113--BinaryOperation,1161207458254655119408159152811325648--MemberReference
1161207458254655119408159152811325648--MemberReference,116120745825465511940815915281132564830563--j
