1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1197566--ON_103
11--ClassDeclaration,1118282--MethodDeclaration
1118282--MethodDeclaration,111828271003--set
111828271003--set,11182827100392626--static
1118282--MethodDeclaration,111828279239--BasicType
111828279239--BasicType,11182827923912690--int
1118282--MethodDeclaration,111828262456--findMinOps
1118282--MethodDeclaration,111828226665--FormalParameter
111828226665--FormalParameter,11182822666585991--BasicType
11182822666585991--BasicType,111828226665859916412--int
111828226665--FormalParameter,111828226665475--arr
1118282--MethodDeclaration,111828274501--FormalParameter
111828274501--FormalParameter,11182827450141676--BasicType
11182827450141676--BasicType,1118282745014167667744--int
111828274501--FormalParameter,11182827450137630--n
1118282--MethodDeclaration,111828252761--LocalVariableDeclaration
111828252761--LocalVariableDeclaration,11182825276176468--BasicType
11182825276176468--BasicType,1118282527617646861053--int
111828252761--LocalVariableDeclaration,11182825276126643--VariableDeclarator
11182825276126643--VariableDeclarator,1118282527612664366846--ans
11182825276126643--VariableDeclarator,111828252761266439123--Literal
111828252761266439123--Literal,1118282527612664391239769--0
1118282--MethodDeclaration,111828257726--ForStatement
111828257726--ForStatement,11182825772610904--ForControl
11182825772610904--ForControl,1118282577261090416493--VariableDeclaration
1118282577261090416493--VariableDeclaration,111828257726109041649331335--BasicType
111828257726109041649331335--BasicType,11182825772610904164933133587186--int
1118282577261090416493--VariableDeclaration,111828257726109041649387883--VariableDeclarator
111828257726109041649387883--VariableDeclarator,11182825772610904164938788375884--i
111828257726109041649387883--VariableDeclarator,11182825772610904164938788378619--Literal
11182825772610904164938788378619--Literal,1118282577261090416493878837861975741--0
1118282577261090416493--VariableDeclaration,111828257726109041649322982--VariableDeclarator
111828257726109041649322982--VariableDeclarator,11182825772610904164932298237987--j
111828257726109041649322982--VariableDeclarator,11182825772610904164932298281885--BinaryOperation
11182825772610904164932298281885--BinaryOperation,111828257726109041649322982818856074---
11182825772610904164932298281885--BinaryOperation,1118282577261090416493229828188512269--MemberReference
1118282577261090416493229828188512269--MemberReference,111828257726109041649322982818851226966252--n
11182825772610904164932298281885--BinaryOperation,1118282577261090416493229828188514358--Literal
1118282577261090416493229828188514358--Literal,111828257726109041649322982818851435827005--1
11182825772610904--ForControl,1118282577261090464812--BinaryOperation
1118282577261090464812--BinaryOperation,111828257726109046481258773--<=
1118282577261090464812--BinaryOperation,111828257726109046481218948--MemberReference
111828257726109046481218948--MemberReference,11182825772610904648121894825576--i
1118282577261090464812--BinaryOperation,111828257726109046481292379--MemberReference
111828257726109046481292379--MemberReference,11182825772610904648129237966837--j
111828257726--ForStatement,111828257726893--BlockStatement
111828257726893--BlockStatement,11182825772689371496--IfStatement
11182825772689371496--IfStatement,1118282577268937149651708--BinaryOperation
1118282577268937149651708--BinaryOperation,111828257726893714965170825195--==
