1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1187999--ON_147
11--ClassDeclaration,1195496--MethodDeclaration
1195496--MethodDeclaration,119549643477--printRepeating
1195496--MethodDeclaration,119549698334--FormalParameter
119549698334--FormalParameter,11954969833420189--BasicType
11954969833420189--BasicType,1195496983342018993968--int
119549698334--FormalParameter,11954969833439590--arr
1195496--MethodDeclaration,119549692035--FormalParameter
119549692035--FormalParameter,11954969203569595--BasicType
11954969203569595--BasicType,1195496920356959558368--int
119549692035--FormalParameter,11954969203552389--size
1195496--MethodDeclaration,119549675453--LocalVariableDeclaration
119549675453--LocalVariableDeclaration,1195496754538265--BasicType
1195496754538265--BasicType,119549675453826599906--int
119549675453--LocalVariableDeclaration,11954967545385324--VariableDeclarator
11954967545385324--VariableDeclarator,1195496754538532466935--i
1195496--MethodDeclaration,119549697105--StatementExpression
119549697105--StatementExpression,11954969710567295--MethodInvocation
11954969710567295--MethodInvocation,1195496971056729530032--System.out
11954969710567295--MethodInvocation,1195496971056729555459--Literal
1195496971056729555459--Literal,119549697105672955545951534--"The repeating elements are : "
11954969710567295--MethodInvocation,1195496971056729578236--println
1195496--MethodDeclaration,119549612684--ForStatement
119549612684--ForStatement,11954961268451724--ForControl
11954961268451724--ForControl,119549612684517241951--Assignment
119549612684517241951--Assignment,11954961268451724195134055--MemberReference
11954961268451724195134055--MemberReference,1195496126845172419513405599031--i
119549612684517241951--Assignment,11954961268451724195198879--Literal
11954961268451724195198879--Literal,119549612684517241951988793779--0
119549612684517241951--Assignment,11954961268451724195122890--=
11954961268451724--ForControl,1195496126845172462788--BinaryOperation
1195496126845172462788--BinaryOperation,119549612684517246278846651--<
1195496126845172462788--BinaryOperation,119549612684517246278851524--MemberReference
119549612684517246278851524--MemberReference,1195496126845172462788515243476--i
1195496126845172462788--BinaryOperation,119549612684517246278875610--MemberReference
119549612684517246278875610--MemberReference,11954961268451724627887561048888--size
11954961268451724--ForControl,1195496126845172449702--MemberReference
1195496126845172449702--MemberReference,119549612684517244970246642--++
1195496126845172449702--MemberReference,119549612684517244970246698--i
119549612684--ForStatement,11954961268456062--BlockStatement
11954961268456062--BlockStatement,1195496126845606265770--LocalVariableDeclaration
1195496126845606265770--LocalVariableDeclaration,119549612684560626577055913--BasicType
119549612684560626577055913--BasicType,11954961268456062657705591356635--int
1195496126845606265770--LocalVariableDeclaration,119549612684560626577033542--VariableDeclarator
119549612684560626577033542--VariableDeclarator,11954961268456062657703354233437--abs_val
119549612684560626577033542--VariableDeclarator,11954961268456062657703354289633--MethodInvocation
11954961268456062657703354289633--MethodInvocation,1195496126845606265770335428963324928--Math
11954961268456062657703354289633--MethodInvocation,1195496126845606265770335428963338485--MemberReference
1195496126845606265770335428963338485--MemberReference,119549612684560626577033542896333848577674--ArraySelector
