1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1149708--ON_155
11--ClassDeclaration,1181086--MethodDeclaration
1181086--MethodDeclaration,118108627760--productArray
1181086--MethodDeclaration,118108663851--FormalParameter
118108663851--FormalParameter,11810866385111089--BasicType
11810866385111089--BasicType,1181086638511108954247--int
118108663851--FormalParameter,11810866385146177--arr
1181086--MethodDeclaration,118108660879--FormalParameter
118108660879--FormalParameter,1181086608798193--BasicType
1181086608798193--BasicType,118108660879819392885--int
118108660879--FormalParameter,11810866087995164--n
1181086--MethodDeclaration,118108687973--IfStatement
118108687973--IfStatement,11810868797325363--BinaryOperation
11810868797325363--BinaryOperation,1181086879732536370132--==
11810868797325363--BinaryOperation,1181086879732536327195--MemberReference
1181086879732536327195--MemberReference,118108687973253632719555933--n
11810868797325363--BinaryOperation,1181086879732536386508--Literal
1181086879732536386508--Literal,11810868797325363865081644--1
118108687973--IfStatement,11810868797329629--BlockStatement
11810868797329629--BlockStatement,118108687973296296773--StatementExpression
118108687973296296773--StatementExpression,11810868797329629677375793--MethodInvocation
11810868797329629677375793--MethodInvocation,1181086879732962967737579389536--System.out
11810868797329629677375793--MethodInvocation,1181086879732962967737579347100--Literal
1181086879732962967737579347100--Literal,118108687973296296773757934710049334--"0"
11810868797329629677375793--MethodInvocation,118108687973296296773757932986--print
11810868797329629--BlockStatement,1181086879732962958161--ReturnStatement
1181086--MethodDeclaration,118108663666--LocalVariableDeclaration
118108663666--LocalVariableDeclaration,11810866366613529--BasicType
11810866366613529--BasicType,118108663666135299203--int
118108663666--LocalVariableDeclaration,11810866366681138--VariableDeclarator
11810866366681138--VariableDeclarator,1181086636668113853616--i
118108663666--LocalVariableDeclaration,11810866366666116--VariableDeclarator
11810866366666116--VariableDeclarator,1181086636666611633991--temp
11810866366666116--VariableDeclarator,1181086636666611619567--Literal
1181086636666611619567--Literal,118108663666661161956752109--1
1181086--MethodDeclaration,118108683531--LocalVariableDeclaration
118108683531--LocalVariableDeclaration,11810868353156585--BasicType
11810868353156585--BasicType,1181086835315658565792--int
118108683531--LocalVariableDeclaration,11810868353183236--VariableDeclarator
11810868353183236--VariableDeclarator,1181086835318323689064--prod
11810868353183236--VariableDeclarator,1181086835318323645775--ArrayCreator
1181086835318323645775--ArrayCreator,118108683531832364577517099--BasicType
118108683531832364577517099--BasicType,11810868353183236457751709913769--int
1181086835318323645775--ArrayCreator,118108683531832364577582561--MemberReference
118108683531832364577582561--MemberReference,11810868353183236457758256111385--n
1181086--MethodDeclaration,118108683098--ForStatement
118108683098--ForStatement,11810868309891013--ForControl
11810868309891013--ForControl,1181086830989101384130--VariableDeclaration
