1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,119420--ON_144
11--ClassDeclaration,1146040--MethodDeclaration
1146040--MethodDeclaration,114604094935--printRepeating
1146040--MethodDeclaration,114604014791--FormalParameter
114604014791--FormalParameter,11460401479185554--BasicType
11460401479185554--BasicType,1146040147918555428040--int
114604014791--FormalParameter,11460401479121921--arr
1146040--MethodDeclaration,114604048953--FormalParameter
114604048953--FormalParameter,11460404895317879--BasicType
11460404895317879--BasicType,1146040489531787929681--int
114604048953--FormalParameter,11460404895368829--size
1146040--MethodDeclaration,114604081795--LocalVariableDeclaration
114604081795--LocalVariableDeclaration,11460408179539336--BasicType
11460408179539336--BasicType,1146040817953933681839--int
114604081795--LocalVariableDeclaration,11460408179584066--VariableDeclarator
11460408179584066--VariableDeclarator,1146040817958406638655--count
11460408179584066--VariableDeclarator,1146040817958406690693--ArrayCreator
1146040817958406690693--ArrayCreator,114604081795840669069366156--BasicType
114604081795840669069366156--BasicType,11460408179584066906936615671010--int
1146040817958406690693--ArrayCreator,114604081795840669069370948--MemberReference
114604081795840669069370948--MemberReference,11460408179584066906937094846940--size
1146040--MethodDeclaration,114604016071--LocalVariableDeclaration
114604016071--LocalVariableDeclaration,1146040160712010--BasicType
1146040160712010--BasicType,114604016071201090068--int
114604016071--LocalVariableDeclaration,11460401607175321--VariableDeclarator
11460401607175321--VariableDeclarator,1146040160717532157352--i
1146040--MethodDeclaration,114604015828--StatementExpression
114604015828--StatementExpression,11460401582815385--MethodInvocation
11460401582815385--MethodInvocation,114604015828153856482--System.out
11460401582815385--MethodInvocation,1146040158281538593784--Literal
1146040158281538593784--Literal,114604015828153859378483989--"Repeated elements are : "
11460401582815385--MethodInvocation,1146040158281538559286--println
1146040--MethodDeclaration,114604038286--ForStatement
114604038286--ForStatement,11460403828687840--ForControl
11460403828687840--ForControl,1146040382868784087680--Assignment
1146040382868784087680--Assignment,114604038286878408768034479--MemberReference
114604038286878408768034479--MemberReference,11460403828687840876803447992439--i
1146040382868784087680--Assignment,114604038286878408768068951--Literal
114604038286878408768068951--Literal,11460403828687840876806895182526--0
1146040382868784087680--Assignment,114604038286878408768035258--=
11460403828687840--ForControl,1146040382868784066466--BinaryOperation
1146040382868784066466--BinaryOperation,114604038286878406646634817--<
1146040382868784066466--BinaryOperation,114604038286878406646679674--MemberReference
