1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1179587--ON_9
11--ClassDeclaration,1170967--MethodDeclaration
1170967--MethodDeclaration,117096781757--leftRotate
1170967--MethodDeclaration,117096797439--FormalParameter
117096797439--FormalParameter,11709679743957918--BasicType
11709679743957918--BasicType,1170967974395791844066--int
117096797439--FormalParameter,11709679743957804--arr
1170967--MethodDeclaration,117096767162--FormalParameter
117096767162--FormalParameter,11709676716243530--BasicType
11709676716243530--BasicType,1170967671624353043240--int
117096767162--FormalParameter,11709676716240932--d
1170967--MethodDeclaration,117096727972--FormalParameter
117096727972--FormalParameter,11709672797279391--BasicType
11709672797279391--BasicType,1170967279727939181680--int
117096727972--FormalParameter,11709672797222903--n
1170967--MethodDeclaration,117096773007--StatementExpression
117096773007--StatementExpression,11709677300733578--Assignment
11709677300733578--Assignment,117096773007335785819--MemberReference
117096773007335785819--MemberReference,11709677300733578581986074--d
11709677300733578--Assignment,1170967730073357878629--BinaryOperation
1170967730073357878629--BinaryOperation,117096773007335787862950190--%
1170967730073357878629--BinaryOperation,117096773007335787862995146--MemberReference
117096773007335787862995146--MemberReference,11709677300733578786299514610266--d
1170967730073357878629--BinaryOperation,117096773007335787862922754--MemberReference
117096773007335787862922754--MemberReference,11709677300733578786292275421492--n
11709677300733578--Assignment,117096773007335782737--=
1170967--MethodDeclaration,117096781552--LocalVariableDeclaration
117096781552--LocalVariableDeclaration,11709678155243812--BasicType
11709678155243812--BasicType,1170967815524381238121--int
117096781552--LocalVariableDeclaration,11709678155263752--VariableDeclarator
11709678155263752--VariableDeclarator,1170967815526375297374--i
117096781552--LocalVariableDeclaration,11709678155230815--VariableDeclarator
11709678155230815--VariableDeclarator,1170967815523081586286--j
117096781552--LocalVariableDeclaration,11709678155277388--VariableDeclarator
11709678155277388--VariableDeclarator,117096781552773881361--k
117096781552--LocalVariableDeclaration,1170967815521623--VariableDeclarator
1170967815521623--VariableDeclarator,117096781552162357455--temp
1170967--MethodDeclaration,117096740389--LocalVariableDeclaration
117096740389--LocalVariableDeclaration,11709674038963042--BasicType
11709674038963042--BasicType,1170967403896304259194--int
117096740389--LocalVariableDeclaration,11709674038980275--VariableDeclarator
11709674038980275--VariableDeclarator,1170967403898027581154--g_c_d
11709674038980275--VariableDeclarator,1170967403898027521635--MethodInvocation
1170967403898027521635--MethodInvocation,117096740389802752163577106--MemberReference
117096740389802752163577106--MemberReference,11709674038980275216357710687718--d
1170967403898027521635--MethodInvocation,11709674038980275216356304--MemberReference
11709674038980275216356304--MemberReference,1170967403898027521635630425087--n
1170967403898027521635--MethodInvocation,117096740389802752163546481--gcd
1170967--MethodDeclaration,11709671321--ForStatement
11709671321--ForStatement,1170967132169623--ForControl
1170967132169623--ForControl,117096713216962377039--Assignment
117096713216962377039--Assignment,11709671321696237703977222--MemberReference
11709671321696237703977222--MemberReference,1170967132169623770397722221608--i
117096713216962377039--Assignment,1170967132169623770397652--Literal
1170967132169623770397652--Literal,117096713216962377039765231500--0
117096713216962377039--Assignment,11709671321696237703967721--=
1170967132169623--ForControl,117096713216962355339--BinaryOperation
117096713216962355339--BinaryOperation,11709671321696235533923602--<
117096713216962355339--BinaryOperation,1170967132169623553392653--MemberReference
1170967132169623553392653--MemberReference,117096713216962355339265320735--i
117096713216962355339--BinaryOperation,11709671321696235533960850--MemberReference
11709671321696235533960850--MemberReference,1170967132169623553396085022575--g_c_d
1170967132169623--ForControl,117096713216962313781--MemberReference
117096713216962313781--MemberReference,11709671321696231378163488--++
117096713216962313781--MemberReference,11709671321696231378184065--i
11709671321--ForStatement,1170967132115186--BlockStatement
1170967132115186--BlockStatement,11709671321151868870--StatementExpression
11709671321151868870--StatementExpression,1170967132115186887012970--Assignment
1170967132115186887012970--Assignment,117096713211518688701297015804--MemberReference
117096713211518688701297015804--MemberReference,1170967132115186887012970158043700--temp
1170967132115186887012970--Assignment,117096713211518688701297030746--MemberReference
117096713211518688701297030746--MemberReference,11709671321151868870129703074664433--ArraySelector
11709671321151868870129703074664433--ArraySelector,1170967132115186887012970307466443354794--MemberReference
1170967132115186887012970307466443354794--MemberReference,117096713211518688701297030746644335479459401--i
117096713211518688701297030746--MemberReference,11709671321151868870129703074621745--arr
1170967132115186887012970--Assignment,117096713211518688701297019848--=
1170967132115186--BlockStatement,117096713211518662508--StatementExpression
117096713211518662508--StatementExpression,11709671321151866250865444--Assignment
11709671321151866250865444--Assignment,1170967132115186625086544484932--MemberReference
1170967132115186625086544484932--MemberReference,11709671321151866250865444849327601--j
11709671321151866250865444--Assignment,1170967132115186625086544473759--MemberReference
1170967132115186625086544473759--MemberReference,117096713211518662508654447375929192--i
11709671321151866250865444--Assignment,117096713211518662508654446954--=
1170967132115186--BlockStatement,117096713211518653737--WhileStatement
117096713211518653737--WhileStatement,11709671321151865373720398--Literal
11709671321151865373720398--Literal,1170967132115186537372039863504--true
117096713211518653737--WhileStatement,11709671321151865373717688--BlockStatement
11709671321151865373717688--BlockStatement,1170967132115186537371768855447--StatementExpression
1170967132115186537371768855447--StatementExpression,117096713211518653737176885544739078--Assignment
117096713211518653737176885544739078--Assignment,1170967132115186537371768855447390782621--MemberReference
1170967132115186537371768855447390782621--MemberReference,11709671321151865373717688554473907826217126--k
117096713211518653737176885544739078--Assignment,11709671321151865373717688554473907890281--BinaryOperation
11709671321151865373717688554473907890281--BinaryOperation,1170967132115186537371768855447390789028184134--+
11709671321151865373717688554473907890281--BinaryOperation,1170967132115186537371768855447390789028154146--MemberReference
1170967132115186537371768855447390789028154146--MemberReference,117096713211518653737176885544739078902815414628457--j
11709671321151865373717688554473907890281--BinaryOperation,1170967132115186537371768855447390789028176435--MemberReference
1170967132115186537371768855447390789028176435--MemberReference,117096713211518653737176885544739078902817643547313--d
117096713211518653737176885544739078--Assignment,11709671321151865373717688554473907844748--=
11709671321151865373717688--BlockStatement,1170967132115186537371768846166--IfStatement
1170967132115186537371768846166--IfStatement,117096713211518653737176884616659035--BinaryOperation
117096713211518653737176884616659035--BinaryOperation,11709671321151865373717688461665903533809-->=
117096713211518653737176884616659035--BinaryOperation,11709671321151865373717688461665903533522--MemberReference
11709671321151865373717688461665903533522--MemberReference,1170967132115186537371768846166590353352296762--k
117096713211518653737176884616659035--BinaryOperation,11709671321151865373717688461665903536513--MemberReference
11709671321151865373717688461665903536513--MemberReference,1170967132115186537371768846166590353651343386--n
1170967132115186537371768846166--IfStatement,117096713211518653737176884616622277--StatementExpression
