1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1152557--set
1152557--set,115255745003--public
11--ClassDeclaration,112818--ON_69
11--ClassDeclaration,1167998--MethodDeclaration
1167998--MethodDeclaration,116799858975--set
116799858975--set,11679985897532956--static
1167998--MethodDeclaration,11679987618--arrayEvenAndOdd
1167998--MethodDeclaration,116799828486--FormalParameter
116799828486--FormalParameter,11679982848651046--BasicType
11679982848651046--BasicType,1167998284865104699073--int
116799828486--FormalParameter,11679982848629941--arr
1167998--MethodDeclaration,116799839756--FormalParameter
116799839756--FormalParameter,11679983975614837--BasicType
11679983975614837--BasicType,1167998397561483711134--int
116799839756--FormalParameter,11679983975625119--n
1167998--MethodDeclaration,116799856644--LocalVariableDeclaration
116799856644--LocalVariableDeclaration,11679985664463096--BasicType
11679985664463096--BasicType,1167998566446309617312--int
116799856644--LocalVariableDeclaration,11679985664419973--VariableDeclarator
11679985664419973--VariableDeclarator,1167998566441997385686--i
11679985664419973--VariableDeclarator,1167998566441997332758--Literal
1167998566441997332758--Literal,116799856644199733275846994---
1167998566441997332758--Literal,116799856644199733275829226--1
116799856644--LocalVariableDeclaration,11679985664426236--VariableDeclarator
11679985664426236--VariableDeclarator,1167998566442623613917--j
11679985664426236--VariableDeclarator,1167998566442623685917--Literal
1167998566442623685917--Literal,116799856644262368591785690--0
1167998--MethodDeclaration,116799880184--WhileStatement
116799880184--WhileStatement,11679988018498130--BinaryOperation
11679988018498130--BinaryOperation,1167998801849813046020--!=
11679988018498130--BinaryOperation,1167998801849813077174--MemberReference
1167998801849813077174--MemberReference,116799880184981307717435126--j
11679988018498130--BinaryOperation,1167998801849813022983--MemberReference
1167998801849813022983--MemberReference,11679988018498130229835718--n
116799880184--WhileStatement,11679988018468305--BlockStatement
11679988018468305--BlockStatement,1167998801846830543500--IfStatement
1167998801846830543500--IfStatement,116799880184683054350099223--BinaryOperation
116799880184683054350099223--BinaryOperation,11679988018468305435009922357019--==
116799880184683054350099223--BinaryOperation,11679988018468305435009922339126--BinaryOperation
11679988018468305435009922339126--BinaryOperation,1167998801846830543500992233912627279--%
11679988018468305435009922339126--BinaryOperation,1167998801846830543500992233912660587--MemberReference
1167998801846830543500992233912660587--MemberReference,116799880184683054350099223391266058721863--ArraySelector
116799880184683054350099223391266058721863--ArraySelector,11679988018468305435009922339126605872186380193--MemberReference
11679988018468305435009922339126605872186380193--MemberReference,116799880184683054350099223391266058721863801938195--j
1167998801846830543500992233912660587--MemberReference,116799880184683054350099223391266058770158--arr
11679988018468305435009922339126--BinaryOperation,1167998801846830543500992233912691547--Literal
1167998801846830543500992233912691547--Literal,116799880184683054350099223391269154764780--2
116799880184683054350099223--BinaryOperation,11679988018468305435009922316870--Literal
11679988018468305435009922316870--Literal,1167998801846830543500992231687038835--0
1167998801846830543500--IfStatement,116799880184683054350027170--BlockStatement
116799880184683054350027170--BlockStatement,1167998801846830543500271708206--StatementExpression
1167998801846830543500271708206--StatementExpression,116799880184683054350027170820643505--MemberReference
116799880184683054350027170820643505--MemberReference,11679988018468305435002717082064350533948--++
116799880184683054350027170820643505--MemberReference,1167998801846830543500271708206435053927--i
116799880184683054350027170--BlockStatement,11679988018468305435002717063211--LocalVariableDeclaration
