1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1166556--ON_8
11--ClassDeclaration,1143191--MethodDeclaration
1143191--MethodDeclaration,114319126517--set
114319126517--set,11431912651738923--public
114319126517--set,11431912651790197--static
1143191--MethodDeclaration,114319177704--main
1143191--MethodDeclaration,114319195146--FormalParameter
114319195146--FormalParameter,11431919514611042--ReferenceType
11431919514611042--ReferenceType,114319195146110424241--String
114319195146--FormalParameter,11431919514670194--args
1143191--MethodDeclaration,114319117295--LocalVariableDeclaration
114319117295--LocalVariableDeclaration,11431911729569816--BasicType
11431911729569816--BasicType,1143191172956981695884--int
114319117295--LocalVariableDeclaration,11431911729565703--VariableDeclarator
11431911729565703--VariableDeclarator,1143191172956570357952--arr
11431911729565703--VariableDeclarator,1143191172956570333430--MethodInvocation
1143191172956570333430--MethodInvocation,114319117295657033343042482--m1
1143191--MethodDeclaration,11431916047--ForStatement
11431916047--ForStatement,114319160479285--ForControl
114319160479285--ForControl,11431916047928521903--VariableDeclaration
11431916047928521903--VariableDeclaration,1143191604792852190344040--BasicType
1143191604792852190344040--BasicType,114319160479285219034404028892--int
11431916047928521903--VariableDeclaration,1143191604792852190335023--VariableDeclarator
1143191604792852190335023--VariableDeclarator,114319160479285219033502386185--i
1143191604792852190335023--VariableDeclarator,114319160479285219033502332703--Literal
114319160479285219033502332703--Literal,11431916047928521903350233270387235--0
114319160479285--ForControl,11431916047928597253--BinaryOperation
11431916047928597253--BinaryOperation,1143191604792859725355289--<
11431916047928597253--BinaryOperation,114319160479285972536502--MemberReference
114319160479285972536502--MemberReference,11431916047928597253650289102--i
11431916047928597253--BinaryOperation,1143191604792859725381302--MemberReference
1143191604792859725381302--MemberReference,114319160479285972538130220102--arr
1143191604792859725381302--MemberReference,114319160479285972538130225296--length
114319160479285--ForControl,11431916047928589116--MemberReference
11431916047928589116--MemberReference,1143191604792858911611590--++
11431916047928589116--MemberReference,1143191604792858911646330--i
11431916047--ForStatement,1143191604788941--StatementExpression
1143191604788941--StatementExpression,114319160478894143625--MethodInvocation
114319160478894143625--MethodInvocation,1143191604788941436251478--System.out
114319160478894143625--MethodInvocation,11431916047889414362536402--BinaryOperation
11431916047889414362536402--BinaryOperation,1143191604788941436253640286088--+
11431916047889414362536402--BinaryOperation,1143191604788941436253640263875--MemberReference
1143191604788941436253640263875--MemberReference,114319160478894143625364026387581474--ArraySelector
114319160478894143625364026387581474--ArraySelector,11431916047889414362536402638758147495638--MemberReference
11431916047889414362536402638758147495638--MemberReference,1143191604788941436253640263875814749563870871--i
1143191604788941436253640263875--MemberReference,11431916047889414362536402638752519--arr
11431916047889414362536402--BinaryOperation,114319160478894143625364027641--Literal
114319160478894143625364027641--Literal,11431916047889414362536402764162052--" "
114319160478894143625--MethodInvocation,11431916047889414362594085--print
11--ClassDeclaration,1193131--MethodDeclaration
1193131--MethodDeclaration,119313176103--set
119313176103--set,11931317610350091--public
119313176103--set,11931317610388394--static
1193131--MethodDeclaration,119313185242--BasicType
119313185242--BasicType,11931318524264366--int
1193131--MethodDeclaration,119313144906--m1
1193131--MethodDeclaration,119313176708--ReturnStatement
119313176708--ReturnStatement,1193131767088296--ArrayCreator
1193131767088296--ArrayCreator,119313176708829649194--BasicType
119313176708829649194--BasicType,11931317670882964919448383--int
1193131767088296--ArrayCreator,119313176708829611507--ArrayInitializer
119313176708829611507--ArrayInitializer,11931317670882961150775718--Literal
11931317670882961150775718--Literal,1193131767088296115077571897888--1
119313176708829611507--ArrayInitializer,11931317670882961150797236--Literal
11931317670882961150797236--Literal,1193131767088296115079723686792--2
119313176708829611507--ArrayInitializer,11931317670882961150769957--Literal
11931317670882961150769957--Literal,1193131767088296115076995779499--3
