1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1113798--ON_93
11--ClassDeclaration,1164024--MethodDeclaration
1164024--MethodDeclaration,116402461254--set
116402461254--set,11640246125495054--static
1164024--MethodDeclaration,116402440280--maxSubArraySum
1164024--MethodDeclaration,116402466940--FormalParameter
116402466940--FormalParameter,11640246694035615--BasicType
11640246694035615--BasicType,1164024669403561543923--int
116402466940--FormalParameter,11640246694084538--a
1164024--MethodDeclaration,116402430767--FormalParameter
116402430767--FormalParameter,11640243076794992--BasicType
11640243076794992--BasicType,1164024307679499213008--int
116402430767--FormalParameter,11640243076791651--size
1164024--MethodDeclaration,116402448889--LocalVariableDeclaration
116402448889--LocalVariableDeclaration,11640244888974570--BasicType
11640244888974570--BasicType,1164024488897457053058--int
116402448889--LocalVariableDeclaration,1164024488895876--VariableDeclarator
1164024488895876--VariableDeclarator,116402448889587613587--max_so_far
1164024488895876--VariableDeclarator,116402448889587698969--MemberReference
116402448889587698969--MemberReference,1164024488895876989691792--Integer
116402448889587698969--MemberReference,11640244888958769896986119--MIN_VALUE
116402448889--LocalVariableDeclaration,11640244888977447--VariableDeclarator
11640244888977447--VariableDeclarator,1164024488897744767818--max_ending_here
11640244888977447--VariableDeclarator,1164024488897744793259--Literal
1164024488897744793259--Literal,116402448889774479325967629--0
116402448889--LocalVariableDeclaration,11640244888924269--VariableDeclarator
11640244888924269--VariableDeclarator,1164024488892426991687--start
11640244888924269--VariableDeclarator,1164024488892426934225--Literal
1164024488892426934225--Literal,116402448889242693422590961--0
116402448889--LocalVariableDeclaration,11640244888954771--VariableDeclarator
11640244888954771--VariableDeclarator,1164024488895477154132--end
11640244888954771--VariableDeclarator,1164024488895477116334--Literal
1164024488895477116334--Literal,116402448889547711633437264--0
116402448889--LocalVariableDeclaration,1164024488898089--VariableDeclarator
1164024488898089--VariableDeclarator,116402448889808974723--s
1164024488898089--VariableDeclarator,116402448889808963134--Literal
116402448889808963134--Literal,11640244888980896313491612--0
1164024--MethodDeclaration,116402448312--ForStatement
116402448312--ForStatement,11640244831289815--ForControl
11640244831289815--ForControl,1164024483128981525848--VariableDeclaration
1164024483128981525848--VariableDeclaration,116402448312898152584847537--BasicType
116402448312898152584847537--BasicType,11640244831289815258484753771066--int
1164024483128981525848--VariableDeclaration,116402448312898152584871982--VariableDeclarator
116402448312898152584871982--VariableDeclarator,11640244831289815258487198249842--i
116402448312898152584871982--VariableDeclarator,11640244831289815258487198233019--Literal
11640244831289815258487198233019--Literal,1164024483128981525848719823301918415--0
11640244831289815--ForControl,1164024483128981573944--BinaryOperation
1164024483128981573944--BinaryOperation,116402448312898157394416893--<
1164024483128981573944--BinaryOperation,116402448312898157394486539--MemberReference
116402448312898157394486539--MemberReference,11640244831289815739448653938926--i
1164024483128981573944--BinaryOperation,116402448312898157394424026--MemberReference
116402448312898157394424026--MemberReference,11640244831289815739442402620440--size
11640244831289815--ForControl,1164024483128981529419--MemberReference
1164024483128981529419--MemberReference,116402448312898152941999590--++
1164024483128981529419--MemberReference,116402448312898152941995082--i
116402448312--ForStatement,11640244831244897--BlockStatement
11640244831244897--BlockStatement,116402448312448975410--StatementExpression
116402448312448975410--StatementExpression,11640244831244897541056219--Assignment
11640244831244897541056219--Assignment,1164024483124489754105621911855--MemberReference
1164024483124489754105621911855--MemberReference,116402448312448975410562191185520635--max_ending_here
11640244831244897541056219--Assignment,1164024483124489754105621974105--MemberReference
1164024483124489754105621974105--MemberReference,116402448312448975410562197410560459--ArraySelector
116402448312448975410562197410560459--ArraySelector,11640244831244897541056219741056045959580--MemberReference
11640244831244897541056219741056045959580--MemberReference,1164024483124489754105621974105604595958062139--i
1164024483124489754105621974105--MemberReference,116402448312448975410562197410536551--a
11640244831244897541056219--Assignment,1164024483124489754105621928501--+=
11640244831244897--BlockStatement,1164024483124489752617--IfStatement
1164024483124489752617--IfStatement,116402448312448975261770933--BinaryOperation
116402448312448975261770933--BinaryOperation,11640244831244897526177093390754--<
116402448312448975261770933--BinaryOperation,11640244831244897526177093318118--MemberReference
11640244831244897526177093318118--MemberReference,1164024483124489752617709331811849257--max_so_far
116402448312448975261770933--BinaryOperation,11640244831244897526177093361358--MemberReference
11640244831244897526177093361358--MemberReference,1164024483124489752617709336135834827--max_ending_here
1164024483124489752617--IfStatement,116402448312448975261736166--BlockStatement
116402448312448975261736166--BlockStatement,11640244831244897526173616617938--StatementExpression
11640244831244897526173616617938--StatementExpression,116402448312448975261736166179386498--Assignment
116402448312448975261736166179386498--Assignment,11640244831244897526173616617938649858781--MemberReference
11640244831244897526173616617938649858781--MemberReference,1164024483124489752617361661793864985878190056--max_so_far
116402448312448975261736166179386498--Assignment,11640244831244897526173616617938649858266--MemberReference
11640244831244897526173616617938649858266--MemberReference,1164024483124489752617361661793864985826696614--max_ending_here
116402448312448975261736166179386498--Assignment,11640244831244897526173616617938649828654--=
116402448312448975261736166--BlockStatement,11640244831244897526173616684639--StatementExpression
11640244831244897526173616684639--StatementExpression,1164024483124489752617361668463983392--Assignment
1164024483124489752617361668463983392--Assignment,116402448312448975261736166846398339223684--MemberReference
116402448312448975261736166846398339223684--MemberReference,11640244831244897526173616684639833922368438606--start
1164024483124489752617361668463983392--Assignment,116402448312448975261736166846398339214271--MemberReference
116402448312448975261736166846398339214271--MemberReference,11640244831244897526173616684639833921427176504--s
1164024483124489752617361668463983392--Assignment,116402448312448975261736166846398339291435--=
116402448312448975261736166--BlockStatement,11640244831244897526173616698349--StatementExpression
11640244831244897526173616698349--StatementExpression,1164024483124489752617361669834993173--Assignment
1164024483124489752617361669834993173--Assignment,116402448312448975261736166983499317391311--MemberReference
116402448312448975261736166983499317391311--MemberReference,11640244831244897526173616698349931739131197105--end
1164024483124489752617361669834993173--Assignment,116402448312448975261736166983499317366276--MemberReference
