1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1156867--nlog30
11--ClassDeclaration,1195050--FieldDeclaration
1195050--FieldDeclaration,119505069589--set
119505069589--set,11950506958924242--static
1195050--FieldDeclaration,119505055968--BasicType
119505055968--BasicType,11950505596857820--int
1195050--FieldDeclaration,119505054001--VariableDeclarator
119505054001--VariableDeclarator,11950505400196759--k
119505054001--VariableDeclarator,1195050540011934--Literal
1195050540011934--Literal,119505054001193461626--16
11--ClassDeclaration,1197643--FieldDeclaration
1197643--FieldDeclaration,119764341581--set
119764341581--set,11976434158171142--static
1197643--FieldDeclaration,119764383230--BasicType
119764383230--BasicType,11976438323054092--int
1197643--FieldDeclaration,11976438727--VariableDeclarator
11976438727--VariableDeclarator,1197643872753464--N
11976438727--VariableDeclarator,119764387273906--Literal
119764387273906--Literal,11976438727390628810--100000
11--ClassDeclaration,1116445--FieldDeclaration
1116445--FieldDeclaration,111644596908--set
111644596908--set,11164459690856172--static
1116445--FieldDeclaration,111644557246--BasicType
111644557246--BasicType,11164455724661905--long
1116445--FieldDeclaration,11164457100--VariableDeclarator
11164457100--VariableDeclarator,1116445710010226--table
11164457100--VariableDeclarator,1116445710055328--ArrayCreator
1116445710055328--ArrayCreator,111644571005532811318--BasicType
111644571005532811318--BasicType,11164457100553281131880791--long
1116445710055328--ArrayCreator,1116445710055328390--MemberReference
1116445710055328390--MemberReference,111644571005532839016555--N
1116445710055328--ArrayCreator,111644571005532856576--BinaryOperation
111644571005532856576--BinaryOperation,11164457100553285657644459--+
111644571005532856576--BinaryOperation,11164457100553285657612825--MemberReference
11164457100553285657612825--MemberReference,1116445710055328565761282525703--k
111644571005532856576--BinaryOperation,11164457100553285657661286--Literal
11164457100553285657661286--Literal,1116445710055328565766128639078--1
11--ClassDeclaration,119958--MethodDeclaration
119958--MethodDeclaration,11995843448--set
11995843448--set,1199584344823629--static
119958--MethodDeclaration,11995879760--buildSparseTable
119958--MethodDeclaration,1199589424--FormalParameter
1199589424--FormalParameter,119958942468503--BasicType
119958942468503--BasicType,11995894246850316093--int
1199589424--FormalParameter,119958942463104--arr
119958--MethodDeclaration,11995845303--FormalParameter
11995845303--FormalParameter,1199584530365457--BasicType
1199584530365457--BasicType,119958453036545765747--int
11995845303--FormalParameter,1199584530335652--n
119958--MethodDeclaration,11995878344--ForStatement
11995878344--ForStatement,1199587834462597--ForControl
1199587834462597--ForControl,11995878344625972248--VariableDeclaration
11995878344625972248--VariableDeclaration,1199587834462597224888042--BasicType
1199587834462597224888042--BasicType,119958783446259722488804286848--int
11995878344625972248--VariableDeclaration,1199587834462597224821789--VariableDeclarator
1199587834462597224821789--VariableDeclarator,119958783446259722482178959378--i
1199587834462597224821789--VariableDeclarator,11995878344625972248217893873--Literal
11995878344625972248217893873--Literal,1199587834462597224821789387332311--0
1199587834462597--ForControl,119958783446259766894--BinaryOperation
119958783446259766894--BinaryOperation,11995878344625976689467710--<
119958783446259766894--BinaryOperation,11995878344625976689472401--MemberReference
11995878344625976689472401--MemberReference,1199587834462597668947240198771--i
119958783446259766894--BinaryOperation,11995878344625976689496850--MemberReference
11995878344625976689496850--MemberReference,1199587834462597668949685058404--n
1199587834462597--ForControl,119958783446259763106--MemberReference
119958783446259763106--MemberReference,11995878344625976310677988--++
119958783446259763106--MemberReference,11995878344625976310641718--i
11995878344--ForStatement,1199587834439209--StatementExpression
1199587834439209--StatementExpression,119958783443920911538--Assignment
119958783443920911538--Assignment,11995878344392091153811608--MemberReference
11995878344392091153811608--MemberReference,1199587834439209115381160811187--ArraySelector
1199587834439209115381160811187--ArraySelector,119958783443920911538116081118768283--MemberReference
119958783443920911538116081118768283--MemberReference,11995878344392091153811608111876828341134--i
11995878344392091153811608--MemberReference,1199587834439209115381160892596--ArraySelector
1199587834439209115381160892596--ArraySelector,119958783443920911538116089259618829--Literal
119958783443920911538116089259618829--Literal,11995878344392091153811608925961882964245--0
11995878344392091153811608--MemberReference,1199587834439209115381160887525--table
119958783443920911538--Assignment,11995878344392091153875834--MemberReference
11995878344392091153875834--MemberReference,1199587834439209115387583432589--ArraySelector
1199587834439209115387583432589--ArraySelector,119958783443920911538758343258926794--MemberReference
119958783443920911538758343258926794--MemberReference,11995878344392091153875834325892679482324--i
11995878344392091153875834--MemberReference,1199587834439209115387583412563--arr
119958783443920911538--Assignment,11995878344392091153813112--=
119958--MethodDeclaration,11995840526--ForStatement
11995840526--ForStatement,1199584052684265--ForControl
1199584052684265--ForControl,119958405268426552264--VariableDeclaration
119958405268426552264--VariableDeclaration,11995840526842655226439304--BasicType
11995840526842655226439304--BasicType,119958405268426552264393047106--int
119958405268426552264--VariableDeclaration,11995840526842655226411228--VariableDeclarator
11995840526842655226411228--VariableDeclarator,1199584052684265522641122893939--j
11995840526842655226411228--VariableDeclarator,1199584052684265522641122823658--Literal
1199584052684265522641122823658--Literal,119958405268426552264112282365812781--1
1199584052684265--ForControl,119958405268426569123--BinaryOperation
119958405268426569123--BinaryOperation,11995840526842656912312916--<=
119958405268426569123--BinaryOperation,11995840526842656912328641--MemberReference
11995840526842656912328641--MemberReference,1199584052684265691232864159608--j
119958405268426569123--BinaryOperation,1199584052684265691234553--MemberReference
1199584052684265691234553--MemberReference,119958405268426569123455395940--k
1199584052684265--ForControl,119958405268426594883--MemberReference
119958405268426594883--MemberReference,11995840526842659488367217--++
119958405268426594883--MemberReference,11995840526842659488386203--j
11995840526--ForStatement,1199584052694978--ForStatement
1199584052694978--ForStatement,119958405269497817615--ForControl
119958405269497817615--ForControl,11995840526949781761544041--VariableDeclaration
11995840526949781761544041--VariableDeclaration,1199584052694978176154404186910--BasicType
1199584052694978176154404186910--BasicType,119958405269497817615440418691073487--int
11995840526949781761544041--VariableDeclaration,1199584052694978176154404130493--VariableDeclarator
1199584052694978176154404130493--VariableDeclarator,119958405269497817615440413049394789--i
1199584052694978176154404130493--VariableDeclarator,119958405269497817615440413049383792--Literal
119958405269497817615440413049383792--Literal,11995840526949781761544041304938379295817--0
119958405269497817615--ForControl,11995840526949781761544012--BinaryOperation
11995840526949781761544012--BinaryOperation,1199584052694978176154401231995--<=
11995840526949781761544012--BinaryOperation,1199584052694978176154401231184--MemberReference
1199584052694978176154401231184--MemberReference,119958405269497817615440123118412766--i
11995840526949781761544012--BinaryOperation,119958405269497817615440122261--BinaryOperation
119958405269497817615440122261--BinaryOperation,11995840526949781761544012226155924---
119958405269497817615440122261--BinaryOperation,11995840526949781761544012226178955--MemberReference
11995840526949781761544012226178955--MemberReference,1199584052694978176154401222617895578063--n
119958405269497817615440122261--BinaryOperation,11995840526949781761544012226144253--BinaryOperation
11995840526949781761544012226144253--BinaryOperation,1199584052694978176154401222614425314263--<<
11995840526949781761544012226144253--BinaryOperation,1199584052694978176154401222614425371856--Literal
1199584052694978176154401222614425371856--Literal,119958405269497817615440122261442537185673042--1
11995840526949781761544012226144253--BinaryOperation,1199584052694978176154401222614425315621--MemberReference
1199584052694978176154401222614425315621--MemberReference,119958405269497817615440122261442531562125045--j
119958405269497817615--ForControl,11995840526949781761599794--MemberReference
11995840526949781761599794--MemberReference,1199584052694978176159979443752--++
11995840526949781761599794--MemberReference,1199584052694978176159979432049--i
1199584052694978--ForStatement,11995840526949782305--StatementExpression
11995840526949782305--StatementExpression,1199584052694978230562975--Assignment
1199584052694978230562975--Assignment,119958405269497823056297520063--MemberReference
119958405269497823056297520063--MemberReference,11995840526949782305629752006371074--ArraySelector
11995840526949782305629752006371074--ArraySelector,1199584052694978230562975200637107440082--MemberReference
1199584052694978230562975200637107440082--MemberReference,119958405269497823056297520063710744008291117--i
119958405269497823056297520063--MemberReference,11995840526949782305629752006378160--ArraySelector
11995840526949782305629752006378160--ArraySelector,1199584052694978230562975200637816038050--MemberReference
1199584052694978230562975200637816038050--MemberReference,119958405269497823056297520063781603805067003--j
119958405269497823056297520063--MemberReference,11995840526949782305629752006387684--table
1199584052694978230562975--Assignment,11995840526949782305629752470--BinaryOperation
11995840526949782305629752470--BinaryOperation,1199584052694978230562975247068637--+
11995840526949782305629752470--BinaryOperation,1199584052694978230562975247065218--MemberReference
1199584052694978230562975247065218--MemberReference,119958405269497823056297524706521892653--ArraySelector
119958405269497823056297524706521892653--ArraySelector,11995840526949782305629752470652189265325075--MemberReference
11995840526949782305629752470652189265325075--MemberReference,1199584052694978230562975247065218926532507577679--i
1199584052694978230562975247065218--MemberReference,119958405269497823056297524706521869364--ArraySelector
119958405269497823056297524706521869364--ArraySelector,11995840526949782305629752470652186936450879--BinaryOperation
11995840526949782305629752470652186936450879--BinaryOperation,1199584052694978230562975247065218693645087987282---
11995840526949782305629752470652186936450879--BinaryOperation,1199584052694978230562975247065218693645087980747--MemberReference
