1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1138789--nlog13
11--ClassDeclaration,1187741--ClassDeclaration
1187741--ClassDeclaration,118774145158--set
118774145158--set,11877414515872790--static
1187741--ClassDeclaration,118774194038--Node
1187741--ClassDeclaration,118774161899--FieldDeclaration
118774161899--FieldDeclaration,11877416189946310--BasicType
11877416189946310--BasicType,1187741618994631092266--int
118774161899--FieldDeclaration,11877416189995640--VariableDeclarator
11877416189995640--VariableDeclarator,1187741618999564097491--key
1187741--ClassDeclaration,118774167568--FieldDeclaration
118774167568--FieldDeclaration,11877416756847296--ReferenceType
11877416756847296--ReferenceType,1187741675684729680074--Node
118774167568--FieldDeclaration,11877416756835222--VariableDeclarator
11877416756835222--VariableDeclarator,1187741675683522257033--left
1187741--ClassDeclaration,118774199752--FieldDeclaration
118774199752--FieldDeclaration,11877419975265191--ReferenceType
11877419975265191--ReferenceType,1187741997526519182646--Node
118774199752--FieldDeclaration,11877419975284196--VariableDeclarator
11877419975284196--VariableDeclarator,1187741997528419610899--right
1187741--ClassDeclaration,118774142829--FieldDeclaration
118774142829--FieldDeclaration,11877414282987485--BasicType
11877414282987485--BasicType,1187741428298748588644--int
118774142829--FieldDeclaration,11877414282951415--VariableDeclarator
11877414282951415--VariableDeclarator,118774142829514156204--height
1187741--ClassDeclaration,118774135346--FieldDeclaration
118774135346--FieldDeclaration,11877413534690463--BasicType
11877413534690463--BasicType,1187741353469046321904--int
118774135346--FieldDeclaration,11877413534639792--VariableDeclarator
11877413534639792--VariableDeclarator,1187741353463979245108--size
1187741--ClassDeclaration,118774126640--ConstructorDeclaration
118774126640--ConstructorDeclaration,11877412664081172--set
11877412664081172--set,1187741266408117288514--public
118774126640--ConstructorDeclaration,11877412664044281--Node
118774126640--ConstructorDeclaration,1187741266405105--FormalParameter
1187741266405105--FormalParameter,1187741266405105505--BasicType
1187741266405105505--BasicType,118774126640510550518860--int
1187741266405105--FormalParameter,118774126640510560103--key
118774126640--ConstructorDeclaration,11877412664055--StatementExpression
11877412664055--StatementExpression,1187741266405597602--Assignment
1187741266405597602--Assignment,118774126640559760273389--This
118774126640559760273389--This,11877412664055976027338958293--MemberReference
11877412664055976027338958293--MemberReference,1187741266405597602733895829371856--key
1187741266405597602--Assignment,118774126640559760292606--MemberReference
118774126640559760292606--MemberReference,11877412664055976029260649372--key
1187741266405597602--Assignment,118774126640559760234866--=
118774126640--ConstructorDeclaration,11877412664015298--StatementExpression
11877412664015298--StatementExpression,1187741266401529817922--Assignment
1187741266401529817922--Assignment,118774126640152981792265860--This
118774126640152981792265860--This,11877412664015298179226586050232--MemberReference
11877412664015298179226586050232--MemberReference,1187741266401529817922658605023280072--left
1187741266401529817922--Assignment,118774126640152981792232427--Assignment
118774126640152981792232427--Assignment,11877412664015298179223242726650--This
11877412664015298179223242726650--This,1187741266401529817922324272665019752--MemberReference
1187741266401529817922324272665019752--MemberReference,118774126640152981792232427266501975215750--right
118774126640152981792232427--Assignment,11877412664015298179223242739631--Literal
11877412664015298179223242739631--Literal,1187741266401529817922324273963122475--null
118774126640152981792232427--Assignment,1187741266401529817922324273503--=
1187741266401529817922--Assignment,118774126640152981792286593--=
118774126640--ConstructorDeclaration,11877412664071524--StatementExpression
11877412664071524--StatementExpression,1187741266407152494820--Assignment
1187741266407152494820--Assignment,118774126640715249482047368--This
118774126640715249482047368--This,11877412664071524948204736860441--MemberReference
11877412664071524948204736860441--MemberReference,118774126640715249482047368604413656--size
1187741266407152494820--Assignment,118774126640715249482089980--Assignment
118774126640715249482089980--Assignment,11877412664071524948208998038837--This
11877412664071524948208998038837--This,1187741266407152494820899803883727120--MemberReference
1187741266407152494820899803883727120--MemberReference,118774126640715249482089980388372712028951--height
118774126640715249482089980--Assignment,11877412664071524948208998060861--Literal
11877412664071524948208998060861--Literal,1187741266407152494820899806086166078--1
118774126640715249482089980--Assignment,11877412664071524948208998014387--=
1187741266407152494820--Assignment,118774126640715249482093167--=
11--ClassDeclaration,1186910--ClassDeclaration
1186910--ClassDeclaration,118691067036--set
118691067036--set,11869106703611868--static
1186910--ClassDeclaration,118691013678--RefInteger
1186910--ClassDeclaration,11869106221--FieldDeclaration
11869106221--FieldDeclaration,1186910622139605--ReferenceType
1186910622139605--ReferenceType,118691062213960522468--Integer
11869106221--FieldDeclaration,118691062212573--VariableDeclarator
118691062212573--VariableDeclarator,11869106221257319017--value
1186910--ClassDeclaration,118691088996--ConstructorDeclaration
118691088996--ConstructorDeclaration,11869108899613142--set
11869108899613142--set,1186910889961314297856--public
118691088996--ConstructorDeclaration,11869108899681311--RefInteger
118691088996--ConstructorDeclaration,11869108899619620--FormalParameter
11869108899619620--FormalParameter,1186910889961962061835--ReferenceType
1186910889961962061835--ReferenceType,11869108899619620618351536--Integer
11869108899619620--FormalParameter,1186910889961962079204--value
118691088996--ConstructorDeclaration,11869108899616655--StatementExpression
11869108899616655--StatementExpression,1186910889961665533877--Assignment
1186910889961665533877--Assignment,118691088996166553387773373--This
118691088996166553387773373--This,11869108899616655338777337347590--MemberReference
11869108899616655338777337347590--MemberReference,1186910889961665533877733734759046673--value
1186910889961665533877--Assignment,118691088996166553387723443--MemberReference
118691088996166553387723443--MemberReference,11869108899616655338772344392189--value
1186910889961665533877--Assignment,118691088996166553387712039--=
11--ClassDeclaration,1111675--MethodDeclaration
1111675--MethodDeclaration,111167570552--set
111167570552--set,11116757055225700--static
1111675--MethodDeclaration,111167520271--BasicType
111167520271--BasicType,11116752027139049--int
1111675--MethodDeclaration,111167585296--height
1111675--MethodDeclaration,111167556702--FormalParameter
111167556702--FormalParameter,11116755670286251--ReferenceType
11116755670286251--ReferenceType,1111675567028625188018--Node
111167556702--FormalParameter,11116755670247122--N
1111675--MethodDeclaration,111167513648--IfStatement
111167513648--IfStatement,11116751364819400--BinaryOperation
11116751364819400--BinaryOperation,1111675136481940037284--==
11116751364819400--BinaryOperation,1111675136481940015242--MemberReference
1111675136481940015242--MemberReference,111167513648194001524218384--N
11116751364819400--BinaryOperation,1111675136481940038010--Literal
1111675136481940038010--Literal,111167513648194003801075784--null
111167513648--IfStatement,11116751364865813--ReturnStatement
11116751364865813--ReturnStatement,1111675136486581343679--Literal
1111675136486581343679--Literal,111167513648658134367965604--0
1111675--MethodDeclaration,111167561028--ReturnStatement
111167561028--ReturnStatement,1111675610285618--MemberReference
1111675610285618--MemberReference,111167561028561834561--N
1111675610285618--MemberReference,111167561028561866322--height
11--ClassDeclaration,116577--MethodDeclaration
116577--MethodDeclaration,11657747658--set
11657747658--set,1165774765854195--static
116577--MethodDeclaration,11657763434--BasicType
11657763434--BasicType,1165776343487336--int
116577--MethodDeclaration,11657751824--size
116577--MethodDeclaration,11657719608--FormalParameter
