1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,1167852--nlog3
11--ClassDeclaration,1198618--MethodDeclaration
1198618--MethodDeclaration,119861892339--set
119861892339--set,11986189233925000--static
1198618--MethodDeclaration,119861829926--printArray
1198618--MethodDeclaration,119861834681--FormalParameter
119861834681--FormalParameter,11986183468140359--BasicType
11986183468140359--BasicType,1198618346814035996318--int
119861834681--FormalParameter,11986183468136026--A
1198618--MethodDeclaration,119861894666--FormalParameter
119861894666--FormalParameter,11986189466692368--BasicType
11986189466692368--BasicType,1198618946669236872444--int
119861894666--FormalParameter,11986189466656261--size
1198618--MethodDeclaration,119861879995--ForStatement
119861879995--ForStatement,11986187999525803--ForControl
11986187999525803--ForControl,1198618799952580388294--VariableDeclaration
1198618799952580388294--VariableDeclaration,119861879995258038829428677--BasicType
119861879995258038829428677--BasicType,11986187999525803882942867770611--int
1198618799952580388294--VariableDeclaration,119861879995258038829419400--VariableDeclarator
119861879995258038829419400--VariableDeclarator,11986187999525803882941940098957--i
119861879995258038829419400--VariableDeclarator,11986187999525803882941940055143--Literal
11986187999525803882941940055143--Literal,1198618799952580388294194005514329255--0
11986187999525803--ForControl,1198618799952580346675--BinaryOperation
1198618799952580346675--BinaryOperation,11986187999525803466756999--<
1198618799952580346675--BinaryOperation,119861879995258034667544423--MemberReference
119861879995258034667544423--MemberReference,11986187999525803466754442384001--i
1198618799952580346675--BinaryOperation,119861879995258034667596968--MemberReference
119861879995258034667596968--MemberReference,11986187999525803466759696840698--size
11986187999525803--ForControl,1198618799952580392883--MemberReference
1198618799952580392883--MemberReference,119861879995258039288328858--++
1198618799952580392883--MemberReference,119861879995258039288330440--i
119861879995--ForStatement,11986187999595914--StatementExpression
11986187999595914--StatementExpression,1198618799959591428287--MethodInvocation
1198618799959591428287--MethodInvocation,119861879995959142828730720--System.out
1198618799959591428287--MethodInvocation,119861879995959142828758117--BinaryOperation
119861879995959142828758117--BinaryOperation,11986187999595914282875811796537--+
119861879995959142828758117--BinaryOperation,11986187999595914282875811722852--MemberReference
11986187999595914282875811722852--MemberReference,1198618799959591428287581172285211309--ArraySelector
1198618799959591428287581172285211309--ArraySelector,119861879995959142828758117228521130917041--MemberReference
119861879995959142828758117228521130917041--MemberReference,11986187999595914282875811722852113091704191392--i
11986187999595914282875811722852--MemberReference,1198618799959591428287581172285263665--A
119861879995959142828758117--BinaryOperation,1198618799959591428287581174361--Literal
1198618799959591428287581174361--Literal,119861879995959142828758117436154611--" "
1198618799959591428287--MethodInvocation,119861879995959142828766252--print
1198618--MethodDeclaration,119861863485--StatementExpression
119861863485--StatementExpression,11986186348573038--MethodInvocation
11986186348573038--MethodInvocation,1198618634857303817574--System.out
11986186348573038--MethodInvocation,1198618634857303858276--Literal
1198618634857303858276--Literal,119861863485730385827692404--""
11986186348573038--MethodInvocation,1198618634857303839104--println
1198618--MethodDeclaration,119861870953--Statement
11--ClassDeclaration,1110374--MethodDeclaration
1110374--MethodDeclaration,111037441487--set
111037441487--set,11103744148783347--static
1110374--MethodDeclaration,111037431048--reverse
1110374--MethodDeclaration,111037437553--FormalParameter
111037437553--FormalParameter,11103743755383552--BasicType
11103743755383552--BasicType,1110374375538355239538--int
111037437553--FormalParameter,11103743755330725--arr
1110374--MethodDeclaration,111037448992--FormalParameter
111037448992--FormalParameter,11103744899287483--BasicType
11103744899287483--BasicType,1110374489928748344777--int
