1--CompilationUnit,11--Import
11--Import,1150577--java.util.Arrays
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,1291507--set
1291507--set,129150728694--public
12--ClassDeclaration,1256172--nlog34
12--ClassDeclaration,1215405--MethodDeclaration
1215405--MethodDeclaration,121540599139--set
121540599139--set,1215405991395470--private
121540599139--set,12154059913941494--static
1215405--MethodDeclaration,121540525890--BasicType
121540525890--BasicType,12154052589050415--int
1215405--MethodDeclaration,121540553945--mergeAndCount
1215405--MethodDeclaration,121540533970--FormalParameter
121540533970--FormalParameter,12154053397091961--BasicType
12154053397091961--BasicType,1215405339709196174065--int
121540533970--FormalParameter,12154053397075259--arr
1215405--MethodDeclaration,121540539945--FormalParameter
121540539945--FormalParameter,12154053994573086--BasicType
12154053994573086--BasicType,121540539945730867523--int
121540539945--FormalParameter,12154053994571352--l
1215405--MethodDeclaration,121540569547--FormalParameter
121540569547--FormalParameter,12154056954755995--BasicType
12154056954755995--BasicType,1215405695475599543514--int
121540569547--FormalParameter,12154056954768283--m
1215405--MethodDeclaration,121540544619--FormalParameter
121540544619--FormalParameter,12154054461963522--BasicType
12154054461963522--BasicType,1215405446196352280746--int
121540544619--FormalParameter,12154054461928913--r
1215405--MethodDeclaration,121540599738--LocalVariableDeclaration
121540599738--LocalVariableDeclaration,1215405997383159--BasicType
1215405997383159--BasicType,121540599738315935759--int
121540599738--LocalVariableDeclaration,12154059973859044--VariableDeclarator
12154059973859044--VariableDeclarator,1215405997385904466247--left
12154059973859044--VariableDeclarator,121540599738590445500--MethodInvocation
121540599738590445500--MethodInvocation,1215405997385904455003163--Arrays
121540599738590445500--MethodInvocation,12154059973859044550034249--MemberReference
12154059973859044550034249--MemberReference,1215405997385904455003424999802--arr
121540599738590445500--MethodInvocation,12154059973859044550035919--MemberReference
12154059973859044550035919--MemberReference,1215405997385904455003591923773--l
121540599738590445500--MethodInvocation,12154059973859044550041482--BinaryOperation
12154059973859044550041482--BinaryOperation,1215405997385904455004148298566--+
12154059973859044550041482--BinaryOperation,1215405997385904455004148213181--MemberReference
1215405997385904455004148213181--MemberReference,121540599738590445500414821318121223--m
12154059973859044550041482--BinaryOperation,121540599738590445500414825816--Literal
121540599738590445500414825816--Literal,12154059973859044550041482581630805--1
121540599738590445500--MethodInvocation,12154059973859044550054712--copyOfRange
1215405--MethodDeclaration,121540582967--LocalVariableDeclaration
121540582967--LocalVariableDeclaration,12154058296737172--BasicType
12154058296737172--BasicType,1215405829673717219052--int
121540582967--LocalVariableDeclaration,12154058296725263--VariableDeclarator
12154058296725263--VariableDeclarator,1215405829672526360461--right
12154058296725263--VariableDeclarator,1215405829672526338973--MethodInvocation
1215405829672526338973--MethodInvocation,121540582967252633897316646--Arrays
1215405829672526338973--MethodInvocation,121540582967252633897345537--MemberReference
121540582967252633897345537--MemberReference,12154058296725263389734553778508--arr
1215405829672526338973--MethodInvocation,121540582967252633897355606--BinaryOperation
121540582967252633897355606--BinaryOperation,12154058296725263389735560645096--+
121540582967252633897355606--BinaryOperation,1215405829672526338973556065052--MemberReference
1215405829672526338973556065052--MemberReference,121540582967252633897355606505290468--m
121540582967252633897355606--BinaryOperation,12154058296725263389735560620560--Literal
12154058296725263389735560620560--Literal,121540582967252633897355606205609148--1
1215405829672526338973--MethodInvocation,121540582967252633897380589--BinaryOperation
121540582967252633897380589--BinaryOperation,1215405829672526338973805898992--+
121540582967252633897380589--BinaryOperation,12154058296725263389738058943969--MemberReference
12154058296725263389738058943969--MemberReference,1215405829672526338973805894396950098--r
121540582967252633897380589--BinaryOperation,12154058296725263389738058941282--Literal
12154058296725263389738058941282--Literal,1215405829672526338973805894128211709--1
1215405829672526338973--MethodInvocation,121540582967252633897312874--copyOfRange
1215405--MethodDeclaration,121540578990--LocalVariableDeclaration
121540578990--LocalVariableDeclaration,12154057899071441--BasicType
12154057899071441--BasicType,1215405789907144131256--int
121540578990--LocalVariableDeclaration,12154057899094276--VariableDeclarator
12154057899094276--VariableDeclarator,1215405789909427659108--i
12154057899094276--VariableDeclarator,12154057899094276373--Literal
12154057899094276373--Literal,1215405789909427637353875--0
121540578990--LocalVariableDeclaration,12154057899024479--VariableDeclarator
12154057899024479--VariableDeclarator,1215405789902447927738--j
12154057899024479--VariableDeclarator,1215405789902447951991--Literal
