1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,111--ON3_5
11--ClassDeclaration,112--MethodDeclaration
112--MethodDeclaration,1121--BasicType
1121--BasicType,11211--boolean
112--MethodDeclaration,1122--find3Numbers
112--MethodDeclaration,1123--FormalParameter
1123--FormalParameter,11231--BasicType
11231--BasicType,112311--int
1123--FormalParameter,11232--A
112--MethodDeclaration,1124--FormalParameter
1124--FormalParameter,11241--BasicType
11241--BasicType,112411--int
1124--FormalParameter,11242--arr_size
112--MethodDeclaration,1125--FormalParameter
1125--FormalParameter,11251--BasicType
11251--BasicType,112511--int
1125--FormalParameter,11252--sum
112--MethodDeclaration,1126--LocalVariableDeclaration
1126--LocalVariableDeclaration,11261--BasicType
11261--BasicType,112611--int
1126--LocalVariableDeclaration,11262--VariableDeclarator
11262--VariableDeclarator,112621--l
1126--LocalVariableDeclaration,11263--VariableDeclarator
11263--VariableDeclarator,112631--r
112--MethodDeclaration,1127--ForStatement
1127--ForStatement,11271--ForControl
11271--ForControl,112711--VariableDeclaration
112711--VariableDeclaration,1127111--BasicType
1127111--BasicType,11271111--int
112711--VariableDeclaration,1127112--VariableDeclarator
1127112--VariableDeclarator,11271121--i
1127112--VariableDeclarator,11271122--Literal
11271122--Literal,112711221--0
11271--ForControl,112712--BinaryOperation
112712--BinaryOperation,1127121--<
112712--BinaryOperation,1127122--MemberReference
1127122--MemberReference,11271221--i
112712--BinaryOperation,1127123--BinaryOperation
1127123--BinaryOperation,11271231---
1127123--BinaryOperation,11271232--MemberReference
11271232--MemberReference,112712321--arr_size
1127123--BinaryOperation,11271233--Literal
11271233--Literal,112712331--2
11271--ForControl,112713--MemberReference
112713--MemberReference,1127131--++
112713--MemberReference,1127132--i
1127--ForStatement,11272--BlockStatement
11272--BlockStatement,112721--ForStatement
112721--ForStatement,1127211--ForControl
1127211--ForControl,11272111--VariableDeclaration
11272111--VariableDeclaration,112721111--BasicType
112721111--BasicType,1127211111--int
11272111--VariableDeclaration,112721112--VariableDeclarator
112721112--VariableDeclarator,1127211121--j
112721112--VariableDeclarator,1127211122--BinaryOperation
1127211122--BinaryOperation,11272111221--+
1127211122--BinaryOperation,11272111222--MemberReference
11272111222--MemberReference,112721112221--i
1127211122--BinaryOperation,11272111223--Literal
11272111223--Literal,112721112231--1
1127211--ForControl,11272112--BinaryOperation
11272112--BinaryOperation,112721121--<
11272112--BinaryOperation,112721122--MemberReference
112721122--MemberReference,1127211221--j
11272112--BinaryOperation,112721123--BinaryOperation
112721123--BinaryOperation,1127211231---
112721123--BinaryOperation,1127211232--MemberReference
1127211232--MemberReference,11272112321--arr_size
112721123--BinaryOperation,1127211233--Literal
1127211233--Literal,11272112331--1
1127211--ForControl,11272113--MemberReference
11272113--MemberReference,112721131--++
11272113--MemberReference,112721132--j
112721--ForStatement,1127212--BlockStatement
1127212--BlockStatement,11272121--ForStatement
11272121--ForStatement,112721211--ForControl
112721211--ForControl,1127212111--VariableDeclaration
1127212111--VariableDeclaration,11272121111--BasicType
11272121111--BasicType,112721211111--int
1127212111--VariableDeclaration,11272121112--VariableDeclarator
11272121112--VariableDeclarator,112721211121--k
11272121112--VariableDeclarator,112721211122--BinaryOperation
112721211122--BinaryOperation,1127212111221--+
112721211122--BinaryOperation,1127212111222--MemberReference
