1--CompilationUnit,11--Import
11--Import,1113578--java.io
11--Import,1114057--bool
1--CompilationUnit,12--Import
12--Import,124337--java.lang
12--Import,1266751--bool
1--CompilationUnit,13--Import
13--Import,1387974--java.util
13--Import,1383705--bool
1--CompilationUnit,14--ClassDeclaration
14--ClassDeclaration,1425716--OND_4
14--ClassDeclaration,1434499--MethodDeclaration
1434499--MethodDeclaration,143449956306--set
143449956306--set,14344995630649428--static
1434499--MethodDeclaration,143449999136--ReferenceType
143449999136--ReferenceType,14344999913687035--Boolean
1434499--MethodDeclaration,14344994058--isEqual
1434499--MethodDeclaration,143449999462--FormalParameter
143449999462--FormalParameter,14344999946249420--BasicType
14344999946249420--BasicType,143449999462494209844--int
143449999462--FormalParameter,1434499994627133--arr
1434499--MethodDeclaration,143449955801--FormalParameter
143449955801--FormalParameter,14344995580130742--BasicType
14344995580130742--BasicType,1434499558013074219410--int
143449955801--FormalParameter,14344995580111012--brr
1434499--MethodDeclaration,143449989367--LocalVariableDeclaration
143449989367--LocalVariableDeclaration,14344998936794801--BasicType
14344998936794801--BasicType,143449989367948018953--int
143449989367--LocalVariableDeclaration,14344998936720298--VariableDeclarator
14344998936720298--VariableDeclarator,1434499893672029897383--n
14344998936720298--VariableDeclarator,1434499893672029887636--MemberReference
1434499893672029887636--MemberReference,143449989367202988763622099--arr
1434499893672029887636--MemberReference,143449989367202988763669475--length
1434499--MethodDeclaration,143449983654--LocalVariableDeclaration
143449983654--LocalVariableDeclaration,14344998365427979--BasicType
14344998365427979--BasicType,1434499836542797979582--int
143449983654--LocalVariableDeclaration,14344998365456877--VariableDeclarator
14344998365456877--VariableDeclarator,1434499836545687719952--m
14344998365456877--VariableDeclarator,1434499836545687759942--MemberReference
1434499836545687759942--MemberReference,143449983654568775994258481--ArraySelector
143449983654568775994258481--ArraySelector,14344998365456877599425848128683--Literal
14344998365456877599425848128683--Literal,1434499836545687759942584812868321655--0
1434499836545687759942--MemberReference,143449983654568775994287227--MemberReference
143449983654568775994287227--MemberReference,1434499836545687759942872277693--length
1434499836545687759942--MemberReference,143449983654568775994282234--arr
1434499--MethodDeclaration,143449979748--ForStatement
143449979748--ForStatement,14344997974822288--ForControl
14344997974822288--ForControl,1434499797482228855144--VariableDeclaration
1434499797482228855144--VariableDeclaration,143449979748222885514432709--BasicType
