1--CompilationUnit,11--Import
11--Import,1178469--java.util
11--Import,1155608--bool
1--CompilationUnit,12--Import
12--Import,1264924--java.lang
12--Import,1233951--bool
1--CompilationUnit,13--ClassDeclaration
13--ClassDeclaration,1333163--OND_2
13--ClassDeclaration,1388046--MethodDeclaration
1388046--MethodDeclaration,13880465790--set
13880465790--set,1388046579032657--public
13880465790--set,138804657902163--static
1388046--MethodDeclaration,138804653774--splitArr
1388046--MethodDeclaration,138804616595--FormalParameter
138804616595--FormalParameter,13880461659519317--BasicType
13880461659519317--BasicType,138804616595193178559--int
138804616595--FormalParameter,13880461659599732--arr
1388046--MethodDeclaration,138804646619--FormalParameter
138804646619--FormalParameter,13880464661995480--BasicType
13880464661995480--BasicType,1388046466199548042555--int
138804646619--FormalParameter,13880464661916264--n
1388046--MethodDeclaration,138804643175--FormalParameter
138804643175--FormalParameter,13880464317554475--BasicType
13880464317554475--BasicType,1388046431755447531110--int
138804643175--FormalParameter,13880464317513471--k
1388046--MethodDeclaration,138804634250--ForStatement
138804634250--ForStatement,13880463425061702--ForControl
13880463425061702--ForControl,1388046342506170219840--VariableDeclaration
1388046342506170219840--VariableDeclaration,138804634250617021984032766--BasicType
138804634250617021984032766--BasicType,1388046342506170219840327667582--int
1388046342506170219840--VariableDeclaration,138804634250617021984092910--VariableDeclarator
138804634250617021984092910--VariableDeclarator,13880463425061702198409291060358--i
138804634250617021984092910--VariableDeclarator,13880463425061702198409291025868--Literal
13880463425061702198409291025868--Literal,1388046342506170219840929102586887302--0
13880463425061702--ForControl,1388046342506170268932--BinaryOperation
1388046342506170268932--BinaryOperation,138804634250617026893220391--<
1388046342506170268932--BinaryOperation,138804634250617026893254129--MemberReference
138804634250617026893254129--MemberReference,13880463425061702689325412985831--i
1388046342506170268932--BinaryOperation,138804634250617026893255262--MemberReference
138804634250617026893255262--MemberReference,1388046342506170268932552624835--k
13880463425061702--ForControl,1388046342506170294477--MemberReference
1388046342506170294477--MemberReference,138804634250617029447736060--++
1388046342506170294477--MemberReference,138804634250617029447729990--i
138804634250--ForStatement,13880463425079831--BlockStatement
13880463425079831--BlockStatement,1388046342507983164700--LocalVariableDeclaration
1388046342507983164700--LocalVariableDeclaration,138804634250798316470044990--BasicType
138804634250798316470044990--BasicType,13880463425079831647004499043741--int
1388046342507983164700--LocalVariableDeclaration,138804634250798316470050498--VariableDeclarator
138804634250798316470050498--VariableDeclarator,13880463425079831647005049886552--x
138804634250798316470050498--VariableDeclarator,13880463425079831647005049861120--MemberReference
13880463425079831647005049861120--MemberReference,13880463425079831647005049861120620--ArraySelector
13880463425079831647005049861120620--ArraySelector,1388046342507983164700504986112062090663--Literal
1388046342507983164700504986112062090663--Literal,138804634250798316470050498611206209066389081--0
13880463425079831647005049861120--MemberReference,1388046342507983164700504986112077211--arr
13880463425079831--BlockStatement,1388046342507983186987--ForStatement
1388046342507983186987--ForStatement,138804634250798318698722297--ForControl
138804634250798318698722297--ForControl,13880463425079831869872229778325--VariableDeclaration
13880463425079831869872229778325--VariableDeclaration,1388046342507983186987222977832575117--BasicType
1388046342507983186987222977832575117--BasicType,138804634250798318698722297783257511741703--int
13880463425079831869872229778325--VariableDeclaration,1388046342507983186987222977832590144--VariableDeclarator
1388046342507983186987222977832590144--VariableDeclarator,138804634250798318698722297783259014456837--j
1388046342507983186987222977832590144--VariableDeclarator,138804634250798318698722297783259014420485--Literal
138804634250798318698722297783259014420485--Literal,13880463425079831869872229778325901442048524370--0
138804634250798318698722297--ForControl,13880463425079831869872229754202--BinaryOperation
13880463425079831869872229754202--BinaryOperation,1388046342507983186987222975420236430--<
13880463425079831869872229754202--BinaryOperation,1388046342507983186987222975420211614--MemberReference
1388046342507983186987222975420211614--MemberReference,13880463425079831869872229754202116144808--j
13880463425079831869872229754202--BinaryOperation,1388046342507983186987222975420222460--BinaryOperation
