1--CompilationUnit,11--Import
11--Import,1177427--java.io
11--Import,1119624--bool
1--CompilationUnit,12--Import
12--Import,1271235--java.lang
12--Import,1242376--bool
1--CompilationUnit,13--Import
13--Import,1351562--java.util
13--Import,1313077--bool
1--CompilationUnit,14--ClassDeclaration
14--ClassDeclaration,1484787--OND_3
14--ClassDeclaration,1439064--MethodDeclaration
1439064--MethodDeclaration,143906431737--set
143906431737--set,14390643173738961--static
1439064--MethodDeclaration,143906415118--findMinimumNumberOfSteps
1439064--MethodDeclaration,143906482667--FormalParameter
143906482667--FormalParameter,14390648266741799--BasicType
14390648266741799--BasicType,1439064826674179948806--int
143906482667--FormalParameter,1439064826679679--arr
1439064--MethodDeclaration,143906449681--FormalParameter
143906449681--FormalParameter,14390644968150033--BasicType
14390644968150033--BasicType,1439064496815003380719--int
143906449681--FormalParameter,14390644968155835--K
1439064--MethodDeclaration,1439064897--LocalVariableDeclaration
1439064897--LocalVariableDeclaration,143906489790228--BasicType
143906489790228--BasicType,1439064897902287357--int
1439064897--LocalVariableDeclaration,143906489710832--VariableDeclarator
143906489710832--VariableDeclarator,14390648971083253210--time
143906489710832--VariableDeclarator,14390648971083261515--Literal
14390648971083261515--Literal,1439064897108326151539569--0
1439064--MethodDeclaration,143906445250--WhileStatement
143906445250--WhileStatement,14390644525022638--BinaryOperation
14390644525022638--BinaryOperation,1439064452502263837576--!=
14390644525022638--BinaryOperation,1439064452502263886856--MemberReference
1439064452502263886856--MemberReference,143906445250226388685615270--ArraySelector
143906445250226388685615270--ArraySelector,14390644525022638868561527032308--MemberReference
14390644525022638868561527032308--MemberReference,1439064452502263886856152703230852184--K
1439064452502263886856--MemberReference,143906445250226388685657707--arr
14390644525022638--BinaryOperation,1439064452502263841898--Literal
1439064452502263841898--Literal,143906445250226384189878020--0
143906445250--WhileStatement,14390644525093605--BlockStatement
14390644525093605--BlockStatement,1439064452509360587115--ForStatement
1439064452509360587115--ForStatement,143906445250936058711518776--ForControl
143906445250936058711518776--ForControl,14390644525093605871151877620365--VariableDeclaration
14390644525093605871151877620365--VariableDeclaration,1439064452509360587115187762036577495--BasicType
1439064452509360587115187762036577495--BasicType,143906445250936058711518776203657749582699--int
14390644525093605871151877620365--VariableDeclaration,1439064452509360587115187762036540356--VariableDeclarator
1439064452509360587115187762036540356--VariableDeclarator,143906445250936058711518776203654035663803--i
1439064452509360587115187762036540356--VariableDeclarator,143906445250936058711518776203654035650129--Literal
143906445250936058711518776203654035650129--Literal,14390644525093605871151877620365403565012960484--0
143906445250936058711518776--ForControl,14390644525093605871151877657396--BinaryOperation
14390644525093605871151877657396--BinaryOperation,1439064452509360587115187765739645485--<
14390644525093605871151877657396--BinaryOperation,1439064452509360587115187765739656374--MemberReference
1439064452509360587115187765739656374--MemberReference,1439064452509360587115187765739656374442--i
14390644525093605871151877657396--BinaryOperation,1439064452509360587115187765739645139--MemberReference
1439064452509360587115187765739645139--MemberReference,143906445250936058711518776573964513987116--arr
1439064452509360587115187765739645139--MemberReference,143906445250936058711518776573964513923910--length
143906445250936058711518776--ForControl,14390644525093605871151877694149--MemberReference
14390644525093605871151877694149--MemberReference,1439064452509360587115187769414979439--++
14390644525093605871151877694149--MemberReference,1439064452509360587115187769414922074--i
1439064452509360587115--ForStatement,143906445250936058711580130--BlockStatement
143906445250936058711580130--BlockStatement,14390644525093605871158013021916--IfStatement
14390644525093605871158013021916--IfStatement,1439064452509360587115801302191611015--BinaryOperation
1439064452509360587115801302191611015--BinaryOperation,143906445250936058711580130219161101563054-->
1439064452509360587115801302191611015--BinaryOperation,143906445250936058711580130219161101572302--MemberReference
143906445250936058711580130219161101572302--MemberReference,14390644525093605871158013021916110157230286056--ArraySelector
14390644525093605871158013021916110157230286056--ArraySelector,1439064452509360587115801302191611015723028605664761--MemberReference
1439064452509360587115801302191611015723028605664761--MemberReference,143906445250936058711580130219161101572302860566476162476--i
143906445250936058711580130219161101572302--MemberReference,1439064452509360587115801302191611015723026454--arr
1439064452509360587115801302191611015--BinaryOperation,143906445250936058711580130219161101547949--Literal
143906445250936058711580130219161101547949--Literal,14390644525093605871158013021916110154794994748--0
14390644525093605871158013021916--IfStatement,1439064452509360587115801302191657128--BlockStatement
1439064452509360587115801302191657128--BlockStatement,143906445250936058711580130219165712827741--StatementExpression
143906445250936058711580130219165712827741--StatementExpression,14390644525093605871158013021916571282774146503--Assignment
14390644525093605871158013021916571282774146503--Assignment,1439064452509360587115801302191657128277414650385239--MemberReference
1439064452509360587115801302191657128277414650385239--MemberReference,143906445250936058711580130219165712827741465038523990043--ArraySelector
143906445250936058711580130219165712827741465038523990043--ArraySelector,14390644525093605871158013021916571282774146503852399004333701--MemberReference
14390644525093605871158013021916571282774146503852399004333701--MemberReference,143906445250936058711580130219165712827741465038523990043337012998--i
1439064452509360587115801302191657128277414650385239--MemberReference,143906445250936058711580130219165712827741465038523957348--arr
14390644525093605871158013021916571282774146503--Assignment,1439064452509360587115801302191657128277414650398803--Literal
1439064452509360587115801302191657128277414650398803--Literal,143906445250936058711580130219165712827741465039880365197--1
14390644525093605871158013021916571282774146503--Assignment,1439064452509360587115801302191657128277414650335977---=
1439064452509360587115801302191657128--BlockStatement,143906445250936058711580130219165712815607--StatementExpression
143906445250936058711580130219165712815607--StatementExpression,14390644525093605871158013021916571281560748282--MemberReference
14390644525093605871158013021916571281560748282--MemberReference,1439064452509360587115801302191657128156074828284758--++
14390644525093605871158013021916571281560748282--MemberReference,1439064452509360587115801302191657128156074828235612--time
143906445250936058711580130--BlockStatement,14390644525093605871158013027521--IfStatement
14390644525093605871158013027521--IfStatement,1439064452509360587115801302752134897--BinaryOperation
1439064452509360587115801302752134897--BinaryOperation,143906445250936058711580130275213489786505--==
1439064452509360587115801302752134897--BinaryOperation,143906445250936058711580130275213489768266--MemberReference
143906445250936058711580130275213489768266--MemberReference,14390644525093605871158013027521348976826668035--ArraySelector
14390644525093605871158013027521348976826668035--ArraySelector,1439064452509360587115801302752134897682666803548466--MemberReference
1439064452509360587115801302752134897682666803548466--MemberReference,143906445250936058711580130275213489768266680354846653300--K
143906445250936058711580130275213489768266--MemberReference,14390644525093605871158013027521348976826698157--arr
1439064452509360587115801302752134897--BinaryOperation,143906445250936058711580130275213489780006--Literal
143906445250936058711580130275213489780006--Literal,14390644525093605871158013027521348978000695812--0
14390644525093605871158013027521--IfStatement,143906445250936058711580130275212331--BreakStatement
1439064--MethodDeclaration,143906496118--StatementExpression
143906496118--StatementExpression,14390649611822992--MethodInvocation
