1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,111--sq44
11--ClassDeclaration,112--MethodDeclaration
112--MethodDeclaration,1121--subArraySum
112--MethodDeclaration,1122--FormalParameter
1122--FormalParameter,11221--BasicType
11221--BasicType,112211--int
1122--FormalParameter,11222--arr
112--MethodDeclaration,1123--FormalParameter
1123--FormalParameter,11231--BasicType
11231--BasicType,112311--int
1123--FormalParameter,11232--n
112--MethodDeclaration,1124--FormalParameter
1124--FormalParameter,11241--BasicType
11241--BasicType,112411--int
1124--FormalParameter,11242--sum
112--MethodDeclaration,1125--LocalVariableDeclaration
1125--LocalVariableDeclaration,11251--BasicType
11251--BasicType,112511--int
1125--LocalVariableDeclaration,11252--VariableDeclarator
11252--VariableDeclarator,112521--currentSum
1125--LocalVariableDeclaration,11253--VariableDeclarator
11253--VariableDeclarator,112531--i
1125--LocalVariableDeclaration,11254--VariableDeclarator
11254--VariableDeclarator,112541--j
112--MethodDeclaration,1126--ForStatement
1126--ForStatement,11261--ForControl
11261--ForControl,112611--Assignment
112611--Assignment,1126111--MemberReference
1126111--MemberReference,11261111--i
112611--Assignment,1126112--Literal
1126112--Literal,11261121--0
112611--Assignment,1126113--=
11261--ForControl,112612--BinaryOperation
112612--BinaryOperation,1126121--<
112612--BinaryOperation,1126122--MemberReference
1126122--MemberReference,11261221--i
112612--BinaryOperation,1126123--MemberReference
1126123--MemberReference,11261231--n
11261--ForControl,112613--MemberReference
112613--MemberReference,1126131--++
112613--MemberReference,1126132--i
1126--ForStatement,11262--BlockStatement
11262--BlockStatement,112621--StatementExpression
112621--StatementExpression,1126211--Assignment
1126211--Assignment,11262111--MemberReference
11262111--MemberReference,112621111--currentSum
1126211--Assignment,11262112--MemberReference
11262112--MemberReference,112621121--ArraySelector
112621121--ArraySelector,1126211211--MemberReference
1126211211--MemberReference,11262112111--i
11262112--MemberReference,112621122--arr
1126211--Assignment,11262113--=
11262--BlockStatement,112622--ForStatement
112622--ForStatement,1126221--ForControl
1126221--ForControl,11262211--Assignment
11262211--Assignment,112622111--MemberReference
112622111--MemberReference,1126221111--j
11262211--Assignment,112622112--BinaryOperation
112622112--BinaryOperation,1126221121--+
112622112--BinaryOperation,1126221122--MemberReference
1126221122--MemberReference,11262211221--i
112622112--BinaryOperation,1126221123--Literal
1126221123--Literal,11262211231--1
11262211--Assignment,112622113--=
1126221--ForControl,11262212--BinaryOperation
11262212--BinaryOperation,112622121--<=
11262212--BinaryOperation,112622122--MemberReference
112622122--MemberReference,1126221221--j
11262212--BinaryOperation,112622123--MemberReference
112622123--MemberReference,1126221231--n
1126221--ForControl,11262213--MemberReference
11262213--MemberReference,112622131--++
11262213--MemberReference,112622132--j
112622--ForStatement,1126222--BlockStatement
1126222--BlockStatement,11262221--IfStatement
11262221--IfStatement,112622211--BinaryOperation
112622211--BinaryOperation,1126222111--==
112622211--BinaryOperation,1126222112--MemberReference
1126222112--MemberReference,11262221121--currentSum
112622211--BinaryOperation,1126222113--MemberReference
1126222113--MemberReference,11262221131--sum
