1--CompilationUnit,11--Import
11--Import,111--java.io
11--Import,112--bool
1--CompilationUnit,12--ClassDeclaration
12--ClassDeclaration,121--sq49
12--ClassDeclaration,122--MethodDeclaration
122--MethodDeclaration,1221--set
1221--set,12211--static
122--MethodDeclaration,1222--rotateMatrix
122--MethodDeclaration,1223--FormalParameter
1223--FormalParameter,12231--BasicType
12231--BasicType,122311--int
1223--FormalParameter,12232--N
122--MethodDeclaration,1224--FormalParameter
1224--FormalParameter,12241--BasicType
12241--BasicType,122411--int
1224--FormalParameter,12242--mat
122--MethodDeclaration,1225--ForStatement
1225--ForStatement,12251--ForControl
12251--ForControl,122511--VariableDeclaration
122511--VariableDeclaration,1225111--BasicType
1225111--BasicType,12251111--int
122511--VariableDeclaration,1225112--VariableDeclarator
1225112--VariableDeclarator,12251121--x
1225112--VariableDeclarator,12251122--Literal
12251122--Literal,122511221--0
12251--ForControl,122512--BinaryOperation
122512--BinaryOperation,1225121--<
122512--BinaryOperation,1225122--MemberReference
1225122--MemberReference,12251221--x
122512--BinaryOperation,1225123--BinaryOperation
1225123--BinaryOperation,12251231--/
1225123--BinaryOperation,12251232--MemberReference
12251232--MemberReference,122512321--N
1225123--BinaryOperation,12251233--Literal
12251233--Literal,122512331--2
12251--ForControl,122513--MemberReference
122513--MemberReference,1225131--++
122513--MemberReference,1225132--x
1225--ForStatement,12252--BlockStatement
12252--BlockStatement,122521--ForStatement
122521--ForStatement,1225211--ForControl
1225211--ForControl,12252111--VariableDeclaration
12252111--VariableDeclaration,122521111--BasicType
122521111--BasicType,1225211111--int
12252111--VariableDeclaration,122521112--VariableDeclarator
122521112--VariableDeclarator,1225211121--y
122521112--VariableDeclarator,1225211122--MemberReference
1225211122--MemberReference,12252111221--x
1225211--ForControl,12252112--BinaryOperation
12252112--BinaryOperation,122521121--<
12252112--BinaryOperation,122521122--MemberReference
122521122--MemberReference,1225211221--y
12252112--BinaryOperation,122521123--BinaryOperation
122521123--BinaryOperation,1225211231---
122521123--BinaryOperation,1225211232--BinaryOperation
1225211232--BinaryOperation,12252112321---
1225211232--BinaryOperation,12252112322--MemberReference
12252112322--MemberReference,122521123221--N
1225211232--BinaryOperation,12252112323--MemberReference
12252112323--MemberReference,122521123231--x
122521123--BinaryOperation,1225211233--Literal
1225211233--Literal,12252112331--1
1225211--ForControl,12252113--MemberReference
12252113--MemberReference,122521131--++
12252113--MemberReference,122521132--y
122521--ForStatement,1225212--BlockStatement
1225212--BlockStatement,12252121--LocalVariableDeclaration
12252121--LocalVariableDeclaration,122521211--BasicType
122521211--BasicType,1225212111--int
12252121--LocalVariableDeclaration,122521212--VariableDeclarator
122521212--VariableDeclarator,1225212121--temp
122521212--VariableDeclarator,1225212122--MemberReference
1225212122--MemberReference,12252121221--ArraySelector
12252121221--ArraySelector,122521212211--MemberReference
122521212211--MemberReference,1225212122111--x
1225212122--MemberReference,12252121222--ArraySelector
12252121222--ArraySelector,122521212221--MemberReference
122521212221--MemberReference,1225212122211--y
1225212122--MemberReference,12252121223--mat
1225212--BlockStatement,12252122--StatementExpression
12252122--StatementExpression,122521221--Assignment
122521221--Assignment,1225212211--MemberReference
1225212211--MemberReference,12252122111--ArraySelector
12252122111--ArraySelector,122521221111--MemberReference
122521221111--MemberReference,1225212211111--x
1225212211--MemberReference,12252122112--ArraySelector
12252122112--ArraySelector,122521221121--MemberReference
122521221121--MemberReference,1225212211211--y
1225212211--MemberReference,12252122113--mat
122521221--Assignment,1225212212--MemberReference
1225212212--MemberReference,12252122121--ArraySelector
12252122121--ArraySelector,122521221211--MemberReference
122521221211--MemberReference,1225212212111--y
1225212212--MemberReference,12252122122--ArraySelector
12252122122--ArraySelector,122521221221--BinaryOperation
122521221221--BinaryOperation,1225212212211---
122521221221--BinaryOperation,1225212212212--BinaryOperation
1225212212212--BinaryOperation,12252122122121---
1225212212212--BinaryOperation,12252122122122--MemberReference
12252122122122--MemberReference,122521221221221--N
1225212212212--BinaryOperation,12252122122123--Literal
12252122122123--Literal,122521221221231--1
122521221221--BinaryOperation,1225212212213--MemberReference
1225212212213--MemberReference,12252122122131--x
1225212212--MemberReference,12252122123--mat
122521221--Assignment,1225212213--=
1225212--BlockStatement,12252123--StatementExpression
12252123--StatementExpression,122521231--Assignment
122521231--Assignment,1225212311--MemberReference
1225212311--MemberReference,12252123111--ArraySelector
12252123111--ArraySelector,122521231111--MemberReference
122521231111--MemberReference,1225212311111--y
1225212311--MemberReference,12252123112--ArraySelector
12252123112--ArraySelector,122521231121--BinaryOperation
122521231121--BinaryOperation,1225212311211---
122521231121--BinaryOperation,1225212311212--BinaryOperation
1225212311212--BinaryOperation,12252123112121---
1225212311212--BinaryOperation,12252123112122--MemberReference
12252123112122--MemberReference,122521231121221--N
1225212311212--BinaryOperation,12252123112123--Literal
12252123112123--Literal,122521231121231--1
122521231121--BinaryOperation,1225212311213--MemberReference
1225212311213--MemberReference,12252123112131--x
1225212311--MemberReference,12252123113--mat
122521231--Assignment,1225212312--MemberReference
1225212312--MemberReference,12252123121--ArraySelector
12252123121--ArraySelector,122521231211--BinaryOperation
122521231211--BinaryOperation,1225212312111---
122521231211--BinaryOperation,1225212312112--BinaryOperation
1225212312112--BinaryOperation,12252123121121---
1225212312112--BinaryOperation,12252123121122--MemberReference
12252123121122--MemberReference,122521231211221--N
1225212312112--BinaryOperation,12252123121123--Literal
12252123121123--Literal,122521231211231--1
122521231211--BinaryOperation,1225212312113--MemberReference
1225212312113--MemberReference,12252123121131--x
1225212312--MemberReference,12252123122--ArraySelector
12252123122--ArraySelector,122521231221--BinaryOperation
122521231221--BinaryOperation,1225212312211---
122521231221--BinaryOperation,1225212312212--BinaryOperation
1225212312212--BinaryOperation,12252123122121---
1225212312212--BinaryOperation,12252123122122--MemberReference
12252123122122--MemberReference,122521231221221--N
1225212312212--BinaryOperation,12252123122123--Literal
12252123122123--Literal,122521231221231--1
122521231221--BinaryOperation,1225212312213--MemberReference
