1--CompilationUnit,11--ClassDeclaration
11--ClassDeclaration,111--sq2
11--ClassDeclaration,112--MethodDeclaration
112--MethodDeclaration,1121--set
1121--set,11211--static
112--MethodDeclaration,1122--BasicType
1122--BasicType,11221--int
112--MethodDeclaration,1123--maxHamming
112--MethodDeclaration,1124--FormalParameter
1124--FormalParameter,11241--BasicType
11241--BasicType,112411--int
1124--FormalParameter,11242--arr
112--MethodDeclaration,1125--FormalParameter
1125--FormalParameter,11251--BasicType
11251--BasicType,112511--int
1125--FormalParameter,11252--n
112--MethodDeclaration,1126--LocalVariableDeclaration
1126--LocalVariableDeclaration,11261--BasicType
11261--BasicType,112611--int
1126--LocalVariableDeclaration,11262--VariableDeclarator
11262--VariableDeclarator,112621--brr
11262--VariableDeclarator,112622--ArrayCreator
112622--ArrayCreator,1126221--BasicType
1126221--BasicType,11262211--int
112622--ArrayCreator,1126222--BinaryOperation
1126222--BinaryOperation,11262221--+
1126222--BinaryOperation,11262222--BinaryOperation
11262222--BinaryOperation,112622221--*
11262222--BinaryOperation,112622222--Literal
112622222--Literal,1126222221--2
11262222--BinaryOperation,112622223--MemberReference
112622223--MemberReference,1126222231--n
1126222--BinaryOperation,11262223--Literal
11262223--Literal,112622231--1
112--MethodDeclaration,1127--ForStatement
1127--ForStatement,11271--ForControl
11271--ForControl,112711--VariableDeclaration
112711--VariableDeclaration,1127111--BasicType
1127111--BasicType,11271111--int
112711--VariableDeclaration,1127112--VariableDeclarator
1127112--VariableDeclarator,11271121--i
1127112--VariableDeclarator,11271122--Literal
11271122--Literal,112711221--0
11271--ForControl,112712--BinaryOperation
112712--BinaryOperation,1127121--<
112712--BinaryOperation,1127122--MemberReference
1127122--MemberReference,11271221--i
112712--BinaryOperation,1127123--MemberReference
1127123--MemberReference,11271231--n
11271--ForControl,112713--MemberReference
112713--MemberReference,1127131--++
112713--MemberReference,1127132--i
1127--ForStatement,11272--BlockStatement
11272--BlockStatement,112721--StatementExpression
112721--StatementExpression,1127211--Assignment
1127211--Assignment,11272111--MemberReference
11272111--MemberReference,112721111--ArraySelector
112721111--ArraySelector,1127211111--MemberReference
1127211111--MemberReference,11272111111--i
11272111--MemberReference,112721112--brr
1127211--Assignment,11272112--MemberReference
11272112--MemberReference,112721121--ArraySelector
112721121--ArraySelector,1127211211--MemberReference
1127211211--MemberReference,11272112111--i
11272112--MemberReference,112721122--arr
1127211--Assignment,11272113--=
11272--BlockStatement,112722--StatementExpression
112722--StatementExpression,1127221--Assignment
1127221--Assignment,11272211--MemberReference
11272211--MemberReference,112722111--ArraySelector
112722111--ArraySelector,1127221111--BinaryOperation
1127221111--BinaryOperation,11272211111--+
1127221111--BinaryOperation,11272211112--MemberReference
11272211112--MemberReference,112722111121--n
1127221111--BinaryOperation,11272211113--MemberReference
11272211113--MemberReference,112722111131--i
11272211--MemberReference,112722112--brr
1127221--Assignment,11272212--MemberReference
11272212--MemberReference,112722121--ArraySelector
112722121--ArraySelector,1127221211--MemberReference
1127221211--MemberReference,11272212111--i
11272212--MemberReference,112722122--arr
1127221--Assignment,11272213--=
112--MethodDeclaration,1128--LocalVariableDeclaration
1128--LocalVariableDeclaration,11281--BasicType
11281--BasicType,112811--int
1128--LocalVariableDeclaration,11282--VariableDeclarator
11282--VariableDeclarator,112821--maxHam
11282--VariableDeclarator,112822--Literal
112822--Literal,1128221--0
112--MethodDeclaration,1129--ForStatement
1129--ForStatement,11291--ForControl
11291--ForControl,112911--VariableDeclaration
112911--VariableDeclaration,1129111--BasicType
1129111--BasicType,11291111--int
112911--VariableDeclaration,1129112--VariableDeclarator
1129112--VariableDeclarator,11291121--i
1129112--VariableDeclarator,11291122--Literal
11291122--Literal,112911221--1
11291--ForControl,112912--BinaryOperation
112912--BinaryOperation,1129121--<
112912--BinaryOperation,1129122--MemberReference
1129122--MemberReference,11291221--i
112912--BinaryOperation,1129123--MemberReference
1129123--MemberReference,11291231--n
11291--ForControl,112913--MemberReference
112913--MemberReference,1129131--++
112913--MemberReference,1129132--i
1129--ForStatement,11292--BlockStatement
11292--BlockStatement,112921--LocalVariableDeclaration
112921--LocalVariableDeclaration,1129211--BasicType
1129211--BasicType,11292111--int
112921--LocalVariableDeclaration,1129212--VariableDeclarator
1129212--VariableDeclarator,11292121--currHam
1129212--VariableDeclarator,11292122--Literal
11292122--Literal,112921221--0
11292--BlockStatement,112922--ForStatement
112922--ForStatement,1129221--ForControl
1129221--ForControl,11292211--VariableDeclaration
11292211--VariableDeclaration,112922111--BasicType
112922111--BasicType,1129221111--int
